id ,state,year(s),year_min,residency,measure_group,measure,category,subcategory,population_denominator_dentition,estimate,lower_CI,upper_CI
10428,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,age,75--84,all adults ages 65+,11.6,5.6,17.6
10429,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,age,75--84,all adults ages 65+,43.4,31.8,55.1
10430,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,all,total,all adults ages 65+,22.2,16.4,28
10431,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,age,85+,all adults ages 65+,18.8,10.2,27.4
10432,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,age,85+,all adults ages 65+,39.8,26.6,53
10433,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,facility location,Coastal Plains,all adults ages 65+,21.3,8.7,33.8
10434,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,age,<65,all adults ages 65+,18.1,9.6,26.6
10435,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,age,<65,all adults ages 65+,57.9,45.4,70.4
10436,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,facility location,Mountains,all adults ages 65+,37.5,26.9,48.3
10437,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,all,total,all adults ages 65+,16.4,11.4,21.5
10438,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,all,total,all adults ages 65+,48.6,40.1,57.2
10439,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,facility location,Piedmont,all adults ages 65+,19.5,12.7,26.3
10440,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,facility location,Coastal Plains,all adults ages 65+,9.1,0.2,18
10441,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,facility location,Coastal Plains,all adults ages 65+,52.6,41,64.2
10442,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,facility size,Large (101+ beds),all adults ages 65+,17.2,3.3,31
10443,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,facility location,Mountains,all adults ages 65+,11.1,0.7,21.5
10444,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,facility location,Mountains,all adults ages 65+,47.8,36,59.5
10445,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,facility size,Medium (61-100 beds),all adults ages 65+,21.8,14.1,29.4
10446,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,facility location,Piedmont,all adults ages 65+,20.5,14,27.1
10447,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,facility location,Piedmont,all adults ages 65+,47.8,36,59.5
10448,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,facility size,Small (20--60 beds),all adults ages 65+,25.4,14.5,36.4
10449,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,facility size,Large (101+ beds),all adults ages 65+,17.4,4.7,30.1
10450,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,facility size,Large (101+ beds),all adults ages 65+,52.5,33,72
10451,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,gender,Female,all adults ages 65+,20.7,14.7,26.7
10452,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,facility size,Medium (61-100 beds),all adults ages 65+,16.8,9.2,24.3
10453,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,facility size,Medium (61-100 beds),all adults ages 65+,37.4,27.9,46.8
10454,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,gender,Male,all adults ages 65+,25.7,15.5,35.8
10455,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,facility size,Small (20--60 beds),all adults ages 65+,15.4,7.7,23.1
10456,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,facility size,Small (20--60 beds),all adults ages 65+,65.9,52.4,79.4
10457,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,length of residence,1--4 years,all adults ages 65+,19.6,13,26.3
10458,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,gender,Female,all adults ages 65+,14.2,8.4,20
10459,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,gender,Female,all adults ages 65+,45.6,36.5,54.6
10460,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,length of residence,5+ years,all adults ages 65+,29.9,19.3,40.5
10461,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,gender,Male,all adults ages 65+,21.2,13.9,28.6
10462,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,gender,Male,all adults ages 65+,54.2,43.1,65.4
10463,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,length of residence,<1 year,all adults ages 65+,18,10.3,25.7
10464,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,length of residence,1--4 years,all adults ages 65+,14.2,8.4,20
10465,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,length of residence,1--4 years,all adults ages 65+,46.7,33.5,59.9
10466,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,Medicaid,No,all adults ages 65+,20,13.2,26.8
10467,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,length of residence,5+ years,all adults ages 65+,19,11,27.1
10468,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,length of residence,5+ years,all adults ages 65+,58.4,47.9,69
10469,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,Medicaid,Yes,all adults ages 65+,24.7,16.6,32.9
10470,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,length of residence,<1 year,all adults ages 65+,14.8,7.7,21.9
10471,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,length of residence,<1 year,all adults ages 65+,46.6,34.5,58.6
10472,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,race,Non-Hispanic Black,all adults ages 65+,19.2,10.8,27.7
10473,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,race,Non-Hispanic Black,all adults ages 65+,17.9,8.2,27.6
10474,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,race,Non-Hispanic Black,all adults ages 65+,63.1,49.3,76.9
10475,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,severe gingival inflammation,race,Non-Hispanic White,all adults ages 65+,22.9,16.6,29.1
10476,North Carolina,2015-2016,2015,any long term care,condition of soft tissue,substantial oral debris,race,Non-Hispanic White,all adults ages 65+,16.1,10.7,21.5
10477,North Carolina,2015-2016,2015,any long term care,condition of hard tissue,untreated decay,race,Non-Hispanic White,all adults ages 65+,44.8,35.7,54
10478,Wisconsin,2012,2012,nursing,condition of hard tissue,edentulous,all,total,all adults ages 65+,33,26.8,39.2
10479,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,all,total,all adults ages 65+,31.7,28.5,35
10480,Wisconsin,2012,2012,nursing,condition of hard tissue,any untreated decay,all,total,all adults ages 65+,42.4,35,49.8
10481,Wisconsin,2012,2012,nursing,condition of hard tissue,untreated coronal decay,all,total,all adults ages 65+,,,
10482,Wisconsin,2012,2012,nursing,condition of hard tissue,untreated root decay,all,total,all adults ages 65+,,,
10483,Wisconsin,2012,2012,nursing,condition of hard tissue,root fragments,all,total,all adults ages 65+,31.2,26.3,36.1
10484,Wisconsin,2012,2012,nursing,condition of soft tissue,suspicious soft tissue lesion,all,total,all adults ages 65+,4.2,2.2,6.2
10485,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,gender,female,all adults ages 65+,49.7,41.2,58.3
10486,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,gender,male,all adults ages 65+,51.5,43,60
10487,Wisconsin,2012,2012,nursing,condition of soft tissue,gingival inflammation,all,total,all adults ages 65+,22.2,12.5,31.9
10488,Wisconsin,2012,2012,nursing,condition of hard tissue,obvious tooth mobility,all,total,all adults ages 65+,5.7,2.6,8.8
10489,Wisconsin,2012,2012,nursing,condition of soft tissue,substantial oral debris,all,total,all adults ages 65+,35.2,24.3,46.1
10490,Wisconsin,2012,2012,nursing,condition of soft tissue,periodontal treatment needed,all,total,all adults ages 65+,27.3,18.5,36.1
10491,Wisconsin,2012,2012,nursing,condition of soft tissue,severe dry mouth,all,total,all adults ages 65+,7.2,3,11.5
10492,Wisconsin,2016,2016,nursing,condition of hard tissue,any untreated decay,all,total,all adults ages 65+,46.3,39.9,52.8
10493,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated coronal decay,all,total,all adults ages 65+,25.2,19,31.5
10494,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated root decay,all,total,all adults ages 65+,38.2,30.8,45.6
10495,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,all,total,all adults ages 65+,32.9,26.6,39.2
10496,Wisconsin,2016,2016,nursing,condition of soft tissue,suspicious soft tissue lesion,all,total,all adults ages 65+,2.8,1.8,3.8
10497,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,race/ethnicity,Non-Hispanic White,all adults ages 65+,50.4,43.1,57.8
10498,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,race/ethnicity,Non-Hispanic Black,all adults ages 65+,52,29.2,74.8
10499,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,all,total,all adults ages 65+,27.2,21.3,33.2
10500,Wisconsin,2016,2016,nursing,condition of hard tissue,obvious tooth mobility,all,total,all adults ages 65+,4.9,3,6.9
10501,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,all,total,all adults ages 65+,26.6,23.3,29.8
10502,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,all,total,all adults ages 65+,39,35.4,42.6
10503,Wisconsin,2016,2016,nursing,condition of soft tissue,severe dry mouth,all,total,all adults ages 65+,7,4.5,9.5
10504,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,gender,female,all adults ages 65+,31.9,28,35.7
10505,Wisconsin,2016,2016,nursing,condition of hard tissue,any untreated decay,gender,female,all adults ages 65+,45.2,37,53.3
10506,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated coronal decay,gender,female,all adults ages 65+,25.1,17,33.3
10507,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated root decay,gender,female,all adults ages 65+,36.6,28.2,45
10508,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,gender,female,all adults ages 65+,30.2,23,37.6
10509,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,race/ethnicity,Other/missing,all adults ages 65+,49.4,43,54.8
10510,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,gender,female,all adults ages 65+,26.9,20.8,33.1
10511,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,gender,female,all adults ages 65+,26.1,21,31.2
10512,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,gender,female,all adults ages 65+,38.4,33.2,43.6
10513,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,gender,male,all adults ages 65+,31.5,24.3,38.8
10514,Wisconsin,2016,2016,nursing,condition of hard tissue,any untreated decay,gender,male,all adults ages 65+,48.2,39.7,56.7
10515,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated coronal decay,gender,male,all adults ages 65+,25.4,18.3,32.4
10516,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated root decay,gender,male,all adults ages 65+,40.7,29,52.4
10517,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,gender,male,all adults ages 65+,37,27.4,46.6
10518,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,urbanicity,urban,all adults ages 65+,49,41.4,56.6
10519,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,gender,male,all adults ages 65+,27.7,19.1,36.4
10520,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,gender,male,all adults ages 65+,27.3,23.5,31.1
10521,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,gender,male,all adults ages 65+,39.9,33.6,46.2
10522,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,race/ethnicity,Non-Hispanic White,all adults ages 65+,31.5,28,35
10523,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated decay,race/ethnicity,Non-Hispanic White,all adults ages 65+,46.3,39.4,53.2
10524,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,race/ethnicity,Non-Hispanic White,all adults ages 65+,32.5,25.6,39.5
10525,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,urbanicity,suburban,all adults ages 65+,49.7,36.8,62.6
10526,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,race/ethnicity,Non-Hispanic White,all adults ages 65+,27.9,21.3,34.5
10527,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,race/ethnicity,Non-Hispanic White,all adults ages 65+,27.6,24.1,31.1
10528,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,race/ethnicity,Non-Hispanic White,all adults ages 65+,40.1,36.2,44.1
10529,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,race/ethnicity,Non-Hispanic Black,all adults ages 65+,41.2,30.2,52.2
10530,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated decay,race/ethnicity,Non-Hispanic Black,all adults ages 65+,49,24.1,73.8
10531,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,race/ethnicity,Non-Hispanic Black,all adults ages 65+,30.3,16.6,44.1
10532,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,urbanicity,rural,all adults ages 65+,51.6,43.7,59.5
10533,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,race/ethnicity,Non-Hispanic Black,all adults ages 65+,22,14.2,29.8
10534,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,race/ethnicity,Non-Hispanic Black,all adults ages 65+,18.4,4.3,32.5
10535,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,race/ethnicity,Non-Hispanic Black,all adults ages 65+,29,17.8,40.2
10536,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,race/ethnicity,Other/missing,all adults ages 65+,28.5,21.4,32.9
10537,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated decay,race/ethnicity,Other/missing,all adults ages 65+,45.5,40,51.1
10538,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,race/ethnicity,Other/missing,all adults ages 65+,38.8,31.6,45.9
10539,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,dementia status,dementia,all adults ages 65+,57.9,47.7,68
10540,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,race/ethnicity,Other/missing,all adults ages 65+,21.5,12.8,30.3
10541,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,race/ethnicity,Other/missing,all adults ages 65+,17.4,11,23.8
10542,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,race/ethnicity,Other/missing,all adults ages 65+,29.4,19.7,39.1
10543,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,urbanicity,urban,all adults ages 65+,23.8,15.4,32.1
10544,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated decay,urbanicity,urban,all adults ages 65+,43.7,35.7,51.8
10545,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,urbanicity,urban,all adults ages 65+,32.1,25.1,39.1
10546,Wisconsin,2016,2016,nursing,dental treatment needed,early or urgent,dementia status,no dementia,all adults ages 65+,44.7,33.8,55.6
10547,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,urbanicity,urban,all adults ages 65+,21.4,18.2,24.7
10548,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,urbanicity,urban,all adults ages 65+,27.7,16.7,38.7
10549,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,urbanicity,urban,all adults ages 65+,35.8,29,42.7
10550,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,urbanicity,suburban,all adults ages 65+,31.4,26.6,36.1
10551,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated decay,urbanicity,suburban,all adults ages 65+,46.4,35.5,57.3
10552,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,urbanicity,suburban,all adults ages 65+,33.2,24.4,42
10553,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,urbanicity,suburban,all adults ages 65+,26.4,17.3,35.4
10554,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,urbanicity,suburban,all adults ages 65+,25,21.8,28.3
10555,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,urbanicity,suburban,all adults ages 65+,35.9,31.3,40.6
10556,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,urbanicity,rural,all adults ages 65+,34.5,31,38
10557,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated decay,urbanicity,rural,all adults ages 65+,47.2,37.8,56.6
10558,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,urbanicity,rural,all adults ages 65+,32.9,21.9,43.9
10559,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,urbanicity,rural,all adults ages 65+,30.2,20.1,40.2
10560,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,urbanicity,rural,all adults ages 65+,27.7,22.4,32.9
10561,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,urbanicity,rural,all adults ages 65+,43.1,35.8,50.4
10562,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,dementia status,dementia,all adults ages 65+,24.6,20.7,28.5
10563,Wisconsin,2016,2016,nursing,condition of hard tissue,any untreated decay,dementia status,dementia,all adults ages 65+,53.8,44.5,63
10564,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated coronal decay,dementia status,dementia,all adults ages 65+,31.2,20.9,41.4
10565,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated root decay,dementia status,dementia,all adults ages 65+,45.5,37.5,53.4
10566,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,dementia status,dementia,all adults ages 65+,37.2,31.6,42.9
10567,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,dementia status,dementia,all adults ages 65+,33.2,24.5,41.9
10568,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,dementia status,dementia,all adults ages 65+,34.8,30.5,39.2
10569,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,dementia status,dementia,all adults ages 65+,48.6,43.8,53.3
10570,Wisconsin,2016,2016,nursing,condition of hard tissue,edentulous,dementia status,no dementia,all adults ages 65+,35.5,32.2,38.7
10571,Wisconsin,2016,2016,nursing,condition of hard tissue,any untreated decay,dementia status,no dementia,all adults ages 65+,40.1,30.9,49.3
10572,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated coronal decay,dementia status,no dementia,all adults ages 65+,21,14.6,27.4
10573,Wisconsin,2016,2016,nursing,condition of hard tissue,untreated root decay,dementia status,no dementia,all adults ages 65+,30.6,19.4,41.8
10574,Wisconsin,2016,2016,nursing,condition of hard tissue,root fragments,dementia status,no dementia,all adults ages 65+,26.6,16.3,37
10575,Wisconsin,2016,2016,nursing,condition of soft tissue,gingival inflammation,dementia status,no dementia,all adults ages 65+,21.6,14.4,28.7
10576,Wisconsin,2016,2016,nursing,condition of soft tissue,substantial oral debris,dementia status,no dementia,all adults ages 65+,20.6,17.2,23.9
10577,Wisconsin,2016,2016,nursing,condition of soft tissue,periodontal treatment needed,dementia status,no dementia,all adults ages 65+,32,27.9,36
10578,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,all ,total,all adults ages 65+ with one or more teeth,22.9,18,27.8
10579,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,all ,total,all adults ages 65+ with one or more teeth,21.3,16.1,26.5
10580,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,all ,total,all adults ages 65+ with one or more teeth,17.2,12.3,22
10581,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,race / ethnicity,White,all adults ages 65+ with one or more teeth,24.6,16.5,32.6
10582,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,race / ethnicity,White,all adults ages 65+ with one or more teeth,25.5,18.3,32.7
10583,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,race / ethnicity,White,all adults ages 65+ with one or more teeth,18.1,8.8,27.4
10584,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,race / ethnicity,Black,all adults ages 65+ with one or more teeth,32.2,19.1,45.3
10585,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,race / ethnicity,Black,all adults ages 65+ with one or more teeth,44.4,27.3,61.6
10586,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,race / ethnicity,Black,all adults ages 65+ with one or more teeth,12.9,0.7,25
10587,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,race / ethnicity,Hispanic,all adults ages 65+ with one or more teeth,18.6,10.6,26.5
10588,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,race / ethnicity,Hispanic,all adults ages 65+ with one or more teeth,14.2,6.3,22.1
10589,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,race / ethnicity,Hispanic,all adults ages 65+ with one or more teeth,16.8,7.7,25.8
10590,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,race / ethnicity,Multi-racial,all adults ages 65+ with one or more teeth,23.1,8.8,37.5
10591,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,race / ethnicity,Multi-racial,all adults ages 65+ with one or more teeth,3.4,0,7.6
10592,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,race / ethnicity,Multi-racial,all adults ages 65+ with one or more teeth,25,5.9,44.1
10593,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,race / ethnicity,other,all adults ages 65+ with one or more teeth,15.7,4.9,26.6
10594,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,race / ethnicity,other,all adults ages 65+ with one or more teeth,24.8,0,55.5
10595,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,race / ethnicity,other,all adults ages 65+ with one or more teeth,,,
10596,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,region,Northwest,all adults ages 65+ with one or more teeth,28.6,15.5,41.7
10597,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,region,Northwest,all adults ages 65+ with one or more teeth,45.3,24.3,66.3
10598,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,region,Northwest,all adults ages 65+ with one or more teeth,2.5,0,7.6
10599,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,region,Northeast,all adults ages 65+ with one or more teeth,27.7,13.9,41.5
10600,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,region,Northeast,all adults ages 65+ with one or more teeth,20.8,10,31.6
10601,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,region,Northeast,all adults ages 65+ with one or more teeth,12.5,1.8,23.2
10602,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,region,Central,all adults ages 65+ with one or more teeth,18.8,14.3,23.3
10603,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,region,Central,all adults ages 65+ with one or more teeth,18,7,29
10604,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,region,Central,all adults ages 65+ with one or more teeth,7,0,14.1
10605,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,region,West Coast,all adults ages 65+ with one or more teeth,15.4,3.3,27.5
10606,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,region,West Coast,all adults ages 65+ with one or more teeth,18.9,7,30.7
10607,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,region,West Coast,all adults ages 65+ with one or more teeth,1.1,0,3.3
10608,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,region,Atlantic,all adults ages 65+ with one or more teeth,18.5,16.8,20.3
10609,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,region,Atlantic,all adults ages 65+ with one or more teeth,19.3,0,39.4
10610,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,region,Atlantic,all adults ages 65+ with one or more teeth,41.6,40.8,42.3
10611,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,region,South,all adults ages 65+ with one or more teeth,15.5,9.7,21.3
10612,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,region,South,all adults ages 65+ with one or more teeth,11,5.7,16.3
10613,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,region,South,all adults ages 65+ with one or more teeth,20.1,11.8,28.4
10614,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,education,no HS diploma,all adults ages 65+ with one or more teeth,19.5,10,28.9
10615,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,education,no HS diploma,all adults ages 65+ with one or more teeth,17.8,7.2,28.3
10616,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,education,no HS diploma,all adults ages 65+ with one or more teeth,14.6,8.5,20.7
10617,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,education,HS diploma,all adults ages 65+ with one or more teeth,24.2,16.5,31.8
10618,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,education,HS diploma,all adults ages 65+ with one or more teeth,27.2,18.3,36
10619,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,education,HS diploma,all adults ages 65+ with one or more teeth,18.4,9.8,26.9
10620,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,education,some college,all adults ages 65+ with one or more teeth,21.1,15.7,26.5
10621,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,education,some college,all adults ages 65+ with one or more teeth,17,9.9,24
10622,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,education,some college,all adults ages 65+ with one or more teeth,13.1,6.4,19.6
10623,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,untreated decay,education,advanced degree,all adults ages 65+ with one or more teeth,28.6,14.7,42.6
10624,Florida,2015 - 2016,2015,congregate meal sites,condition of hard tissue,root fragments,education,advanced degree,all adults ages 65+ with one or more teeth,24.8,11.8,37.8
10625,Florida,2015 - 2016,2015,congregate meal sites,condition of soft tissue,periodontal treatment needed,education,advanced degree,all adults ages 65+ with one or more teeth,26.3,14.1,38.6
10626,Iowa,2017,2017,congregate meal sites,condition of hard tissue,untreated decay,all ,total,all adults ages 65+ with one or more teeth,18.4765,15.24,21.71
10627,Iowa,2017,2017,congregate meal sites,condition of hard tissue,root fragments,all ,total,all adults ages 65+ with one or more teeth,15.91,12.85,18.97
