"ref_num","category"
"MI-005593","Other ECP Providers"
"MI-005594","Family Planning Providers"
"MI-005594","Sexually Transmitted Disease Clinics"
"MI-005595","Dental Providers"
"MI-005595","Federally Qualified Health Centers - Medical Services"
"MI-005596","Rural Health Clinics"
"MI-005597","Family Planning Providers"
"MI-005597","Federally Qualified Health Centers - Medical Services"
"MI-005598","Federally Qualified Health Centers - Medical Services"
"MI-005599","Federally Qualified Health Centers - Medical Services"
"MI-005600","Rural Health Clinics"
"MI-005601","Family Planning Providers"
"MI-005601","Sexually Transmitted Disease Clinics"
"MI-005602","Dental Providers"
"MI-005602","Federally Qualified Health Centers - Medical Services"
"MI-005603","Rural Health Clinics"
"MI-005604","Federally Qualified Health Centers - Medical Services"
"MI-005605","Community Mental Health Centers"
"MI-005605","Dental Providers"
"MI-005605","Federally Qualified Health Centers - Medical Services"
"MI-005606","Rural Health Clinics"
"MI-005607","Federally Qualified Health Centers - Medical Services"
"MI-005607","Rural Health Clinics"
"MI-005608","Rural Health Clinics"
"MI-005609","Rural Health Clinics"
"MI-005610","Inpatient Hospitals (other than children's hospitals)"
"MI-005611","Inpatient Hospitals (other than children's hospitals)"
"MI-005612","Family Planning Providers"
"MI-005612","Federally Qualified Health Centers - Medical Services"
"MI-005613","Outpatient Hospital Clinics"
"MI-005614","Family Planning Providers"
"MI-005614","Sexually Transmitted Disease Clinics"
"MI-005615","Inpatient Hospitals (other than children's hospitals)"
"MI-005616","Rural Health Clinics"
"MI-005617","Rural Health Clinics"
"MI-005618","Rural Health Clinics"
"MI-005619","Family Planning Providers"
"MI-005619","Sexually Transmitted Disease Clinics"
"MI-005620","Family Planning Providers"
"MI-005620","Sexually Transmitted Disease Clinics"
"MI-005621","Federally Qualified Health Centers - Medical Services"
"MI-005622","Dental Providers"
"MI-005623","Hemophilia Treatment Centers"
"MI-005624","Dental Providers"
"MI-005624","Federally Qualified Health Centers - Medical Services"
"MI-005625","Federally Qualified Health Centers - Medical Services"
"MI-005626","Family Planning Providers"
"MI-005626","Sexually Transmitted Disease Clinics"
"MI-005627","Federally Qualified Health Centers - Medical Services"
"MI-005628","Children's Hospitals (inpatient only)"
"MI-005629","Federally Qualified Health Centers - Medical Services"
"MI-005630","Rural Health Clinics"
"MI-005631","Family Planning Providers"
"MI-005631","Sexually Transmitted Disease Clinics"
"MI-005632","Family Planning Providers"
"MI-005632","Sexually Transmitted Disease Clinics"
"MI-005633","Rural Health Clinics"
"MI-005634","Family Planning Providers"
"MI-005635","Rural Health Clinics"
"MI-005636","Family Planning Providers"
"MI-005636","Sexually Transmitted Disease Clinics"
"MI-005637","Family Planning Providers"
"MI-005638","Rural Health Clinics"
"MI-005639","Family Planning Providers"
"MI-005639","Federally Qualified Health Centers - Medical Services"
"MI-005640","Rural Health Clinics"
"MI-005641","Rural Health Clinics"
"MI-005642","Inpatient Hospitals (other than children's hospitals)"
"MI-005643","Family Planning Providers"
"MI-005643","Sexually Transmitted Disease Clinics"
"MI-005644","Federally Qualified Health Centers - Medical Services"
"MI-005645","Federally Qualified Health Centers - Medical Services"
"MI-005646","Sexually Transmitted Disease Clinics"
"MI-005646","Tuberculosis Clinics"
"MI-005647","Federally Qualified Health Centers - Medical Services"
"MI-005648","Dental Providers"
"MI-005648","Federally Qualified Health Centers - Medical Services"
"MI-005648","Ryan White Providers"
"MI-005649","Family Planning Providers"
"MI-005649","Sexually Transmitted Disease Clinics"
"MI-005650","Federally Qualified Health Centers - Medical Services"
"MI-005651","Dental Providers"
"MI-005652","Family Planning Providers"
"MI-005652","Federally Qualified Health Centers - Medical Services"
"MI-005653","Federally Qualified Health Centers - Medical Services"
"MI-005654","Community Mental Health Centers"
"MI-005654","Family Planning Providers"
"MI-005654","Federally Qualified Health Centers - Medical Services"
"MI-005655","Inpatient Hospitals (other than children's hospitals)"
"MI-005656","Rural Health Clinics"
"MI-005657","Rural Health Clinics"
"MI-005658","Rural Health Clinics"
"MI-005659","Rural Health Clinics"
"MI-005660","Federally Qualified Health Centers - Medical Services"
"MI-005661","Community Mental Health Centers"
"MI-005661","Federally Qualified Health Centers - Medical Services"
"MI-005662","Family Planning Providers"
"MI-005662","Sexually Transmitted Disease Clinics"
"MI-005663","Inpatient Hospitals (other than children's hospitals)"
"MI-005664","Rural Health Clinics"
"MI-005665","Rural Health Clinics"
"MI-005666","Family Planning Providers"
"MI-005666","Sexually Transmitted Disease Clinics"
"MI-005667","Black Lung Clinics"
"MI-005667","Rural Health Clinics"
"MI-005668","Rural Health Clinics"
"MI-005669","Rural Health Clinics"
"MI-005670","Federally Qualified Health Centers - Medical Services"
"MI-005671","Family Planning Providers"
"MI-005672","Rural Health Clinics"
"MI-005673","Rural Health Clinics"
"MI-005674","Rural Health Clinics"
"MI-005675","Family Planning Providers"
"MI-005675","Sexually Transmitted Disease Clinics"
"MI-005676","Family Planning Providers"
"MI-005677","Dental Providers"
"MI-005677","Other ECP Providers"
"MI-005677","Tribal Health Program operated under P.L. 93-638"
"MI-005678","Family Planning Providers"
"MI-005678","Sexually Transmitted Disease Clinics"
"MI-005679","Federally Qualified Health Centers - Medical Services"
"MI-005680","Family Planning Providers"
"MI-005680","Federally Qualified Health Centers - Medical Services"
"MI-005681","Family Planning Providers"
"MI-005682","Federally Qualified Health Centers - Medical Services"
"MI-005683","Family Planning Providers"
"MI-005683","Sexually Transmitted Disease Clinics"
"MI-005684","Family Planning Providers"
"MI-005685","Family Planning Providers"
"MI-005686","Federally Qualified Health Centers - Medical Services"
"MI-005687","Federally Qualified Health Centers - Medical Services"
"MI-005688","Family Planning Providers"
"MI-005688","Sexually Transmitted Disease Clinics"
"MI-005688","Tuberculosis Clinics"
"MI-005689","Family Planning Providers"
"MI-005689","Ryan White Providers"
"MI-005690","Federally Qualified Health Centers - Medical Services"
"MI-005691","Federally Qualified Health Centers - Medical Services"
"MI-005692","Rural Health Clinics"
"MI-005693","Rural Health Clinics"
"MI-005694","Rural Health Clinics"
"MI-005695","Other ECP Providers"
"MI-005695","Tribal Health Program operated under P.L. 93-638"
"MI-005696","Family Planning Providers"
"MI-005697","Federally Qualified Health Centers - Medical Services"
"MI-005698","Family Planning Providers"
"MI-005698","Sexually Transmitted Disease Clinics"
"MI-005699","Dental Providers"
"MI-005699","Federally Qualified Health Centers - Medical Services"
"MI-005700","Federally Qualified Health Centers - Medical Services"
"MI-005701","Dental Providers"
"MI-005701","Federally Qualified Health Centers - Medical Services"
"MI-005702","Family Planning Providers"
"MI-005702","Ryan White Providers"
"MI-005702","Sexually Transmitted Disease Clinics"
"MI-005703","Federally Qualified Health Centers - Medical Services"
"MI-005704","Rural Health Clinics"
"MI-005705","Family Planning Providers"
"MI-005706","Inpatient Hospitals (other than children's hospitals)"
"MI-005707","Rural Health Clinics"
"MI-005708","Family Planning Providers"
"MI-005708","Sexually Transmitted Disease Clinics"
"MI-005709","Dental Providers"
"MI-005710","Federally Qualified Health Centers - Medical Services"
"MI-005711","Federally Qualified Health Centers - Medical Services"
"MI-005712","Rural Health Clinics"
"MI-005713","Rural Health Clinics"
"MI-005714","Federally Qualified Health Centers - Medical Services"
"MI-005715","Federally Qualified Health Centers - Medical Services"
"MI-005716","Federally Qualified Health Centers - Medical Services"
"MI-005717","Family Planning Providers"
"MI-005717","Sexually Transmitted Disease Clinics"
"MI-005718","Rural Health Clinics"
"MI-005719","Inpatient Hospitals (other than children's hospitals)"
"MI-005720","Family Planning Providers"
"MI-005720","Federally Qualified Health Centers - Medical Services"
"MI-005721","Dental Providers"
"MI-005721","Federally Qualified Health Centers - Medical Services"
"MI-005722","Federally Qualified Health Centers - Medical Services"
"MI-005723","Community Mental Health Centers"
"MI-005723","Federally Qualified Health Centers - Medical Services"
"MI-005724","Rural Health Clinics"
"MI-005725","Dental Providers"
"MI-005725","Federally Qualified Health Centers - Medical Services"
"MI-005726","Rural Health Clinics"
"MI-005727","Rural Health Clinics"
"MI-005728","Dental Providers"
"MI-005728","Federally Qualified Health Centers - Medical Services"
"MI-005729","Family Planning Providers"
"MI-005729","Sexually Transmitted Disease Clinics"
"MI-005730","Dental Providers"
"MI-005730","Federally Qualified Health Centers - Medical Services"
"MI-005731","Federally Qualified Health Centers - Medical Services"
"MI-005732","Federally Qualified Health Centers - Medical Services"
"MI-005733","Federally Qualified Health Centers - Medical Services"
"MI-005734","Federally Qualified Health Centers - Medical Services"
"MI-005735","Federally Qualified Health Centers - Medical Services"
"MI-005736","Federally Qualified Health Centers - Medical Services"
"MI-005737","Federally Qualified Health Centers - Medical Services"
"MI-005738","Community Mental Health Centers"
"MI-005738","Dental Providers"
"MI-005738","Federally Qualified Health Centers - Medical Services"
"MI-005739","Dental Providers"
"MI-005740","Federally Qualified Health Centers - Medical Services"
"MI-005741","Dental Providers"
"MI-005741","Federally Qualified Health Centers - Medical Services"
"MI-005742","Rural Health Clinics"
"MI-005743","Rural Health Clinics"
"MI-005744","Federally Qualified Health Centers - Medical Services"
"MI-005745","Family Planning Providers"
"MI-005745","Ryan White Providers"
"MI-005746","Rural Health Clinics"
"MI-005747","Dental Providers"
"MI-005747","Federally Qualified Health Centers - Medical Services"
"MI-005747","Rural Health Clinics"
"MI-005748","Family Planning Providers"
"MI-005748","Ryan White Providers"
"MI-005749","Rural Health Clinics"
"MI-005750","Inpatient Hospitals (other than children's hospitals)"
"MI-005751","Family Planning Providers"
"MI-005751","Sexually Transmitted Disease Clinics"
"MI-005752","Federally Qualified Health Centers - Medical Services"
"MI-005753","Federally Qualified Health Centers - Medical Services"
"MI-005754","Rural Health Clinics"
"MI-005755","Federally Qualified Health Centers - Medical Services"
"MI-005756","Federally Qualified Health Centers - Medical Services"
"MI-005757","Federally Qualified Health Centers - Medical Services"
"MI-005758","Family Planning Providers"
"MI-005759","Federally Qualified Health Centers - Medical Services"
"MI-005760","Dental Providers"
"MI-005761","Dental Providers"
"MI-005761","Federally Qualified Health Centers - Medical Services"
"MI-005762","Family Planning Providers"
"MI-005762","Sexually Transmitted Disease Clinics"
"MI-005763","Community Mental Health Centers"
"MI-005763","Federally Qualified Health Centers - Medical Services"
"MI-005764","Federally Qualified Health Centers - Medical Services"
"MI-005765","Federally Qualified Health Centers - Medical Services"
"MI-005766","Dental Providers"
"MI-005766","Federally Qualified Health Centers - Medical Services"
"MI-005767","Family Planning Providers"
"MI-005768","Inpatient Hospitals (other than children's hospitals)"
"MI-005769","Rural Health Clinics"
"MI-005770","Dental Providers"
"MI-005770","Other ECP Providers"
"MI-005770","Tribal Health Program operated under P.L. 93-638"
"MI-005771","Family Planning Providers"
"MI-005772","Family Planning Providers"
"MI-005772","Sexually Transmitted Disease Clinics"
"MI-005773","Inpatient Hospitals (other than children's hospitals)"
"MI-005774","Family Planning Providers"
"MI-005774","Rural Health Clinics"
"MI-005774","Sexually Transmitted Disease Clinics"
"MI-005774","Tuberculosis Clinics"
"MI-005775","Rural Health Clinics"
"MI-005776","Other ECP Providers"
"MI-005777","Rural Health Clinics"
"MI-005778","Dental Providers"
"MI-005778","Federally Qualified Health Centers - Medical Services"
"MI-005778","Tribal Health Program operated under P.L. 93-638"
"MI-005779","Family Planning Providers"
"MI-005779","Sexually Transmitted Disease Clinics"
"MI-005780","Rural Health Clinics"
"MI-005781","Ryan White Providers"
"MI-005782","Rural Health Clinics"
"MI-005783","Rural Health Clinics"
"MI-005784","Rural Health Clinics"
"MI-005784","Tribal Health Program operated under P.L. 93-638"
"MI-005785","Inpatient Hospitals (other than children's hospitals)"
"MI-005786","Other ECP Providers"
"MI-005786","Rural Health Clinics"
"MI-005787","Federally Qualified Health Centers - Medical Services"
"MI-005788","Federally Qualified Health Centers - Medical Services"
"MI-005789","Rural Health Clinics"
"MI-005790","Family Planning Providers"
"MI-005790","Ryan White Providers"
"MI-005791","Rural Health Clinics"
"MI-005792","Family Planning Providers"
"MI-005792","Sexually Transmitted Disease Clinics"
"MI-005793","Rural Health Clinics"
"MI-005794","Rural Health Clinics"
"MI-005795","Community Mental Health Centers"
"MI-005795","Dental Providers"
"MI-005795","Federally Qualified Health Centers - Medical Services"
"MI-005796","Family Planning Providers"
"MI-005797","Rural Health Clinics"
"MI-005798","Family Planning Providers"
"MI-005799","Dental Providers"
"MI-005800","Community Mental Health Centers"
"MI-005800","Dental Providers"
"MI-005800","Federally Qualified Health Centers - Medical Services"
"MI-005801","Dental Providers"
"MI-005801","Federally Qualified Health Centers - Medical Services"
"MI-005802","Family Planning Providers"
"MI-005803","Federally Qualified Health Centers - Medical Services"
"MI-005804","Dental Providers"
"MI-005804","Federally Qualified Health Centers - Medical Services"
"MI-005805","Hemophilia Treatment Centers"
"MI-005806","Family Planning Providers"
"MI-005806","Sexually Transmitted Disease Clinics"
"MI-005807","Ryan White Providers"
"MI-005808","Family Planning Providers"
"MI-005809","Rural Health Clinics"
"MI-005810","Rural Health Clinics"
"MI-005811","Dental Providers"
"MI-005811","Federally Qualified Health Centers - Medical Services"
"MI-005812","Family Planning Providers"
"MI-005813","Family Planning Providers"
"MI-005814","Family Planning Providers"
"MI-005814","Sexually Transmitted Disease Clinics"
"MI-005815","Federally Qualified Health Centers - Medical Services"
"MI-005816","Dental Providers"
"MI-005817","Federally Qualified Health Centers - Medical Services"
"MI-005817","Ryan White Providers"
"MI-005818","Federally Qualified Health Centers - Medical Services"
"MI-005819","Community Mental Health Centers"
"MI-005819","Dental Providers"
"MI-005819","Federally Qualified Health Centers - Medical Services"
"MI-005819","Rural Health Clinics"
"MI-005819","Tribal Health Program operated under P.L. 93-638"
"MI-005820","Rural Health Clinics"
"MI-005821","Federally Qualified Health Centers - Medical Services"
"MI-005822","Federally Qualified Health Centers - Medical Services"
"MI-005823","Family Planning Providers"
"MI-005824","Rural Health Clinics"
"MI-005825","Dental Providers"
"MI-005825","Federally Qualified Health Centers - Medical Services"
"MI-005826","Family Planning Providers"
"MI-005827","Dental Providers"
"MI-005827","Federally Qualified Health Centers - Medical Services"
"MI-005828","Dental Providers"
"MI-005828","Other ECP Providers"
"MI-005828","Tribal Health Program operated under P.L. 93-638"
"MI-005829","Dental Providers"
"MI-005829","Federally Qualified Health Centers - Medical Services"
"MI-005830","Federally Qualified Health Centers - Medical Services"
"MI-005831","Inpatient Hospitals (other than children's hospitals)"
"MN-005832","Inpatient Hospitals (other than children's hospitals)"
"MN-005833","Rural Health Clinics"
"MN-005834","Rural Health Clinics"
"MN-005835","Inpatient Hospitals (other than children's hospitals)"
"MN-005836","Family Planning Providers"
"MN-005836","Sexually Transmitted Disease Clinics"
"MN-005837","Family Planning Providers"
"MN-005837","Sexually Transmitted Disease Clinics"
"MN-005838","Inpatient Hospitals (other than children's hospitals)"
"MN-005839","Rural Health Clinics"
"MN-005840","Outpatient Hospital Clinics"
"MN-005841","Outpatient Hospital Clinics"
"MN-005842","Inpatient Hospitals (other than children's hospitals)"
"MN-005843","Rural Health Clinics"
"MN-005844","Rural Health Clinics"
"MN-005845","Inpatient Hospitals (other than children's hospitals)"
"MN-005846","Outpatient Hospital Clinics"
"MN-005847","Outpatient Hospital Clinics"
"MN-005848","Inpatient Hospitals (other than children's hospitals)"
"MN-005849","Rural Health Clinics"
"MN-005850","Family Planning Providers"
"MN-005850","Sexually Transmitted Disease Clinics"
"MN-005851","Rural Health Clinics"
"MN-005852","Dental Providers"
"MN-005852","Federally Qualified Health Centers - Medical Services"
"MN-005853","Dental Providers"
"MN-005853","Federally Qualified Health Centers - Medical Services"
"MN-005854","Inpatient Hospitals (other than children's hospitals)"
"MN-005855","Outpatient Hospital Clinics"
"MN-005856","Rural Health Clinics"
"MN-005857","Inpatient Hospitals (other than children's hospitals)"
"MN-005858","Family Planning Providers"
"MN-005858","Sexually Transmitted Disease Clinics"
"MN-005859","Rural Health Clinics"
"MN-005860","Inpatient Hospitals (other than children's hospitals)"
"MN-005861","Inpatient Hospitals (other than children's hospitals)"
"MN-005862","Federally Qualified Health Centers - Medical Services"
"MN-005863","Dental Providers"
"MN-005863","Indian Health Service"
"MN-005863","Other ECP Providers"
"MN-005864","Rural Health Clinics"
"MN-005865","Dental Providers"
"MN-005866","Rural Health Clinics"
"MN-005867","Dental Providers"
"MN-005867","Other ECP Providers"
"MN-005867","Tribal Health Program operated under P.L. 93-638"
"MN-005868","Dental Providers"
"MN-005868","Federally Qualified Health Centers - Medical Services"
"MN-005869","Dental Providers"
"MN-005869","Federally Qualified Health Centers - Medical Services"
"MN-005870","Inpatient Hospitals (other than children's hospitals)"
"MN-005871","Dental Providers"
"MN-005872","Rural Health Clinics"
"MN-005873","Inpatient Hospitals (other than children's hospitals)"
"MN-005874","Outpatient Hospital Clinics"
"MN-005875","Rural Health Clinics"
"MN-005876","Inpatient Hospitals (other than children's hospitals)"
"MN-005877","Outpatient Hospital Clinics"
"MN-005878","Inpatient Hospitals (other than children's hospitals)"
"MN-005879","Inpatient Hospitals (other than children's hospitals)"
"MN-005880","Family Planning Providers"
"MN-005881","Family Planning Providers"
"MN-005881","Sexually Transmitted Disease Clinics"
"MN-005882","Inpatient Hospitals (other than children's hospitals)"
"MN-005883","Dental Providers"
"MN-005883","Federally Qualified Health Centers - Medical Services"
"MN-005884","Inpatient Hospitals (other than children's hospitals)"
"MN-005885","Family Planning Providers"
"MN-005885","Sexually Transmitted Disease Clinics"
"MN-005886","Inpatient Hospitals (other than children's hospitals)"
"MN-005887","Outpatient Hospital Clinics"
"MN-005888","Inpatient Hospitals (other than children's hospitals)"
"MN-005889","Outpatient Hospital Clinics"
"MN-005890","Outpatient Hospital Clinics"
"MN-005891","Inpatient Hospitals (other than children's hospitals)"
"MN-005892","Community Mental Health Centers"
"MN-005893","Family Planning Providers"
"MN-005894","Outpatient Hospital Clinics"
"MN-005895","Inpatient Hospitals (other than children's hospitals)"
"MN-005896","Outpatient Hospital Clinics"
"MN-005897","Rural Health Clinics"
"MN-005898","Dental Providers"
"MN-005898","Federally Qualified Health Centers - Medical Services"
"MN-005899","Dental Providers"
"MN-005899","Federally Qualified Health Centers - Medical Services"
"MN-005900","Inpatient Hospitals (other than children's hospitals)"
"MN-005901","Rural Health Clinics"
"MN-005902","Rural Health Clinics"
"MN-005903","Rural Health Clinics"
"MN-005904","Inpatient Hospitals (other than children's hospitals)"
"MN-005905","Inpatient Hospitals (other than children's hospitals)"
"MN-005906","Rural Health Clinics"
"MN-005907","Rural Health Clinics"
"MN-005908","Inpatient Hospitals (other than children's hospitals)"
"MN-005909","Federally Qualified Health Centers - Medical Services"
"MN-005910","Federally Qualified Health Centers - Medical Services"
"MN-005911","Family Planning Providers"
"MN-005911","Sexually Transmitted Disease Clinics"
"MN-005912","Rural Health Clinics"
"MN-005913","Rural Health Clinics"
"MN-005914","Inpatient Hospitals (other than children's hospitals)"
"MN-005915","Rural Health Clinics"
"MN-005916","Rural Health Clinics"
"MN-005917","Rural Health Clinics"
"MN-005918","Outpatient Hospital Clinics"
"MN-005919","Rural Health Clinics"
"MN-005920","Rural Health Clinics"
"MN-005921","Rural Health Clinics"
"MN-005922","Inpatient Hospitals (other than children's hospitals)"
"MN-005923","Rural Health Clinics"
"MN-005924","Other ECP Providers"
"MN-005925","Inpatient Hospitals (other than children's hospitals)"
"MN-005926","Family Planning Providers"
"MN-005926","Sexually Transmitted Disease Clinics"
"MN-005927","Family Planning Providers"
"MN-005928","Rural Health Clinics"
"MN-005929","Inpatient Hospitals (other than children's hospitals)"
"MN-005930","Rural Health Clinics"
"MN-005931","Rural Health Clinics"
"MN-005932","Inpatient Hospitals (other than children's hospitals)"
"MN-005933","Rural Health Clinics"
"MN-005934","Family Planning Providers"
"MN-005934","Sexually Transmitted Disease Clinics"
"MN-005935","Community Mental Health Centers"
"MN-005935","Dental Providers"
"MN-005935","Family Planning Providers"
"MN-005935","Federally Qualified Health Centers - Medical Services"
"MN-005936","Family Planning Providers"
"MN-005937","Community Mental Health Centers"
"MN-005938","Family Planning Providers"
"MN-005939","Rural Health Clinics"
"MN-005940","Rural Health Clinics"
"MN-005941","Family Planning Providers"
"MN-005941","Sexually Transmitted Disease Clinics"
"MN-005942","Community Mental Health Centers"
"MN-005942","Dental Providers"
"MN-005942","Federally Qualified Health Centers - Medical Services"
"MN-005943","Dental Providers"
"MN-005943","Family Planning Providers"
"MN-005943","Federally Qualified Health Centers - Medical Services"
"MN-005943","Urban Indian Health Program"
"MN-005944","Community Mental Health Centers"
"MN-005944","Other ECP Providers"
"MN-005944","Outpatient Hospital Clinics"
"MN-005944","Sexually Transmitted Disease Clinics"
"MN-005945","Community Mental Health Centers"
"MN-005945","Dental Providers"
"MN-005945","Family Planning Providers"
"MN-005945","Federally Qualified Health Centers - Medical Services"
"MN-005946","Children's Hospitals (inpatient only)"
"MN-005947","Federally Qualified Health Centers - Medical Services"
"MN-005951","Children's Hospitals (inpatient only)"
"MN-005954","Hemophilia Treatment Centers"
"MN-005954","Outpatient Hospital Clinics"
"MN-005955","Dental Providers"
"MN-005955","Federally Qualified Health Centers - Medical Services"
"MN-005956","Federally Qualified Health Centers - Medical Services"
"MN-005957","Federally Qualified Health Centers - Medical Services"
"MN-005958","Dental Providers"
"MN-005958","Federally Qualified Health Centers - Medical Services"
"MN-005959","Dental Providers"
"MN-005959","Federally Qualified Health Centers - Medical Services"
"MN-005960","Inpatient Hospitals (other than children's hospitals)"
"MN-005961","Dental Providers"
"MN-005962","Outpatient Hospital Clinics"
"MN-005962","Ryan White Providers"
"MN-005963","Inpatient Hospitals (other than children's hospitals)"
"MN-005964","Outpatient Hospital Clinics"
"MN-005965","Family Planning Providers"
"MN-005966","Dental Providers"
"MN-005967","Family Planning Providers"
"MN-005967","Sexually Transmitted Disease Clinics"
"MN-005968","Dental Providers"
"MN-005968","Federally Qualified Health Centers - Medical Services"
"MN-005969","Federally Qualified Health Centers - Medical Services"
"MN-005970","Family Planning Providers"
"MN-005971","Outpatient Hospital Clinics"
"MN-005972","Family Planning Providers"
"MN-005973","Rural Health Clinics"
"MN-005974","Inpatient Hospitals (other than children's hospitals)"
"MN-005975","Dental Providers"
"MN-005975","Federally Qualified Health Centers - Medical Services"
"MN-005976","Dental Providers"
"MN-005976","Indian Health Service"
"MN-005976","Outpatient Hospital Clinics"
"MN-005977","Rural Health Clinics"
"MN-005978","Inpatient Hospitals (other than children's hospitals)"
"MN-005979","Rural Health Clinics"
"MN-005980","Inpatient Hospitals (other than children's hospitals)"
"MN-005981","Rural Health Clinics"
"MN-005982","Dental Providers"
"MN-005982","Federally Qualified Health Centers - Medical Services"
"MN-005982","Tribal Health Program operated under P.L. 93-638"
"MN-005983","Family Planning Providers"
"MN-005984","Rural Health Clinics"
"MN-005985","Federally Qualified Health Centers - Medical Services"
"MN-005986","Inpatient Hospitals (other than children's hospitals)"
"MN-005987","Rural Health Clinics"
"MN-005988","Rural Health Clinics"
"MN-005989","Rural Health Clinics"
"MN-005990","Inpatient Hospitals (other than children's hospitals)"
"MN-005991","Family Planning Providers"
"MN-005992","Family Planning Providers"
"MN-005993","Indian Health Service"
"MN-005993","Inpatient Hospitals (other than children's hospitals)"
"MN-005994","Dental Providers"
"MN-005994","Federally Qualified Health Centers - Medical Services"
"MN-005994","Indian Health Service"
"MN-005994","Rural Health Clinics"
"MN-005995","Rural Health Clinics"
"MN-005996","Family Planning Providers"
"MN-005997","Family Planning Providers"
"MN-005997","Sexually Transmitted Disease Clinics"
"MN-005998","Family Planning Providers"
"MN-005998","Sexually Transmitted Disease Clinics"
"MN-005999","Federally Qualified Health Centers - Medical Services"
"MN-006000","Outpatient Hospital Clinics"
"MN-006001","Ryan White Providers"
"MN-006002","Family Planning Providers"
"MN-006002","Sexually Transmitted Disease Clinics"
"MN-006003","Community Mental Health Centers"
"MN-006003","Dental Providers"
"MN-006003","Family Planning Providers"
"MN-006003","Federally Qualified Health Centers - Medical Services"
"MN-006004","Community Mental Health Centers"
"MN-006004","Federally Qualified Health Centers - Medical Services"
"MN-006005","Dental Providers"
"MN-006005","Outpatient Hospital Clinics"
"MN-006006","Children's Hospitals (inpatient only)"
"MN-006007","Family Planning Providers"
"MN-006007","Federally Qualified Health Centers - Medical Services"
"MN-006008","Hemophilia Treatment Centers"
"MN-006008","Outpatient Hospital Clinics"
"MN-006009","Inpatient Hospitals (other than children's hospitals)"
"MN-006010","Children's Hospitals (inpatient only)"
"MN-006011","Hemophilia Treatment Centers"
"MN-006012","Family Planning Providers"
"MN-006012","Federally Qualified Health Centers - Medical Services"
"MN-006012","Sexually Transmitted Disease Clinics"
"MN-006013","Family Planning Providers"
"MN-006013","Sexually Transmitted Disease Clinics"
"MN-006014","Other ECP Providers"
"MN-006015","Inpatient Hospitals (other than children's hospitals)"
"MN-006016","Inpatient Hospitals (other than children's hospitals)"
"MN-006017","Rural Health Clinics"
"MN-006018","Rural Health Clinics"
"MN-006019","Rural Health Clinics"
"MN-006020","Inpatient Hospitals (other than children's hospitals)"
"MN-006021","Rural Health Clinics"
"MN-006022","Rural Health Clinics"
"MN-006023","Inpatient Hospitals (other than children's hospitals)"
"MN-006024","Hemophilia Treatment Centers"
"MN-006025","Inpatient Hospitals (other than children's hospitals)"
"MN-006026","Inpatient Hospitals (other than children's hospitals)"
"MN-006027","Federally Qualified Health Centers - Medical Services"
"MN-006028","Dental Providers"
"MN-006028","Federally Qualified Health Centers - Medical Services"
"MN-006029","Rural Health Clinics"
"MN-006030","Inpatient Hospitals (other than children's hospitals)"
"MN-006031","Rural Health Clinics"
"MN-006032","Rural Health Clinics"
"MN-006033","Rural Health Clinics"
"MN-006034","Family Planning Providers"
"MN-006034","Sexually Transmitted Disease Clinics"
"MN-006035","Inpatient Hospitals (other than children's hospitals)"
"MN-006036","Family Planning Providers"
"MN-006037","Rural Health Clinics"
"MN-006038","Inpatient Hospitals (other than children's hospitals)"
"MN-006039","Rural Health Clinics"
"MN-006040","Rural Health Clinics"
"MN-006041","Rural Health Clinics"
"MN-006042","Inpatient Hospitals (other than children's hospitals)"
"MN-006043","Rural Health Clinics"
"MN-006044","Rural Health Clinics"
"MN-006045","Inpatient Hospitals (other than children's hospitals)"
"MN-006046","Rural Health Clinics"
"MN-006047","Federally Qualified Health Centers - Medical Services"
"MN-006048","Family Planning Providers"
"MN-006048","Sexually Transmitted Disease Clinics"
"MN-006049","Inpatient Hospitals (other than children's hospitals)"
"MN-006050","Rural Health Clinics"
"MN-006051","Family Planning Providers"
"MN-006052","Inpatient Hospitals (other than children's hospitals)"
"MN-006053","Outpatient Hospital Clinics"
"MN-006054","Family Planning Providers"
"MN-006054","Sexually Transmitted Disease Clinics"
"MN-006055","Inpatient Hospitals (other than children's hospitals)"
"MN-006056","Federally Qualified Health Centers - Medical Services"
"MN-006057","Family Planning Providers"
"MO-006058","Rural Health Clinics"
"MO-006059","Dental Providers"
"MO-006059","Federally Qualified Health Centers - Medical Services"
"MO-006060","Rural Health Clinics"
"MO-006061","Family Planning Providers"
"MO-006062","Dental Providers"
"MO-006063","Federally Qualified Health Centers - Medical Services"
"MO-006064","Federally Qualified Health Centers - Medical Services"
"MO-006065","Family Planning Providers"
"MO-006065","Other ECP Providers"
"MO-006066","Rural Health Clinics"
"MO-006067","Family Planning Providers"
"MO-006067","Sexually Transmitted Disease Clinics"
"MO-006068","Federally Qualified Health Centers - Medical Services"
"MO-006069","Rural Health Clinics"
"MO-006070","Rural Health Clinics"
"MO-006071","Dental Providers"
"MO-006071","Federally Qualified Health Centers - Medical Services"
"MO-006072","Rural Health Clinics"
"MO-006073","Family Planning Providers"
"MO-006073","Other ECP Providers"
"MO-006074","Federally Qualified Health Centers - Medical Services"
"MO-006075","Dental Providers"
"MO-006075","Federally Qualified Health Centers - Medical Services"
"MO-006076","Dental Providers"
"MO-006076","Federally Qualified Health Centers - Medical Services"
"MO-006077","Rural Health Clinics"
