"state","report_years","years_max","base_population","category","subcategory","geo_unit","geography","measure_group","measure_value","indicator","estimate","confidence_level","confidence_value","order"
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","2-3 cans","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",18.4,"upper_CI",22.1,9993902
"Washington","2010",2010,"grade 3","all","total","state","Washington","caries","rampant","rampant caries",19,"lower_CI",16,6099
"Washington","2010",2010,"grade 3","all","total","state","Washington","caries","rampant","rampant caries",19,"upper_CI",22,9993900
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","drinks milk every day","state","North Dakota","caries","untreated","untreated caries",19.4,"lower_CI",17.2,6101
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","drinks milk every day","state","North Dakota","caries","untreated","untreated caries",19.4,"upper_CI",21.6,9993898
"South Dakota","2010",2010,"grade 3","child school lunch program enrollment or eligibility","eligible","state","South Dakota","caries","untreated","untreated caries",17.3,"lower_CI",12.9,6103
"South Dakota","2010",2010,"grade 3","child school lunch program enrollment or eligibility","eligible","state","South Dakota","caries","untreated","untreated caries",17.3,"upper_CI",21.6,9993896
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic Black yes frl","state","Mississippi","dental sealants","present","dental sealants",18.8,"lower_CI",16.1,6105
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic Black yes frl","state","Mississippi","dental sealants","present","dental sealants",18.8,"upper_CI",21.5,9993894
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","0-1 cans","state","North Dakota","caries","untreated","untreated caries",18.1,"lower_CI",14.9,6107
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","0-1 cans","state","North Dakota","caries","untreated","untreated caries",18.1,"upper_CI",21.3,9993892
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","drinks milk every day","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",19.1,"lower_CI",16.9,6109
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","drinks milk every day","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",19.1,"upper_CI",21.2,9993890
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","25 - 49%","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",18,"lower_CI",14.9,6111
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","25 - 49%","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",18,"upper_CI",21.2,9993888
"Ohio","2009-2010",2010,"grade 3","all","total","state","Ohio","treatment need","early or urgent","treatment need: early or urgent",18.8,"lower_CI",16.49,6113
"Ohio","2009-2010",2010,"grade 3","all","total","state","Ohio","treatment need","early or urgent","treatment need: early or urgent",18.8,"upper_CI",21.04,9993886
"Washington","2010",2010,"Kindergarten","language spoken at home","english","state","Washington","dental sealants","present","dental sealants",15,"lower_CI",10,6115
"Washington","2010",2010,"Kindergarten","language spoken at home","english","state","Washington","dental sealants","present","dental sealants",15,"upper_CI",21,9993884
"Mississippi","2009-2010",2010,"grade 3","insurance","private insurance","state","Mississippi","treatment need","early or urgent","treatment need: early or urgent",17.5,"lower_CI",14,6117
"Mississippi","2009-2010",2010,"grade 3","insurance","private insurance","state","Mississippi","treatment need","early or urgent","treatment need: early or urgent",17.5,"upper_CI",20.9,9993882
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","0-1 cans","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",17.4,"lower_CI",14.3,6119
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","0-1 cans","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",17.4,"upper_CI",20.5,9993880
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity","Non-Hispanic Black","state","Mississippi","dental sealants","present","dental sealants",17.9,"lower_CI",15.4,6121
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity","Non-Hispanic Black","state","Mississippi","dental sealants","present","dental sealants",17.9,"upper_CI",20.4,9993878
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","2-3 cans","state","North Dakota","treatment need","early","treatment need: early",16.8,"lower_CI",13.3,6123
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","2-3 cans","state","North Dakota","treatment need","early","treatment need: early",16.8,"upper_CI",20.4,9993876
"Ohio","2009-2010",2010,"grade 3","all","total","state","Ohio","caries","untreated","untreated caries",18.7,"lower_CI",17.05,6125
"Ohio","2009-2010",2010,"grade 3","all","total","state","Ohio","caries","untreated","untreated caries",18.7,"upper_CI",20.31,9993874
"North Dakota","2009-2010",2010,"grade 3","all","total","state","North Dakota","treatment need","early","treatment need: early",18.2,"lower_CI",16.3,6127
"North Dakota","2009-2010",2010,"grade 3","all","total","state","North Dakota","treatment need","early","treatment need: early",18.2,"upper_CI",20.2,9993872
"South Dakota","2010",2010,"grade 3","child school lunch program enrollment or eligibility","not eligible","state","South Dakota","treatment need","urgent","treatment need: urgent",14.4,"lower_CI",8.6,6129
"South Dakota","2010",2010,"grade 3","child school lunch program enrollment or eligibility","not eligible","state","South Dakota","treatment need","urgent","treatment need: urgent",14.4,"upper_CI",20.2,9993870
"Mississippi","2009-2010",2010,"grade 3","insurance","private insurance","state","Mississippi","caries","untreated","untreated caries",16.7,"lower_CI",13.3,6131
"Mississippi","2009-2010",2010,"grade 3","insurance","private insurance","state","Mississippi","caries","untreated","untreated caries",16.7,"upper_CI",20.1,9993868
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","brushed teeth today","state","North Dakota","caries","untreated","untreated caries",17.7,"lower_CI",15.4,6133
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","brushed teeth today","state","North Dakota","caries","untreated","untreated caries",17.7,"upper_CI",20,9993866
"South Dakota","2010",2010,"grade 3","child school lunch program enrollment or eligibility","eligible","state","South Dakota","treatment need","early","treatment need: early",15.8,"lower_CI",11.6,6135
"South Dakota","2010",2010,"grade 3","child school lunch program enrollment or eligibility","eligible","state","South Dakota","treatment need","early","treatment need: early",15.8,"upper_CI",20,9993864
"Washington","2010",2010,"Kindergarten","race / ethnicity","Non-Hispanic White","state","Washington","dental sealants","present","dental sealants",14,"lower_CI",9,6137
"Washington","2010",2010,"Kindergarten","race / ethnicity","Non-Hispanic White","state","Washington","dental sealants","present","dental sealants",14,"upper_CI",20,9993862
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","25 - 49%","state","North Dakota","treatment need","early","treatment need: early",16.9,"lower_CI",13.9,6139
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","25 - 49%","state","North Dakota","treatment need","early","treatment need: early",16.9,"upper_CI",19.9,9993860
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","drinks milk every day","state","North Dakota","treatment need","early","treatment need: early",17.5,"lower_CI",15.4,6141
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","drinks milk every day","state","North Dakota","treatment need","early","treatment need: early",17.5,"upper_CI",19.6,9993858
"South Dakota","2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","South Dakota","treatment need","early","treatment need: early",16,"lower_CI",12.4,6143
"South Dakota","2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","South Dakota","treatment need","early","treatment need: early",16,"upper_CI",19.6,9993856
"South Dakota","2010",2010,"grade 3","dental insurance","cash only","state","South Dakota","treatment need","urgent","treatment need: urgent",11.2,"lower_CI",2.7,6145
"South Dakota","2010",2010,"grade 3","dental insurance","cash only","state","South Dakota","treatment need","urgent","treatment need: urgent",11.2,"upper_CI",19.6,9993854
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","brushed teeth today","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",17.1,"lower_CI",14.8,6147
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","brushed teeth today","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",17.1,"upper_CI",19.4,9993852
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","4-5 cans","state","North Dakota","caries","rampant","rampant caries",16.1,"lower_CI",13,6149
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","4-5 cans","state","North Dakota","caries","rampant","rampant caries",16.1,"upper_CI",19.3,9993850
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","0-1 cans","state","North Dakota","treatment need","early","treatment need: early",16.2,"lower_CI",13.1,6151
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","0-1 cans","state","North Dakota","treatment need","early","treatment need: early",16.2,"upper_CI",19.2,9993848
"South Dakota","2010",2010,"grade 3","dental insurance","private dental insurance","state","South Dakota","treatment need","early","treatment need: early",14.5,"lower_CI",9.8,6153
"South Dakota","2010",2010,"grade 3","dental insurance","private dental insurance","state","South Dakota","treatment need","early","treatment need: early",14.5,"upper_CI",19.2,9993846
"Washington","2010",2010,"grade 3","language spoken at home","english","state","Washington","caries","rampant","rampant caries",16,"lower_CI",14,6155
"Washington","2010",2010,"grade 3","language spoken at home","english","state","Washington","caries","rampant","rampant caries",16,"upper_CI",19,9993844
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","North Dakota","caries","untreated","untreated caries",16.8,"lower_CI",14.6,6157
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","North Dakota","caries","untreated","untreated caries",16.8,"upper_CI",18.9,9993842
"Mississippi","2009-2010",2010,"grade 3","child school lunch program enrollment or eligibility","not eligible","state","Mississippi","treatment need","early or urgent","treatment need: early or urgent",15.5,"lower_CI",12.1,6159
"Mississippi","2009-2010",2010,"grade 3","child school lunch program enrollment or eligibility","not eligible","state","Mississippi","treatment need","early or urgent","treatment need: early or urgent",15.5,"upper_CI",18.8,9993840
"Mississippi","2009-2010",2010,"grade 3","child school lunch program enrollment or eligibility","not eligible","state","Mississippi","caries","untreated","untreated caries",15.4,"lower_CI",12,6161
"Mississippi","2009-2010",2010,"grade 3","child school lunch program enrollment or eligibility","not eligible","state","Mississippi","caries","untreated","untreated caries",15.4,"upper_CI",18.7,9993838
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",16.3,"lower_CI",14.2,6163
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",16.3,"upper_CI",18.4,9993836
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","brushed teeth today","state","North Dakota","treatment need","early","treatment need: early",15.9,"lower_CI",13.6,6165
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","brushed teeth today","state","North Dakota","treatment need","early","treatment need: early",15.9,"upper_CI",18.1,9993834
"Washington","2010",2010,"grade 3","all","total","state","Washington","caries","untreated","untreated caries",15,"lower_CI",13,6167
"Washington","2010",2010,"grade 3","all","total","state","Washington","caries","untreated","untreated caries",15,"upper_CI",18,9993832
"Washington","2010",2010,"grade 3","race / ethnicity","Non-Hispanic White","state","Washington","caries","rampant","rampant caries",15,"lower_CI",12,6169
"Washington","2010",2010,"grade 3","race / ethnicity","Non-Hispanic White","state","Washington","caries","rampant","rampant caries",15,"upper_CI",18,9993830
"Washington","2010",2010,"Kindergarten","all","total","state","Washington","caries","rampant","rampant caries",15,"lower_CI",12,6171
"Washington","2010",2010,"Kindergarten","all","total","state","Washington","caries","rampant","rampant caries",15,"upper_CI",18,9993828
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","< 25%","state","North Dakota","caries","untreated","untreated caries",14.8,"lower_CI",11.8,6173
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","< 25%","state","North Dakota","caries","untreated","untreated caries",14.8,"upper_CI",17.7,9993826
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic White no frl","state","Mississippi","treatment need","early or urgent","treatment need: early or urgent",14,"lower_CI",10.4,6175
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic White no frl","state","Mississippi","treatment need","early or urgent","treatment need: early or urgent",14,"upper_CI",17.6,9993824
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","< 25%","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",14.6,"lower_CI",11.6,6177
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","< 25%","state","North Dakota","treatment need","early or urgent","treatment need: early or urgent",14.6,"upper_CI",17.5,9993822
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic White no frl","state","Mississippi","caries","untreated","untreated caries",13.9,"lower_CI",10.3,6179
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic White no frl","state","Mississippi","caries","untreated","untreated caries",13.9,"upper_CI",17.5,9993820
"South Dakota","2010",2010,"grade 3","race / ethnicity","American Indian","state","South Dakota","treatment need","urgent","treatment need: urgent",11,"lower_CI",5.1,6181
"South Dakota","2010",2010,"grade 3","race / ethnicity","American Indian","state","South Dakota","treatment need","urgent","treatment need: urgent",11,"upper_CI",16.9,9993818
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","other minorities","state","North Dakota","caries","rampant","rampant caries",10.6,"lower_CI",4.3,6183
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","other minorities","state","North Dakota","caries","rampant","rampant caries",10.6,"upper_CI",16.9,9993816
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","North Dakota","treatment need","early","treatment need: early",14.7,"lower_CI",12.7,6185
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","North Dakota","treatment need","early","treatment need: early",14.7,"upper_CI",16.8,9993814
"Mississippi","2009-2010",2010,"grade 3","insurance","no insurance","state","Mississippi","dental sealants","present","dental sealants",12.3,"lower_CI",7.9,6187
"Mississippi","2009-2010",2010,"grade 3","insurance","no insurance","state","Mississippi","dental sealants","present","dental sealants",12.3,"upper_CI",16.8,9993812
"South Dakota","2010",2010,"grade 3","school percent participation in school lunch program","< 20%","state","South Dakota","treatment need","early","treatment need: early",10.9,"lower_CI",5,6189
"South Dakota","2010",2010,"grade 3","school percent participation in school lunch program","< 20%","state","South Dakota","treatment need","early","treatment need: early",10.9,"upper_CI",16.8,9993810
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","< 25%","state","North Dakota","treatment need","early","treatment need: early",13.3,"lower_CI",10.5,6191
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","< 25%","state","North Dakota","treatment need","early","treatment need: early",13.3,"upper_CI",16.1,9993808
"Washington","2010",2010,"Kindergarten","all","total","state","Washington","caries","untreated","untreated caries",14,"lower_CI",12,6193
"Washington","2010",2010,"Kindergarten","all","total","state","Washington","caries","untreated","untreated caries",14,"upper_CI",16,9993806
"Washington","2010",2010,"Kindergarten","language spoken at home","english","state","Washington","caries","rampant","rampant caries",13,"lower_CI",10,6195
"Washington","2010",2010,"Kindergarten","language spoken at home","english","state","Washington","caries","rampant","rampant caries",13,"upper_CI",16,9993804
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","did not brush teeth today","state","North Dakota","caries","rampant","rampant caries",12.6,"lower_CI",9.6,6197
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","did not brush teeth today","state","North Dakota","caries","rampant","rampant caries",12.6,"upper_CI",15.6,9993802
"Washington","2010",2010,"grade 3","all","total","state","Washington","treatment need","early","treatment need: early",13,"lower_CI",11,6199
"Washington","2010",2010,"grade 3","all","total","state","Washington","treatment need","early","treatment need: early",13,"upper_CI",15,9993800
"South Dakota","2010",2010,"grade 3","school percent participation in school lunch program","< 20%","state","South Dakota","caries","untreated","untreated caries",9.2,"lower_CI",3.7,6201
"South Dakota","2010",2010,"grade 3","school percent participation in school lunch program","< 20%","state","South Dakota","caries","untreated","untreated caries",9.2,"upper_CI",14.8,9993798
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","25 - 49%","state","North Dakota","caries","rampant","rampant caries",11.9,"lower_CI",9.1,6203
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","25 - 49%","state","North Dakota","caries","rampant","rampant caries",11.9,"upper_CI",14.6,9993796
"South Dakota","2010",2010,"grade 3","dental insurance","government dental insurance","state","South Dakota","treatment need","urgent","treatment need: urgent",9.4,"lower_CI",4.6,6205
"South Dakota","2010",2010,"grade 3","dental insurance","government dental insurance","state","South Dakota","treatment need","urgent","treatment need: urgent",9.4,"upper_CI",14.3,9993794
"Washington","2010",2010,"Kindergarten","language spoken at home","english","state","Washington","caries","untreated","untreated caries",12,"lower_CI",11,6207
"Washington","2010",2010,"Kindergarten","language spoken at home","english","state","Washington","caries","untreated","untreated caries",12,"upper_CI",14,9993792
"Washington","2010",2010,"Kindergarten","all","total","state","Washington","treatment need","early","treatment need: early",12,"lower_CI",11,6209
"Washington","2010",2010,"Kindergarten","all","total","state","Washington","treatment need","early","treatment need: early",12,"upper_CI",14,9993790
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","2-3 cans","state","North Dakota","caries","rampant","rampant caries",10.5,"lower_CI",7.5,6211
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","2-3 cans","state","North Dakota","caries","rampant","rampant caries",10.5,"upper_CI",13.4,9993788
"North Dakota","2009-2010",2010,"grade 3","all","total","state","North Dakota","caries","rampant","rampant caries",11.6,"lower_CI",10,6213
"North Dakota","2009-2010",2010,"grade 3","all","total","state","North Dakota","caries","rampant","rampant caries",11.6,"upper_CI",13.3,9993786
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","brushed teeth today","state","North Dakota","caries","rampant","rampant caries",11.2,"lower_CI",9.3,6215
"North Dakota","2009-2010",2010,"grade 3","brushing frequency","brushed teeth today","state","North Dakota","caries","rampant","rampant caries",11.2,"upper_CI",13.2,9993784
"Washington","2010",2010,"grade 3","language spoken at home","english","state","Washington","caries","untreated","untreated caries",11,"lower_CI",9,6217
"Washington","2010",2010,"grade 3","language spoken at home","english","state","Washington","caries","untreated","untreated caries",11,"upper_CI",13,9993782
"Washington","2010",2010,"Kindergarten","child school lunch program enrollment or eligibility","not eligible","state","Washington","caries","untreated","untreated caries",11,"lower_CI",9,6219
"Washington","2010",2010,"Kindergarten","child school lunch program enrollment or eligibility","not eligible","state","Washington","caries","untreated","untreated caries",11,"upper_CI",13,9993780
"Washington","2010",2010,"Kindergarten","language spoken at home","english","state","Washington","treatment need","early","treatment need: early",11,"lower_CI",9,6221
"Washington","2010",2010,"Kindergarten","language spoken at home","english","state","Washington","treatment need","early","treatment need: early",11,"upper_CI",13,9993778
"Washington","2010",2010,"Kindergarten","race / ethnicity","Non-Hispanic White","state","Washington","caries","rampant","rampant caries",10,"lower_CI",8,6223
"Washington","2010",2010,"Kindergarten","race / ethnicity","Non-Hispanic White","state","Washington","caries","rampant","rampant caries",10,"upper_CI",13,9993776
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","drinks milk every day","state","North Dakota","caries","rampant","rampant caries",10.4,"lower_CI",8.7,6225
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","drinks milk every day","state","North Dakota","caries","rampant","rampant caries",10.4,"upper_CI",12.1,9993774
"Washington","2010",2010,"Kindergarten","race / ethnicity","Non-Hispanic White","state","Washington","caries","untreated","untreated caries",11,"lower_CI",9,6227
"Washington","2010",2010,"Kindergarten","race / ethnicity","Non-Hispanic White","state","Washington","caries","untreated","untreated caries",11,"upper_CI",12,9993772
"Washington","2010",2010,"grade 3","race / ethnicity","Non-Hispanic White","state","Washington","caries","untreated","untreated caries",10,"lower_CI",9,6229
"Washington","2010",2010,"grade 3","race / ethnicity","Non-Hispanic White","state","Washington","caries","untreated","untreated caries",10,"upper_CI",12,9993770
"Washington","2010",2010,"Kindergarten","child school lunch program enrollment or eligibility","not eligible","state","Washington","treatment need","early","treatment need: early",10,"lower_CI",8,6231
"Washington","2010",2010,"Kindergarten","child school lunch program enrollment or eligibility","not eligible","state","Washington","treatment need","early","treatment need: early",10,"upper_CI",12,9993768
"Mississippi","2009-2010",2010,"grade 3","insurance","no insurance","state","Mississippi","treatment need","urgent","treatment need: urgent",8.3,"lower_CI",4.7,6233
"Mississippi","2009-2010",2010,"grade 3","insurance","no insurance","state","Mississippi","treatment need","urgent","treatment need: urgent",8.3,"upper_CI",11.9,9993766
"Mississippi","2009-2010",2010,"grade 3","last dental visit","no visit in last year","state","Mississippi","dental sealants","present","dental sealants",9.1,"lower_CI",6.5,6235
"Mississippi","2009-2010",2010,"grade 3","last dental visit","no visit in last year","state","Mississippi","dental sealants","present","dental sealants",9.1,"upper_CI",11.7,9993764
"South Dakota","2010",2010,"grade 3","all","total","state","South Dakota","treatment need","urgent","treatment need: urgent",8.3,"lower_CI",5.5,6237
"South Dakota","2010",2010,"grade 3","all","total","state","South Dakota","treatment need","urgent","treatment need: urgent",8.3,"upper_CI",11.2,9993762
"Washington","2010",2010,"grade 3","language spoken at home","english","state","Washington","treatment need","early","treatment need: early",10,"lower_CI",8,6239
"Washington","2010",2010,"grade 3","language spoken at home","english","state","Washington","treatment need","early","treatment need: early",10,"upper_CI",11,9993760
"Washington","2010",2010,"Kindergarten","race / ethnicity","Non-Hispanic White","state","Washington","treatment need","early","treatment need: early",9,"lower_CI",8,6241
"Washington","2010",2010,"Kindergarten","race / ethnicity","Non-Hispanic White","state","Washington","treatment need","early","treatment need: early",9,"upper_CI",11,9993758
"Washington","2010",2010,"grade 3","race / ethnicity","Non-Hispanic White","state","Washington","treatment need","early","treatment need: early",9,"lower_CI",7,6243
"Washington","2010",2010,"grade 3","race / ethnicity","Non-Hispanic White","state","Washington","treatment need","early","treatment need: early",9,"upper_CI",11,9993756
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","0-1 cans","state","North Dakota","caries","rampant","rampant caries",8.3,"lower_CI",5.8,6245
"North Dakota","2009-2010",2010,"grade 3","daily servings of sugary beverage","0-1 cans","state","North Dakota","caries","rampant","rampant caries",8.3,"upper_CI",10.7,9993754
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","North Dakota","caries","rampant","rampant caries",8.6,"lower_CI",6.9,6247
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","North Dakota","caries","rampant","rampant caries",8.6,"upper_CI",10.2,9993752
"Mississippi","2009-2010",2010,"grade 3","last dental visit","no visit in last year","state","Mississippi","treatment need","urgent","treatment need: urgent",7.7,"lower_CI",5.2,6249
"Mississippi","2009-2010",2010,"grade 3","last dental visit","no visit in last year","state","Mississippi","treatment need","urgent","treatment need: urgent",7.7,"upper_CI",10.1,9993750
"Washington","2010",2010,"Kindergarten","child school lunch program enrollment or eligibility","not eligible","state","Washington","caries","rampant","rampant caries",7,"lower_CI",5,6251
"Washington","2010",2010,"Kindergarten","child school lunch program enrollment or eligibility","not eligible","state","Washington","caries","rampant","rampant caries",7,"upper_CI",10,9993748
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic Black yes frl","state","Mississippi","treatment need","urgent","treatment need: urgent",8,"lower_CI",6.1,6253
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic Black yes frl","state","Mississippi","treatment need","urgent","treatment need: urgent",8,"upper_CI",9.9,9993746
"South Dakota","2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","South Dakota","treatment need","urgent","treatment need: urgent",6.5,"lower_CI",3.2,6255
"South Dakota","2010",2010,"grade 3","race / ethnicity","White non-Hispanic","state","South Dakota","treatment need","urgent","treatment need: urgent",6.5,"upper_CI",9.9,9993744
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity","Non-Hispanic Black","state","Mississippi","treatment need","urgent","treatment need: urgent",7.9,"lower_CI",6.1,6257
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity","Non-Hispanic Black","state","Mississippi","treatment need","urgent","treatment need: urgent",7.9,"upper_CI",9.7,9993742
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","other minorities","state","North Dakota","treatment need","urgent","treatment need: urgent",4.4,"lower_CI",0.1,6259
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","other minorities","state","North Dakota","treatment need","urgent","treatment need: urgent",4.4,"upper_CI",8.7,9993740
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","< 25%","state","North Dakota","caries","rampant","rampant caries",5.8,"lower_CI",3.8,6261
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","< 25%","state","North Dakota","caries","rampant","rampant caries",5.8,"upper_CI",7.8,9993738
"Mississippi","2009-2010",2010,"grade 3","child school lunch program enrollment or eligibility","eligible","state","Mississippi","treatment need","urgent","treatment need: urgent",6.3,"lower_CI",5,6263
"Mississippi","2009-2010",2010,"grade 3","child school lunch program enrollment or eligibility","eligible","state","Mississippi","treatment need","urgent","treatment need: urgent",6.3,"upper_CI",7.6,9993736
"South Dakota","2010",2010,"grade 3","school percent participation in school lunch program","< 20%","state","South Dakota","treatment need","urgent","treatment need: urgent",4.5,"lower_CI",1.7,6265
"South Dakota","2010",2010,"grade 3","school percent participation in school lunch program","< 20%","state","South Dakota","treatment need","urgent","treatment need: urgent",4.5,"upper_CI",7.4,9993734
"Mississippi","2009-2010",2010,"grade 3","insurance","medicaid/chip","state","Mississippi","treatment need","urgent","treatment need: urgent",5.9,"lower_CI",4.4,6267
"Mississippi","2009-2010",2010,"grade 3","insurance","medicaid/chip","state","Mississippi","treatment need","urgent","treatment need: urgent",5.9,"upper_CI",7.3,9993732
"Washington","2010",2010,"Kindergarten","all","total","state","Washington","dental sealants","present","dental sealants",5,"lower_CI",4,6269
"Washington","2010",2010,"Kindergarten","all","total","state","Washington","dental sealants","present","dental sealants",5,"upper_CI",7,9993730
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","does not drink milk every day","state","North Dakota","treatment need","urgent","treatment need: urgent",4.1,"lower_CI",1.4,6271
"North Dakota","2009-2010",2010,"grade 3","frequency of milk consumption","does not drink milk every day","state","North Dakota","treatment need","urgent","treatment need: urgent",4.1,"upper_CI",6.7,9993728
"South Dakota","2010",2010,"grade 3","dental insurance","private dental insurance","state","South Dakota","treatment need","urgent","treatment need: urgent",3.6,"lower_CI",0.5,6273
"South Dakota","2010",2010,"grade 3","dental insurance","private dental insurance","state","South Dakota","treatment need","urgent","treatment need: urgent",3.6,"upper_CI",6.6,9993726
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","> 50%","state","North Dakota","treatment need","urgent","treatment need: urgent",4.1,"lower_CI",2,6275
"North Dakota","2009-2010",2010,"grade 3","school percent participation in school lunch program","> 50%","state","North Dakota","treatment need","urgent","treatment need: urgent",4.1,"upper_CI",6.1,9993724
"Mississippi","2009-2010",2010,"grade 3","all","total","state","Mississippi","treatment need","urgent","treatment need: urgent",4.8,"lower_CI",3.8,6277
"Mississippi","2009-2010",2010,"grade 3","all","total","state","Mississippi","treatment need","urgent","treatment need: urgent",4.8,"upper_CI",5.8,9993722
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic White yes frl","state","Mississippi","treatment need","urgent","treatment need: urgent",3.7,"lower_CI",1.9,6279
"Mississippi","2009-2010",2010,"grade 3","race / ethnicity + school lunch status","Non-Hispanic White yes frl","state","Mississippi","treatment need","urgent","treatment need: urgent",3.7,"upper_CI",5.5,9993720
"North Dakota","2009-2010",2010,"grade 3","race / ethnicity","American Indian","state","North Dakota","treatment need","urgent","treatment need: urgent",3.1,"lower_CI",0.8,6281
