PWS_ID,state,water_system_id,PWS_name,county,population,fluorided_status,fluoride_conc
MO-3010767,MO,3010767,STOVER,Morgan ,1592,No,0
MO-3010771,MO,3010771,STURGEON,Boone ,856,Yes,1.54
MO-3010783,MO,3010783,SYRACUSE,Morgan ,169,No,0
MO-3010791,MO,3010791,TIPTON,Moniteau ,3201,Yes,0.7
MO-3010819,MO,3010819,VERSAILLES,Morgan ,2419,Yes,0.7
MO-3010822,MO,3010822,VIENNA,Maries ,599,No,0
MO-3010831,MO,3010831,WARDSVILLE,Cole ,1478,No,0
MO-3010835,MO,3010835,WARSAW,Benton ,2090,Yes,0.7
MO-3010841,MO,3010841,WAYNESVILLE,Pulaski ,5102,Yes,0.7
MO-3010887,MO,3010887,NEWBURG,Phelps ,416,No,0
MO-3010904,MO,3010904,FRANKENSTEIN,Osage ,123,No,0
MO-3011121,MO,3011121,RHINELAND,Montgomery ,167,No,0
MO-3011346,MO,3011346,OSAGE BEACH WEST,Miller ,1707,Yes,0.7
MO-3011367,MO,3011367,OSAGE BEACH EAST,Camden ,2562,Yes,0.7
MO-3021138,MO,3021138,MARIES CO PWSD #1 -     NORTH,Maries ,442,No,0
MO-3021236,MO,3021236,MARIES CO PWSD #1 -     SOUTH,Maries ,196,No,0
MO-3021326,MO,3021326,MONTGOMERY CO PWSD #1 JONESBURG,Warren ,294,Yes,1.98
MO-3021332,MO,3021332,PETTIS/JOHNSON/SALINE PWSD 1,Pettis ,981,No,0
MO-3021377,MO,3021377,CAMDEN CO PWSD 4,Camden ,5397,Yes,0.7
MO-3024052,MO,3024052,BOONE CO PWSD #4,Boone ,6334,Yes,1.17
MO-3024055,MO,3024055,BOONE CO CONS PWSD #1,Boone ,21096,No,0
MO-3024058,MO,3024058,BOONE CO PWSD #9,Boone ,11971,Yes,0.66
MO-3024059,MO,3024059,BOONE CO PWSD #10,Boone ,4538,Yes,1.54
MO-3024084,MO,3024084,CALLAWAY CO PWSD #1,Callaway ,9655,No,0.2
MO-3024085,MO,3024085,CALLAWAY CO PWSD #2,Callaway ,12834,Yes,0.95
MO-3024090,MO,3024090,CAMDEN CO PWSD #1,Camden ,1143,No,0
MO-3024091,MO,3024091,CAMDEN CO PWSD #2,Camden ,1374,No,0
MO-3024159,MO,3024159,COLE CO PWSD #1,Cole ,12167,Yes,0.7
MO-3024160,MO,3024160,COLE CO PWSD #2,Cole ,12363,Yes,0.7
MO-3024162,MO,3024162,COLE CO PWSD #3,Cole ,1840,No,0
MO-3024163,MO,3024163,COLE CO PWSD #4,Cole ,7426,Yes,0.7
MO-3024164,MO,3024164,COLE CO PWSD #5,Cole ,255,No,0
MO-3024169,MO,3024169,COOPER CO PWSD #1,Cooper ,551,Yes,0.69
MO-3024170,MO,3024170,COOPER CO PWSD #2,Cooper ,2405,Yes,0.7
MO-3024395,MO,3024395,MONITEAU CO PWSD #1,Moniteau ,199,No,0
MO-3024396,MO,3024396,MONITEAU CO PWSD #2,Moniteau ,1300,Yes,0.7
MO-3024413,MO,3024413,LAURIE WATER DEPARTMENT,Morgan ,940,No,0
MO-3024437,MO,3024437,OSAGE CO PWSD #1,Osage ,1177,No,0
MO-3024438,MO,3024438,OSAGE CO PWSD #2-NORTH,Osage ,692,No,0
MO-3024439,MO,3024439,OSAGE CO PWSD #3,Osage ,1104,No,0
MO-3024440,MO,3024440,OSAGE CO PWSD #4,Osage ,351,No,0
MO-3024441,MO,3024441,OSAGE CO PWSD #2-SOUTH,Osage ,459,No,0
MO-3024465,MO,3024465,PHELPS CO PWSD #1,Phelps ,785,No,0
MO-3024466,MO,3024466,PHELPS CO PWSD #2-NORTH,Phelps ,513,Yes,0.7
MO-3024467,MO,3024467,PHELPS CO PWSD #2-SOUTH,Phelps ,1735,Yes,0.7
MO-3024490,MO,3024490,PULASKI CO PWSD #1,Pulaski ,4415,Yes,0.7
MO-3024491,MO,3024491,PULASKI CO PWSD #2,Pulaski ,7256,No,0
MO-3024492,MO,3024492,PULASKI CO PWSD #3,Pulaski ,1077,Yes,0.7
MO-3030474,MO,3030474,ROBYN POINT,Camden ,71,No,0
MO-3030981,MO,3030981,MINNOWBROOK ESTATES,Camden ,74,No,0
MO-3031089,MO,3031089,OSAGE HIGHLANDS,Camden ,196,No,0
MO-3031118,MO,3031118,"LAKESIDE COMMUNITY, INC.",Phelps ,196,No,0
MO-3031133,MO,3031133,ARROW RIDGE SHORES,Camden ,123,No,0
MO-3031161,MO,3031161,LAKEVIEW ESTATES SUBD,Morgan ,88,No,0
MO-3031167,MO,3031167,BLACK FOREST SUBDIVISION,Warren ,49,No,0
MO-3031183,MO,3031183,LAKE CARMEL,Cole ,121,No,0
MO-3031198,MO,3031198,OLD KINDERHOOK COMMUNITY,Laclede ,564,No,0
MO-3031201,MO,3031201,FOUR SEASONS WATER &    SEWER,Camden ,1668,No,0
MO-3031207,MO,3031207,HIDDEN OAKS ESTATES,Camden ,49,No,0
MO-3031208,MO,3031208,"MAKALU ESTATES, OWC",Camden ,74,No,0
MO-3031211,MO,3031211,SUGAR TREE CLUB,Phelps ,65,No,0
MO-3031220,MO,3031220,SEVEN TRAILS WEST SUBD,Camden ,427,No,0
MO-3031232,MO,3031232,CROSS CREEK SUBDIVISION,Camden ,49,No,0
MO-3031234,MO,3031234,VISIONS CONDOMINIUMS,Laclede ,239,No,0
MO-3031242,MO,3031242,SERENITY BAY SUBD,Camden ,64,No,0
MO-3031244,MO,3031244,CHELSEA ROSE SUBD - OWC,Camden ,77,No,0
MO-3031246,MO,3031246,MARTIN SUBDIVISION,Maries ,28,No,0
MO-3031257,MO,3031257,SUMMER PLACE ON THE LAKE,Laclede ,98,No,0
MO-3031259,MO,3031259,STILLWATER SUBDIVISION,Morgan ,29,No,0
MO-3031261,MO,3031261,PONDEROSA SUBDIVISION,Camden ,25,No,0
MO-3031262,MO,3031262,MOCKINGBIRD BEACH SUBDIVISION,Camden ,39,No,0
MO-3031265,MO,3031265,BIG ISLAND SUBDIVISION,Camden ,172,No,0
MO-3031267,MO,3031267,ECHO VALLEY SUBDIVISION,Camden ,172,No,0
MO-3031279,MO,3031279,ST TROPEZ SUBDIVISION,Miller ,74,No,0
MO-3031280,MO,3031280,SYLVAN BAY SUBDIVISION,Miller ,74,No,0
MO-3031287,MO,3031287,GLAIZE GLENMEADOWS SUBD,Miller ,59,No,0
MO-3031290,MO,3031290,CIMARRON BAY SUBDIVISION  OWC,Laclede ,157,No,0
MO-3031293,MO,3031293,GASCONY VILLAGE,Warren ,167,No,0
MO-3031297,MO,3031297,ST MORITZ ON THE LAKE,Miller ,25,No,0
MO-3031299,MO,3031299,GOLDEN GLADE WATER SYSTEM,Camden ,49,No,0
MO-3031301,MO,3031301,RED FIELD SUBDIVISION,Miller ,59,No,0
MO-3031307,MO,3031307,EAGLE ROCK SUBDIVISION,Laclede ,36,No,0
MO-3031317,MO,3031317,LAKE NORTHWOODS UTILITY INC,Gasconade ,26,No,0
MO-3031321,MO,3031321,DOCS RETREAT UNIT #1,St. Clair ,103,No,0
MO-3031322,MO,3031322,SPRING BRANCH SUBD,Taney ,471,No,0
MO-3031333,MO,3031333,BIG BEAR ESTATES,Morgan ,93,No,0
MO-3031336,MO,3031336,EVERGREEN CONDOMINIUMS,Morgan ,49,No,0
MO-3031338,MO,3031338,JOHNSON BAY SUBDIVISION,Wright ,130,No,0
MO-3031349,MO,3031349,PENINSULA SUBD,Miller ,74,No,0
MO-3031358,MO,3031358,MORGAN CO PWSD #2,Morgan ,1177,No,0
MO-3031364,MO,3031364,LAKE RIDGE BAY,Benton ,118,No,0.15
MO-3031365,MO,3031365,TIMBERLAKE MASTER ASSOCIATION INC,Morgan ,294,No,0.23
MO-3031366,MO,3031366,SUN VALLEY SUBDIVISION,Wright ,167,No,0
MO-3031381,MO,3031381,OAK HILL FOREST SUBDIVISION,Miller ,25,No,0.1
MO-3031383,MO,3031383,CAMDEN CO PWSD #5- CEDAR HEIGHTS HOA,Camden ,476,No,0.1
MO-3036018,MO,3036018,LOOKOUT POINT SUBD,Miller ,78,No,0
MO-3036033,MO,3036033,HIGHWAY H DEVELOPMENT,Pulaski ,8978,No,0
MO-3036043,MO,3036043,HICKORY HILLS WATER &   SEWER,Moniteau ,123,No,0
MO-3036050,MO,3036050,KK WATER SUPPLY,Camden ,2453,No,0
MO-3036065,MO,3036065,SOUTHERN HILLS WATER CO,Pettis ,141,No,0
MO-3036066,MO,3036066,SOUTHWOOD ACRES SUBD,Pettis ,34,No,0
MO-3036078,MO,3036078,FOXHEAD SHORES,Camden ,131,No,0
MO-3036099,MO,3036099,LAKEWOOD HEIGHTS SUBD,Pettis ,39,No,0
MO-3036103,MO,3036103,BLACKHAWK ESTATES,Camden ,98,No,0
MO-3036105,MO,3036105,MONSEES LAKE ESTATES,Pettis ,157,No,0
MO-3036113,MO,3036113,WHITEBRANCH SUBD,Benton ,424,No,0
MO-3036121,MO,3036121,WINEGARS TEAL BEND SUBD,Benton ,392,No,0
MO-3036122,MO,3036122,HIGH POINT ESTATES,Pulaski ,196,No,0
MO-3036123,MO,3036123,BLUE BRANCH IMPROVEMENT ASSOC,Benton ,196,No,0
MO-3036127,MO,3036127,SYCAMORE VALLEY SUBD,Benton ,298,No,0
MO-3036131,MO,3036131,MAPLEWOOD SUBDIVISION,Pettis ,981,No,0
MO-3036133,MO,3036133,POM OSA HEIGHT SUBD,Benton ,121,No,0
MO-3036137,MO,3036137,COOLBROOK COMMUNITY WELL ASSOC,Phelps ,39,No,0
MO-3036151,MO,3036151,WHISPERING PINES SUBD,Phelps ,147,No,0
MO-3036153,MO,3036153,BON GOR LAKE ESTATES,Boone ,442,Yes,1.03
MO-3036155,MO,3036155,LAKESIDE ESTATES SUBD,Phelps ,76,No,0
MO-3036157,MO,3036157,OZARK SHORES WATER CO.,Camden ,3532,Yes,0.7
MO-3036166,MO,3036166,KEITHLEY BEACH SUBD,Benton ,235,No,0
MO-3036175,MO,3036175,FAWN VALLEY ESTATES,Camden ,147,No,0
MO-3036179,MO,3036179,SOUTHGATE SUBDIVISION,Pettis ,212,No,0
MO-3036183,MO,3036183,CAMELOT UTILITIES CO,Camden ,118,No,0
MO-3036220,MO,3036220,OSAGE WATER COMPANY,Camden ,123,No,0
MO-3036234,MO,3036234,HIDDEN HILLS ESTATES,Pettis ,59,Yes,0.89
MO-3036251,MO,3036251,WHISPERING HILLS SUBD,Camden ,186,No,0
MO-3036260,MO,3036260,COLE TURKEY ACRES,Benton ,147,No,0
MO-3036354,MO,3036354,HAWK ISLAND ESTATES,Camden ,147,No,0
MO-3040761,MO,3040761,LAKE HILLS MH/RV PARK,Benton ,39,No,0
MO-3040960,MO,3040960,TIMBERLAKE VILLAGE MHP,Camden ,25,No,0
MO-3041122,MO,3041122,COUNTRY MEADOWS ESTATES,Camden ,40,No,0
MO-3041171,MO,3041171,ZWANZIG MHP,Morgan ,44,No,0
MO-3041238,MO,3041238,HATTON HILLS MHP,Callaway ,69,No,0.3
MO-3041361,MO,3041361,COUNTRY ACRES MOBILE HOME PARK,Benton ,39,No,0
MO-3048037,MO,3048037,CHIMNEY LAKEVIEW TRAILER PARK,Pulaski ,25,No,0
MO-3048043,MO,3048043,DOUBLE M MOBILE COACH   RANCH,Benton ,46,No,0
MO-3048044,MO,3048044,HILLCREST MHP,Pettis ,98,No,0
MO-3048097,MO,3048097,DOOLITTLE MHP,Miller ,98,No,0
MO-3048118,MO,3048118,NORTHWYE MHP,Phelps ,54,No,0
MO-3048122,MO,3048122,SHADY LANE TRAILER PARK,Phelps ,47,No,0
MO-3048123,MO,3048123,STATELY MANSION MOBILE  VILLA,Phelps ,98,No,0
MO-3048124,MO,3048124,TANGLEWOOD MOBILE COURT,Phelps ,88,No,0
MO-3048125,MO,3048125,ALTA VISTA MOBILE VILLA,Phelps ,59,No,0
MO-3048127,MO,3048127,WOODCREST MHP,Phelps ,191,No,0
MO-3048141,MO,3048141,SOUTHWAY TERRACE MHP,Camden ,74,No,0
MO-3048155,MO,3048155,MISSOURI UTILITIES,Pettis ,151,No,0
MO-3048243,MO,3048243,EAGLE MHP,Miller ,29,No,0
MO-3048254,MO,3048254,CRESTVIEW MHP,Pettis ,71,No,0
MO-3048263,MO,3048263,SCOTCHMAN PLACE,Callaway ,56,Yes,1.24
MO-3048277,MO,3048277,PALACE LANE ESTATES,Miller ,118,No,0
MO-3048289,MO,3048289,MEADOWLARK ACRES MHP,Pettis ,34,No,0
MO-3048994,MO,3048994,NEW CHRISTIAN LIFE      FELLOW,Callaway ,44,Yes,1.35
MO-3060800,MO,3060800,CEDAR KNOLL HOME,Phelps ,27,No,0
MO-3069001,MO,3069001,UNIVERSITY OF MISSOURI  COLUMB,Boone ,34342,Yes,1.29
MO-3069003,MO,3069003,RIVERVIEW NURSING CENTER,Callaway ,29,Yes,0.66
MO-3069008,MO,3069008,CENTRAL MO CORRECTIONAL CENTER,Cole ,30,Yes,0.67
MO-3069010,MO,3069010,MILLER COUNTY NURSING   HOME,Miller ,177,No,0
MO-3069013,MO,3069013,BOYS AND GIRLS TOWN OF  MISSOU,Phelps ,196,No,0
MO-3069014,MO,3069014,FERNDALE RESIDENTIAL    CARE I,Phelps ,34,No,0
MO-3069089,MO,3069089,STONEY RIDGE VILLAGE,Pettis ,53,Yes,0.67
MO-3071205,MO,3071205,CEDAR GLEN CONDOMINIUMS,Camden ,525,No,0.1
MO-3071239,MO,3071239,KEYSTONE VILLAGE CONDOS,Miller ,25,No,0
MO-3079500,MO,3079500,FORT LEONARD WOOD,Pulaski ,33360,Yes,0.7
MO-3079510,MO,3079510,BROOKVIEW APARTMENTS,Miller ,177,No,0
MO-3079511,MO,3079511,COURTYARD APARTMENTS,Camden ,94,No,0.1
MO-3079537,MO,3079537,OSAGE RIDGE APTS,Miller ,147,No,0
MO-3152178,MO,3152178,MISSOURI STATE CAPITOL,Cole ,3042,No,0
MO-3172556,MO,3172556,"HEAVENS VIEW, INC",Texas ,25,No,0
MO-3180610,MO,3180610,KINGSFORD MANUFACTURING CO,Maries ,118,No,0.1
MO-3180619,MO,3180619,BURGERS OZARK COUNTRY CURED HAMS,Moniteau ,196,No,0.21
MO-3180628,MO,3180628,ALCAN PRODUCTS CORP,Pettis ,196,No,0
MO-3180637,MO,3180637,RICHLAND DIVERSIFIED INDUSTRY,Camden ,39,No,0.1
MO-3180838,MO,3180838,TYSON FOODS INC,Pettis ,1962,No,0.59
MO-3181615,MO,3181615,DIAMOND PET FOODS,Osage ,29,No,0.1
MO-3182434,MO,3182434,CRAWFORD ELECTRIC COOP,Crawford ,61,No,0.11
MO-3190706,MO,3190706,LAZY DAYS CONDOMINIUM,Camden ,562,No,0.1
MO-3210020,MO,3210020,SEIBERT LIVING TRUST,Morgan ,49,No,0
MO-3238042,MO,3238042,OSAGE BEACH HARBOR SUBD,Miller ,226,No,0
MO-3240282,MO,3240282,ASSEMBLY OF GOD CAMP,Morgan ,932,No,0
MO-3242162,MO,3242162,WILDWOOD LOT OWNERS ASSOCIATION,Callaway ,111,Yes,1.35
MO-3242220,MO,3242220,WINDERMERE BAPTIST ASSEMBLY,Camden ,1128,No,0
MO-3242570,MO,3242570,THE LAST RESORT CAMPGROUND,Benton ,147,No,0.1
MO-3248217,MO,3248217,HAPPY ACRES TRAILER PARK,Pettis ,54,No,0.41
MO-3250943,MO,3250943,WATERSERV #3,Miller ,70,No,0
MO-3252255,MO,3252255,THE KNOLLS,Camden ,711,No,0.1
MO-3252288,MO,3252288,STERETT CREEK VILLAGE,St. Clair ,245,No,0
MO-3262156,MO,3262156,HIDDEN VALLEY MHP,Benton ,59,No,0
MO-3280530,MO,3280530,LAKE REGIONAL HEALTH SYSTEM,Camden ,589,No,0.25
MO-3282326,MO,3282326,PARK PLACE MASTER ASSN,Miller ,535,No,0
MO-3301350,MO,3301350,FOUNTAIN LANDING CONDOS,Miller ,25,No,0
MO-3302314,MO,3302314,BEACH CLUB CONDO ASSN,Miller ,51,No,0
MO-3302411,MO,3302411,BLUFF VIEW APARTMENTS,Pulaski ,31,No,0
MO-3302557,MO,3302557,CLEARWATER BEACH CONDOMINIUMS,Morgan ,540,No,0
MO-4010002,MO,4010002,ADVANCE,Stoddard ,1322,Yes,0.7
MO-4010003,MO,4010003,CALEDONIA,Washington ,128,No,0
MO-4010011,MO,4010011,ALTENBURG,Perry ,349,No,0
MO-4010012,MO,4010012,ALTON,Oregon ,1079,No,0
MO-4010017,MO,4010017,ANNAPOLIS,Iron ,339,No,0
MO-4010018,MO,4010018,ANNISTON,Mississippi ,172,Yes,0.7
MO-4010022,MO,4010022,ARBYRD,Dunklin ,499,No,0
MO-4010023,MO,4010023,ARCADIA,Iron ,592,No,0
MO-4010052,MO,4010052,BELL CITY,Stoddard ,433,No,0
MO-4010062,MO,4010062,BENTON,Scott ,1076,No,0
MO-4010066,MO,4010066,BERNIE,Stoddard ,1892,Yes,0.7
MO-4010067,MO,4010067,BERTRAND,Mississippi ,806,No,0
MO-4010072,MO,4010072,BIRCH TREE,Shannon ,760,No,0
MO-4010073,MO,4010073,BISMARCK,St. Francois ,1423,No,0
MO-4010078,MO,4010078,BLOOMFIELD,Stoddard ,1962,Yes,0.7
MO-4010079,MO,4010079,BLOOMSDALE,Ste. Genevieve ,511,No,0
MO-4010087,MO,4010087,BONNE TERRE,St. Francois ,3925,No,0
MO-4010120,MO,4010120,CABOOL,Texas ,2092,Yes,0.7
MO-4010132,MO,4010132,CAMPBELL,Dunklin ,2198,Yes,0.78
MO-4010136,MO,4010136,CAPE GIRARDEAU,Cape Girardeau ,38883,Yes,0.7
MO-4010137,MO,4010137,CARDWELL,Dunklin ,700,No,0
MO-4010143,MO,4010143,CARUTHERSVILLE,Pemiscot ,5985,Yes,0.7
MO-4010151,MO,4010151,CENTERVILLE,Reynolds ,196,No,0
MO-4010154,MO,4010154,CHAFFEE,Scott ,2895,Yes,0.7
MO-4010160,MO,4010160,CHARLESTON,Mississippi ,5102,Yes,0.7
MO-4010170,MO,4010170,CLARKTON,Dunklin ,1177,No,0
MO-4010211,MO,4010211,DELTA,Cape Girardeau ,624,No,0
MO-4010216,MO,4010216,DEXTER,Stoddard ,7653,Yes,0.7
MO-4010221,MO,4010221,DONIPHAN,Ripley ,1962,No,0
MO-4010226,MO,4010226,DUDLEY,Stoddard ,226,No,0
MO-4010235,MO,4010235,EAST PRAIRIE,Mississippi ,3116,Yes,0.7
MO-4010243,MO,4010243,ELLINGTON,Reynolds ,967,No,0
MO-4010246,MO,4010246,ELLSINORE,Carter ,589,No,0
MO-4010253,MO,4010253,EMINENCE,Shannon ,594,No,0
MO-4010255,MO,4010255,ESSEX,Stoddard ,465,Yes,1.16
MO-4010270,MO,4010270,FARMINGTON,St. Francois ,18987,Yes,0.7
MO-4010278,MO,4010278,FISK,Butler ,343,Yes,0.7
MO-4010279,MO,4010279,PARK HILLS,St. Francois ,8405,Yes,0.7
MO-4010290,MO,4010290,FREDERICKTOWN,Madison ,3999,Yes,0.7
MO-4010293,MO,4010293,FROHNA,Perry ,343,No,0
MO-4010304,MO,4010304,GIDEON,New Madrid ,1031,No,0
MO-4010322,MO,4010322,GRANDIN,Carter ,238,No,0
MO-4010354,MO,4010354,HAYTI,Pemiscot ,2884,Yes,0.7
MO-4010370,MO,4010370,HOLCOMB,Dunklin ,687,No,0
MO-4010372,MO,4010372,HOLLAND,Pemiscot ,235,No,0
MO-4010379,MO,4010379,HORNERSVILLE,Dunklin ,615,No,0
MO-4010382,MO,4010382,HOUSTON,Texas ,2042,Yes,0.7
MO-4010402,MO,4010402,IRONTON,Iron ,1423,Yes,0.7
MO-4010404,MO,4010404,JACKSON,Cape Girardeau ,14115,Yes,0.7
MO-4010417,MO,4010417,KENNETT,Dunklin ,11284,Yes,0.7
MO-4010422,MO,4010422,LEOPOLD,Bollinger ,143,No,0
MO-4010434,MO,4010434,KOSHKONONG,Oregon ,235,No,0
MO-4010456,MO,4010456,LEADWOOD,St. Francois ,1276,No,0
MO-4010467,MO,4010467,LICKING,Texas ,3065,No,0
MO-4010468,MO,4010468,LILBOURN,New Madrid ,1276,Yes,0.7
MO-4010483,MO,4010483,MARBLE HILL SOUTH,Bollinger ,906,Yes,0.7
MO-4010490,MO,4010490,MALDEN,Dunklin ,3988,No,0
MO-4010496,MO,4010496,MARBLE HILL NORTH,Bollinger ,852,Yes,0.7
MO-4010501,MO,4010501,MARQUAND,Madison ,196,No,0
MO-4010504,MO,4010504,MARSTON,New Madrid ,589,No,0
MO-4010509,MO,4010509,MATTHEWS,New Madrid ,613,Yes,0.7
MO-4010527,MO,4010527,MILL SPRING,Wayne ,185,Yes,0.7
MO-4010531,MO,4010531,MINER,Scott ,944,Yes,0.7
MO-4010543,MO,4010543,MOREHOUSE,New Madrid ,954,No,0.12
MO-4010551,MO,4010551,MOUNTAIN VIEW,Howell ,2739,No,0
MO-4010557,MO,4010557,NAYLOR,Ripley ,599,No,0
MO-4010570,MO,4010570,NEW MADRID,New Madrid ,3057,Yes,0.7
MO-4010604,MO,4010604,ORAN,Scott ,1270,No,0
MO-4010626,MO,4010626,PARMA,New Madrid ,662,No,0
MO-4010636,MO,4010636,PERRYVILLE,Perry ,8297,Yes,0.7
MO-4010640,MO,4010640,PIEDMONT,Wayne ,2675,Yes,0.7
MO-4010643,MO,4010643,PILOT KNOB,Iron ,732,Yes,1
MO-4010656,MO,4010656,POPLAR BLUFF,Butler ,16941,Yes,0.7
MO-4010658,MO,4010658,PORTAGEVILLE,New Madrid ,3189,Yes,0.7
MO-4010668,MO,4010668,PUXICO,Stoddard ,883,No,0
MO-4010670,MO,4010670,QULIN,Butler ,442,No,0
MO-4010674,MO,4010674,RAYMONDVILLE,Texas ,357,No,0
MO-4010689,MO,4010689,RISCO,New Madrid ,245,No,0
MO-4010701,MO,4010701,ROCKY RIDGE RANCH,Ste. Genevieve ,442,No,0
MO-4010710,MO,4010710,STE GENEVIEVE,Ste. Genevieve ,4366,No,0.2
MO-4010718,MO,4010718,ST MARYS,Ste. Genevieve ,353,No,0
MO-4010721,MO,4010721,SALEM,Dent ,4793,No,0
MO-4010726,MO,4010726,SCOTT CITY,Scott ,4479,Yes,0.7
MO-4010729,MO,4010729,SEDGEWICKVILLE,Bollinger ,227,No,0
MO-4010732,MO,4010732,SENATH,Dunklin ,1734,No,0
MO-4010743,MO,4010743,SIKESTON,Scott ,16085,Yes,0.7
MO-4010758,MO,4010758,STEELE,Pemiscot ,2159,Yes,0.7
MO-4010777,MO,4010777,SUMMERSVILLE,Texas ,493,No,0
MO-4010788,MO,4010788,THAYER,Oregon ,2201,No,0
MO-4010811,MO,4010811,VAN BUREN,Carter ,804,Yes,0.7
MO-4010814,MO,4010814,VANDUSER,Scott ,292,No,0
MO-4010821,MO,4010821,VIBURNUM,Iron ,827,No,0
MO-4010830,MO,4010830,WARDELL,Pemiscot ,468,No,0
MO-4010853,MO,4010853,WEST PLAINS,Howell ,11774,No,0.04
MO-4010861,MO,4010861,WILLIAMSVILLE,Wayne ,336,No,0
MO-4010862,MO,4010862,WILLOW SPRINGS,Howell ,2144,No,0
MO-4010867,MO,4010867,WINONA,Shannon ,1310,Yes,0.7
MO-4010876,MO,4010876,WYATT,Mississippi ,420,No,0
MO-4010883,MO,4010883,BUNKER,Dent ,399,No,0
MO-4010885,MO,4010885,COOTER,Pemiscot ,441,Yes,0.7
MO-4010924,MO,4010924,KELSO,Scott ,907,No,0
MO-4010945,MO,4010945,MORLEY,Scott ,684,No,0
MO-4010959,MO,4010959,HAYTI HEIGHTS,Pemiscot ,727,Yes,0.7
MO-4010971,MO,4010971,HAYWOOD CITY,Scott ,196,No,0
MO-4010993,MO,4010993,NEELYVILLE,Butler ,474,Yes,0.7
MO-4011123,MO,4011123,MINERAL POINT,Washington ,352,No,0
MO-4011158,MO,4011158,WHITEWATER/ALLENVILLE,Cape Girardeau ,224,No,0
MO-4011179,MO,4011179,BLODGETT,Scott ,209,No,0.08
MO-4020601,MO,4020601,PILOT KNOB RURAL WATER  DIST #,Iron ,625,Yes,1
MO-4021083,MO,4021083,SCOTT CO PWSD #1,Scott ,682,Yes,0.7
MO-4021151,MO,4021151,SCOTT CO PWSD #2,Scott ,540,Yes,0.7
MO-4021164,MO,4021164,HOWELL CO PWSD #3,Howell ,1962,No,0
MO-4021178,MO,4021178,MISSISSIPPI CO PWSD #1,Mississippi ,2463,No,0
MO-4021260,MO,4021260,SCOTT CO PWSD #3,Scott ,172,Yes,0.7
MO-4021310,MO,4021310,WAYNE CO PWSD #2,Wayne ,981,No,0
MO-4021311,MO,4021311,WAYNE & BUTLER CO PWSD #4,Wayne ,1472,No,0
MO-4021370,MO,4021370,BUTLER CO PWSD #104,Stoddard ,497,Yes,0.7
MO-4021376,MO,4021376,HOWELL-OREGON #2 WEST,Shannon ,934,No,0
MO-4021384,MO,4021384,WAYNE CO PWSD #3,Wayne ,282,Yes,0.7
MO-4024070,MO,4024070,BUTLER CO PWSD #1-EAST,Butler ,10793,No,0
MO-4024071,MO,4024071,BUTLER CO. PWSD #2,Butler ,1573,No,0
MO-4024072,MO,4024072,BUTLER CO PWSD #3,Butler ,2551,Yes,0.7
MO-4024096,MO,4024096,CAPE-PERRY CO PWSD #1   SOUTH,Cape Girardeau ,9389,No,0
MO-4024097,MO,4024097,CAPE GIRARDEAU PWSD #2,Cape Girardeau ,2308,No,0
MO-4024100,MO,4024100,CAPE GIRARDEAU CO PWSD  #4,Cape Girardeau ,1545,No,0
MO-4024108,MO,4024108,CARTER CO PWSD #1,Carter ,432,No,0
MO-4024109,MO,4024109,CARTER CO PWSD #2,Carter ,98,No,0
MO-4024196,MO,4024196,DENT CO PWSD #1,Dent ,1030,No,0
MO-4024206,MO,4024206,DUNKLIN CO PWSD #1,Dunklin ,4219,No,0
MO-4024207,MO,4024207,DUNKLIN CO PWSD #2,Dunklin ,3042,No,0
MO-4024208,MO,4024208,DUNKLIN CO PWSD #3-NORTH,Dunklin ,130,No,0
MO-4024209,MO,4024209,DUNKLIN CO PWSD #3-SOUTH,Dunklin ,1472,No,0
MO-4024264,MO,4024264,HOWELL CO PWSD #1,Howell ,824,No,0
MO-4024266,MO,4024266,HOWELL-OREGON CO PWSD #2-SOUTH,Howell ,161,No,0
MO-4024267,MO,4024267,HOWELL-OREGON PWSD #2   NORTH,Howell ,1890,No,0
MO-4024368,MO,4024368,MADISON CO PWSD #1-NORTH,Madison ,1902,No,0
MO-4024369,MO,4024369,MADISON CO PWSD #1-SOUTH,Madison ,257,No,0
MO-4024415,MO,4024415,NEW MADRID CO PWSD #1,New Madrid ,557,Yes,0.7
MO-4024416,MO,4024416,NEW MADRID CO PWSD #2,New Madrid ,589,Yes,0.7
MO-4024418,MO,4024418,NEW MADRID CO PWSD #4,New Madrid ,412,Yes,0.7
MO-4024419,MO,4024419,NEW MADRID CO PWSD #5,New Madrid ,1864,Yes,0.7
MO-4024432,MO,4024432,OREGON CO PWSD #1,Oregon ,883,No,0
MO-4024433,MO,4024433,OREGON CO PWSD #2,Oregon ,124,No,0
MO-4024448,MO,4024448,PEMISCOT CO CON PWSD #1,Pemiscot ,5232,Yes,0.7
MO-4024455,MO,4024455,PERRY CO PWSD #1,Perry ,1933,Yes,0.7
MO-4024456,MO,4024456,PERRY CO PWSD #2,Perry ,687,Yes,0.7
MO-4024516,MO,4024516,REYNOLDS CO PWSD #1,Reynolds ,392,No,0
MO-4024521,MO,4024521,RIPLEY CO PWSD #1 - EAST,Ripley ,2061,No,0
MO-4024522,MO,4024522,RIPLEY CO PWSD #1 - WEST,Ripley ,785,No,0
MO-4024523,MO,4024523,RIPLEY CO PWSD #2,Ripley ,2576,No,0
