data_id,table_2019_benchmark,table_actual,base_population,ages,ages_min,indicator_specific,indicator_abbr,indicator_short,tooth_location,dentition_set,category,subcategory,years,statistic,estimate_value,estimate_SE,lower_CI,upper_CI
11591,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,sex,female,1999 - 2004,mean,29.8,4.57,20.8428,38.7572
11592,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,sex,female,1999 - 2004,mean,68.9,4.59,59.9036,77.8964
11593,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,sex,female,1999 - 2004,mean,3.4,0.09,3.2236,3.5764
11594,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,sex,female,1999 - 2004,percent,22.9,1.31,20.3324,25.4676
11595,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,sex,female,1999 - 2004,percent,32.4,1.86,28.7544,36.0456
11596,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,sex,female,1999 - 2004,percent,7.9,1.13,5.6852,10.1148
11597,t11,t11,ages 6-11,6-11,6,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,sex,male,1999 - 2004,mean,0.6,0.09,0.4236,0.7764
11598,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,sex,male,1999 - 2004,mean,,,,
11599,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,sex,male,1999 - 2004,mean,1.8,0.09,1.6236,1.9764
11600,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,sex,male,1999 - 2004,mean,1.8,0.09,1.6236,1.9764
11601,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,sex,male,1999 - 2004,mean,0,0.01,0,0.0196
11602,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,sex,male,1999 - 2004,mean,,,,
11603,t11,t11,ages 6-11,6-11,6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,sex,male,1999 - 2004,mean,1.9,0.09,1.7236,2.0764
11604,t11,t11,ages 6-11,6-11,6,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,sex,male,1999 - 2004,mean,1.3,0.1,1.104,1.496
11605,t11,t11,ages 6-11,6-11,6,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,sex,male,1999 - 2004,mean,,,,
11606,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,sex,male,1999 - 2004,mean,3.2,0.07,3.0628,3.3372
11607,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,sex,male,1999 - 2004,mean,,,,
11608,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,sex,male,1999 - 2004,mean,,,,
11609,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,sex,male,1999 - 2004,mean,37,5.45,26.318,47.682
11610,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,sex,male,1999 - 2004,mean,61.9,5.45,51.218,72.582
11611,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,sex,male,1999 - 2004,mean,3.3,0.08,3.1432,3.4568
11612,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,sex,male,1999 - 2004,percent,19.5,1.23,17.0892,21.9108
11613,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,sex,male,1999 - 2004,percent,28.8,2.1,24.684,32.916
11614,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,sex,male,1999 - 2004,percent,7.5,1.02,5.5008,9.4992
11615,t11,t11,ages 6-11,6-11,6,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,sex,female,2011 - 2016,mean,0.6,0.06,0.4824,0.7176
11616,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,sex,female,2011 - 2016,mean,,,,
11617,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,sex,female,2011 - 2016,mean,1.9,0.09,1.7236,2.0764
11618,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,sex,female,2011 - 2016,mean,1.9,0.09,1.7236,2.0764
11619,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,sex,female,2011 - 2016,mean,0.1,0.02,0.0608,0.1392
11620,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,sex,female,2011 - 2016,mean,,,,
11621,t11,t11,ages 6-11,6-11,6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,sex,female,2011 - 2016,mean,2.1,0.07,1.9628,2.2372
11622,t11,t11,ages 6-11,6-11,6,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,sex,female,2011 - 2016,mean,1.5,0.09,1.3236,1.6764
11623,t11,t11,ages 6-11,6-11,6,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,sex,female,2011 - 2016,mean,,,,
11624,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,sex,female,2011 - 2016,mean,3.4,0.07,3.2628,3.5372
11625,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,sex,female,2011 - 2016,mean,0.2,0.04,0.1216,0.2784
11626,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,sex,female,2011 - 2016,mean,0.5,0.1,0.304,0.696
11627,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,sex,female,2011 - 2016,mean,30.5,3.44,23.7576,37.2424
11628,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,sex,female,2011 - 2016,mean,68.3,3.41,61.6164,74.9836
11629,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,sex,female,2011 - 2016,mean,3.6,0.08,3.4432,3.7568
11630,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,sex,female,2011 - 2016,percent,19,1.33,16.3932,21.6068
11631,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,sex,female,2011 - 2016,percent,42.9,1.68,39.6072,46.1928
11632,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,sex,female,2011 - 2016,percent,5.5,0.61,4.3044,6.6956
11633,t11,t11,ages 6-11,6-11,6,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,sex,male,2011 - 2016,mean,0.5,0.05,0.402,0.598
11634,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth",DMFT,# DMFT anteriors of those with DMFT,anteriors,permanent teeth,sex,male,2011 - 2016,mean,,,,
11635,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth",DMFT,# DMFT first molars of those with DMFT,first molars,permanent teeth,sex,male,2011 - 2016,mean,1.8,0.1,1.604,1.996
11636,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth",DMFT,# DMFT any molars of those with DMFT,any molars,permanent teeth,sex,male,2011 - 2016,mean,1.9,0.1,1.704,2.096
11637,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth",DMFT,# DMFT premolars of those with DMFT ,premolars,permanent teeth,sex,male,2011 - 2016,mean,0,0.01,0,0.0196
11638,t13,t13,ages 6-11,6-11,6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth",DMFT,# DMFT secondary molars of those with DMFT,secondary molars,permanent teeth,sex,male,2011 - 2016,mean,0,0.01,0,0.0196
11639,t11,t11,ages 6-11,6-11,6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,sex,male,2011 - 2016,mean,2.2,0.11,1.9844,2.4156
11640,t11,t11,ages 6-11,6-11,6,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,sex,male,2011 - 2016,mean,1.6,0.1,1.404,1.796
11641,t11,t11,ages 6-11,6-11,6,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,sex,male,2011 - 2016,mean,,,,
11642,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,sex,male,2011 - 2016,mean,3.3,0.06,3.1824,3.4176
11643,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,sex,male,2011 - 2016,mean,0.3,0.08,0.1432,0.4568
11644,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,sex,male,2011 - 2016,mean,0.6,0.12,0.3648,0.8352
11645,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,sex,male,2011 - 2016,mean,25.6,3.19,19.3476,31.8524
11646,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,sex,male,2011 - 2016,mean,73,3.18,66.7672,79.2328
11647,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,sex,male,2011 - 2016,mean,3.6,0.08,3.4432,3.7568
11648,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,sex,male,2011 - 2016,percent,15.6,1.16,13.3264,17.8736
11649,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,sex,male,2011 - 2016,percent,40.4,1.68,37.1072,43.6928
11650,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,sex,male,2011 - 2016,percent,4.9,0.53,3.8612,5.9388
11400,t11,t11,ages 6-11,6-11,6,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,,,,
11401,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,3.3,0.07,3.1628,3.4372
11402,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,0.4,0.08,0.2432,0.5568
11403,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,0.7,0.14,0.4256,0.9744
11404,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,3.6,0.1,3.404,3.796
11405,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,percent,24.6,1.91,20.8564,28.3436
11406,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,percent,37.8,2.02,33.8408,41.7592
11407,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,percent,8.1,0.81,6.5124,9.6876
11408,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,31.1,3.77,23.7108,38.4892
11409,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),< 100% FPL,2011 - 2016,mean,67,3.96,59.2384,74.7616
11410,t11,t11,ages 6-11,6-11,6,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,0.5,0.11,0.2844,0.7156
11411,t11,t11,ages 6-11,6-11,6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,2,0.11,1.7844,2.2156
11412,t11,t11,ages 6-11,6-11,6,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,1.5,0.14,1.2256,1.7744
11413,t11,t11,ages 6-11,6-11,6,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,,,,
11414,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,3.5,0.07,3.3628,3.6372
11415,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,,,,
11416,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,0.5,0.12,0.2648,0.7352
11417,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,3.6,0.09,3.4236,3.7764
11418,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,percent,12,1.1,9.844,14.156
11419,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,percent,44.9,1.99,40.9996,48.8004
11420,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,26.5,5.7,15.328,37.672
11421,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,mean,73.2,5.82,61.7928,84.6072
11422,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),≥ 200% FPL,2011 - 2016,percent,3.5,0.54,2.4416,4.5584
11423,t11,t11,ages 6-11,6-11,6,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,0.5,0.11,0.2844,0.7156
11424,t11,t11,ages 6-11,6-11,6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,2.2,0.1,2.004,2.396
11425,t11,t11,ages 6-11,6-11,6,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,1.6,0.11,1.3844,1.8156
11426,t11,t11,ages 6-11,6-11,6,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,,,,
11427,t21,t21,ages 6-11,6-11,6,mean number of sealed first molars of those with dental sealants,sealed,# sealed first molars if have sealants,first molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,3.2,0.08,3.0432,3.3568
11428,t21,t21,ages 6-11,6-11,6,mean number of sealed premolars of those with dental sealants,sealed,# sealed premolars if have sealants,premolars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,0.3,0.09,0.1236,0.4764
11429,t21,t21,ages 6-11,6-11,6,mean number of sealed secondary molars of those with dental sealants,sealed,# sealed secondary molars if have sealants,secondary molars,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,0.8,0.19,0.4276,1.1724
11430,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,21.7,3.63,14.5852,28.8148
11431,t12,t12,ages 6-11,6-11,6,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,76.5,3.45,69.738,83.262
11432,t20,t20,ages 6-11,6-11,6,mean number of teeth with dental sealants of those with dental dental sealants,sealants,# sealants if have sealant,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,mean,3.5,0.11,3.2844,3.7156
11433,t09,t09,ages 6-11,6-11,6,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,percent,19.3,1.67,16.0268,22.5732
11434,t19,t19,ages 6-11,6-11,6,prevalence of dental sealants,sealants,prevalence of sealants,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,percent,40,2.48,35.1392,44.8608
11435,t10,t10,ages 6-11,6-11,6,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,poverty status (3 levels),100% -- 199% FPL,2011 - 2016,percent,5.6,1.06,3.5224,7.6776
11024,t25,t40,ages 20-64,50-64,50,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,age (years),50 -- 64,1988 - 1994,percent,95.85,0.57,94.7328,96.9672
11031,t25,t25,ages 20-64,50-64,50,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,percent,95.6,0.38,94.8552,96.3448
11038,t25,t25,ages 20-64,50-64,50,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,percent,96.4,0.35,95.714,97.086
11176,t33,t47,ages 20-64,50-64,50,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,age (years),50 -- 64,1988 - 1994,percent,17.49,1.11,15.3144,19.6656
11177,t34,t46,ages 20-64,50-64,50,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,age (years),50 -- 64,1988 - 1994,mean,20.39,0.22,19.9588,20.8212
11179,t26,t41,ages 20-64,50-64,50,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,age (years),50 -- 64,1988 - 1994,percent,25.9,1.68,22.6072,29.1928
11180,t34,t34,ages 20-64,50-64,50,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,mean,22.2,0.22,21.7688,22.6312
11182,t26,t26,ages 20-64,50-64,50,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,percent,21.9,1.29,19.3716,24.4284
11188,t28,t28,ages 20-64,50-64,50,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,mean,10.1,0.79,8.5516,11.6484
11189,t28,t28,ages 20-64,50-64,50,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,mean,89.9,0.79,88.3516,91.4484
11190,t33,t33,ages 20-64,50-64,50,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,age (years),50 -- 64,1999 - 2004,percent,10.3,0.85,8.634,11.966
11191,t34,t34,ages 20-64,50-64,50,mean number of teeth among adults with teeth,teeth,# teeth if have teeth,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,mean,23.4,0.17,23.0668,23.7332
11193,t26,t26,ages 20-64,50-64,50,prevalence of untreatedd tooth decay,untreated caries,prevalance of untreated caries,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,percent,21.5,1.47,18.6188,24.3812
11199,t28,t28,ages 20-64,50-64,50,"mean percentage contribution of decayed teeth of those with decayed, filled or missing teeth",DT,% DT/DMFT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,mean,10.5,0.85,8.834,12.166
11200,t28,t28,ages 20-64,50-64,50,"mean percentage contribution of filled teeth of those with decayed, filled or missing teeth",FT,% FT/DMFT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,mean,89.5,0.84,87.8536,91.1464
11201,t33,t33,ages 20-64,50-64,50,percentage who have lost all natural teeth,edentulism,prevalence of edentulism,,permanent teeth,age (years),50 -- 64,2011 - 2016,percent,5.6,0.67,4.2868,6.9132
11183,t27,t27,ages 20-64,50-64,50,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,mean,9.8,0.17,9.4668,10.1332
11194,t27,t27,ages 20-64,50-64,50,"mean number of decayed or filled teeth of those with decayed, filled, or missing teeth",DFT,# DFT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,mean,8.9,0.16,8.5864,9.2136
11185,t27,t27,ages 20-64,50-64,50,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,mean,15.3,0.21,14.8884,15.7116
11196,t27,t27,ages 20-64,50-64,50,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth",DMFT,# DMFT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,mean,12.7,0.13,12.4452,12.9548
11184,t27,t27,ages 20-64,50-64,50,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,mean,0.5,0.04,0.4216,0.5784
11195,t27,t27,ages 20-64,50-64,50,"mean number of decayed teeth of those with decayed, filled, or missing teeth",DT,# DT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,mean,0.6,0.05,0.502,0.698
11186,t27,t27,ages 20-64,50-64,50,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,mean,9.3,0.19,8.9276,9.6724
11197,t27,t27,ages 20-64,50-64,50,"mean number of filled teeth of those with decayed, filled, or missing teeth",FT,# FT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,mean,8.3,0.18,7.9472,8.6528
11187,t27,t27,ages 20-64,50-64,50,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,1999 - 2004,mean,5.4,0.22,4.9688,5.8312
11198,t27,t27,ages 20-64,50-64,50,"mean number of missing teeth of those with decayed, filled, or missing teeth",MT,# MT if have DMFT,any teeth,permanent teeth,age (years),50 -- 64,2011 - 2016,mean,3.9,0.16,3.5864,4.2136
10994,t25,t40,ages 20-64,35-49,35,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,age (years),35 -- 49,1988 - 1994,percent,95.96,0.43,95.1172,96.8028
11001,t25,t25,ages 20-64,35-49,35,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,age (years),35 -- 49,1999 - 2004,percent,94.2,0.52,93.1808,95.2192
11008,t25,t25,ages 20-64,35-49,35,prevalence of dental caries,caries,prevalance of caries,any teeth,permanent teeth,age (years),35 -- 49,2011 - 2016,percent,92.5,0.66,91.2064,93.7936
