"data_id","table_2019_benchmark","table_actual","base_population","ages","ages_min","indicator_specific","indicator_abbr","indicator_short","tooth_location","dentition_set","category","subcategory","years","statistic","confidence_level","confidence_value","order"
12315,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","mean","lower_CI",69.546,3119
12315,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","mean","upper_CI",83.854,96880
12317,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","percent","lower_CI",15.8824,3121
12317,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","percent","upper_CI",25.9176,96878
12339,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",0.7256,3123
12339,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",1.2744,96876
12340,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",2.7276,3125
12340,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",3.4724,96874
12341,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",3.8452,3127
12341,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",4.3548,96872
12342,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",21.8344,3129
12342,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",36.9656,96870
12343,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","lower_CI",63.0344,3131
12343,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","mean","upper_CI",78.1656,96868
12344,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","percent","lower_CI",59.2256,3133
12344,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","percent","upper_CI",69.5744,96866
12345,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","percent","lower_CI",17.8528,3135
12345,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","percent","upper_CI",26.9472,96864
12346,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","lower_CI",0.4844,3137
12346,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","upper_CI",0.9156,96862
12347,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","lower_CI",3.7512,3139
12347,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","upper_CI",4.8488,96860
12348,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","lower_CI",4.51,3141
12348,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","upper_CI",5.49,96858
12349,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","lower_CI",13.1628,3143
12349,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","upper_CI",23.2372,96856
12350,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","lower_CI",76.7628,3145
12350,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","mean","upper_CI",86.8372,96854
12351,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","percent","lower_CI",35.5784,3147
12351,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","poverty status (3 levels)","= 200% FPL","2011 - 2016","percent","upper_CI",45.2216,96852
12352,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","percent","lower_CI",15.1196,3149
12352,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","percent","upper_CI",24.8804,96850
12353,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","lower_CI",0.5256,3151
12353,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","upper_CI",1.0744,96848
12354,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","lower_CI",3.0668,3153
12354,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","upper_CI",3.7332,96846
12355,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","lower_CI",3.8864,3155
12355,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","upper_CI",4.5136,96844
12356,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","lower_CI",14.8768,3157
12356,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","upper_CI",26.3232,96842
12357,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","lower_CI",73.6964,3159
12357,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","mean","upper_CI",85.1036,96840
12358,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","percent","lower_CI",55.0824,3161
12358,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","percent","upper_CI",65.1176,96838
12359,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","percent","lower_CI",9.5936,3163
12359,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","percent","upper_CI",16.8064,96836
12374,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","lower_CI",0.6236,3165
12374,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","upper_CI",0.9764,96834
12375,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","lower_CI",3.3864,3167
12375,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","upper_CI",4.0136,96832
12376,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","lower_CI",4.2452,3169
12376,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","upper_CI",4.7548,96830
12377,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","lower_CI",17.384,3171
12377,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","upper_CI",25.616,96828
12378,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","lower_CI",74.384,3173
12378,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","sex","female","2011 - 2016","mean","upper_CI",82.616,96826
12380,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","sex","female","2011 - 2016","percent","lower_CI",12.3776,3175
12380,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","sex","female","2011 - 2016","percent","upper_CI",18.0224,96824
12381,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","lower_CI",0.6236,3177
12381,"t07","t07","ages 6-8","6-8",6,"mean number of decayed teeth of those with decayed or filled teeth","DT","# DT if have DFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","upper_CI",0.9764,96822
12382,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","lower_CI",3.1864,3179
12382,"t07","t07","ages 6-8","6-8",6,"mean number of filled teeth of those with decayed or filled teeth","FT","# FT if have DFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","upper_CI",3.8136,96820
12383,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","lower_CI",4.0256,3181
12383,"t07","t07","ages 6-8","6-8",6,"mean number untreated or decayed teeth of those with decayed or filled teeth","DFT","# DFT if have DFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","upper_CI",4.5744,96818
12384,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","lower_CI",17.5332,3183
12384,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of decayed teeth of those with decayed or filled teeth","DT","% DT/DMFT if have DMFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","upper_CI",26.6668,96816
12385,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","lower_CI",73.3332,3185
12385,"t08","t08","ages 6-8","6-8",6,"mean percentage contribution of filled teeth of those with decayed or filled teeth","FT","% FT/DMFT if have DMFT","any teeth","primary teeth","sex","male","2011 - 2016","mean","upper_CI",82.4668,96814
12386,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","percent","lower_CI",49.39,3187
12386,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","race and ethnicity","Black, non-Hispanic","2011 - 2016","percent","upper_CI",58.21,96812
12387,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","sex","male","2011 - 2016","percent","lower_CI",14.1856,3189
12387,"t06","t06","ages 6-8","6-8",6,"prevalence of untreatedd tooth decay","untreated caries","prevalance of untreated caries","any teeth","primary teeth","sex","male","2011 - 2016","percent","upper_CI",20.6144,96810
12395,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","percent","lower_CI",67.8608,3191
12395,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","race and ethnicity","Mexican American","2011 - 2016","percent","upper_CI",77.7392,96808
12403,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","percent","lower_CI",38.8824,3193
12403,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","race and ethnicity","White, non-Hispanic","2011 - 2016","percent","upper_CI",48.9176,96806
12441,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","sex","female","2011 - 2016","percent","lower_CI",43.1216,3195
12441,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","sex","female","2011 - 2016","percent","upper_CI",53.0784,96804
12459,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","sex","male","2011 - 2016","percent","lower_CI",50.7548,3197
12459,"t05","t05","ages 6-8","6-8",6,"prevalence of dental caries","caries","prevalance of caries","any teeth","primary teeth","sex","male","2011 - 2016","percent","upper_CI",60.0452,96802
11228,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","all","total","2011 - 2016","mean","lower_CI",0.0608,3199
11228,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","all","total","2011 - 2016","mean","upper_CI",0.1392,96800
11230,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","all","total","2011 - 2016","mean","lower_CI",1.7432,3201
11230,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","all","total","2011 - 2016","mean","upper_CI",2.0568,96798
11229,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","all","total","2011 - 2016","mean","lower_CI",1.7432,3203
11229,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","all","total","2011 - 2016","mean","upper_CI",2.0568,96796
11233,"t11","t11","ages 6-11","6-11",6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","all","total","2011 - 2016","mean","lower_CI",1.9628,3205
11233,"t11","t11","ages 6-11","6-11",6,"mean number of decayed, missing, or filled teeth of those with decayed, filled, or missing teeth","DMFT","# DMFT if have DMFT","any teeth","permanent teeth","all","total","2011 - 2016","mean","upper_CI",2.2372,96794
11231,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth","DMFT","# DMFT premolars of those with DMFT","premolars","permanent teeth","all","total","2011 - 2016","mean","lower_CI",0.0804,3207
11231,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled premolars of those with decayed, filled, or missing teeth","DMFT","# DMFT premolars of those with DMFT","premolars","permanent teeth","all","total","2011 - 2016","mean","upper_CI",0.1196,96792
11232,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth","DMFT","# DMFT secondary molars of those with DMFT","secondary molars","permanent teeth","all","total","2011 - 2016","mean","lower_CI",NA,3209
11232,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled secondary molars of those with decayed, filled, or missing teeth","DMFT","# DMFT secondary molars of those with DMFT","secondary molars","permanent teeth","all","total","2011 - 2016","mean","upper_CI",NA,96790
11227,"t11","t11","ages 6-11","6-11",6,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","all","total","2011 - 2016","mean","lower_CI",0.4216,3211
11227,"t11","t11","ages 6-11","6-11",6,"mean number of decayed teeth of those with decayed, filled, or missing teeth","DT","# DT if have DMFT","any teeth","permanent teeth","all","total","2011 - 2016","mean","upper_CI",0.5784,96788
11234,"t11","t11","ages 6-11","6-11",6,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","all","total","2011 - 2016","mean","lower_CI",1.4628,3213
11234,"t11","t11","ages 6-11","6-11",6,"mean number of filled teeth of those with decayed, filled, or missing teeth","FT","# FT if have DMFT","any teeth","permanent teeth","all","total","2011 - 2016","mean","upper_CI",1.7372,96786
11235,"t11","t11","ages 6-11","6-11",6,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","all","total","2011 - 2016","mean","lower_CI",NA,3215
11235,"t11","t11","ages 6-11","6-11",6,"mean number of missing teeth of those with decayed, filled, or missing teeth","MT","# MT if have DMFT","any teeth","permanent teeth","all","total","2011 - 2016","mean","upper_CI",NA,96784
11291,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",NA,3217
11291,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",NA,96782
11297,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",0,3219
11297,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",0.0196,96780
11315,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",NA,3221
11315,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",NA,96778
11332,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","mean","lower_CI",NA,3223
11332,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled anteriors of those with decayed, filled, or missing teeth","DMFT","# DMFT anteriors of those with DMFT","anteriors","permanent teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","mean","upper_CI",NA,96776
11293,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",1.7236,3225
11293,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",2.0764,96774
11299,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",1.7432,3227
11299,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",2.0568,96772
11317,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",NA,3229
11317,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",NA,96770
11334,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","mean","lower_CI",1.7844,3231
11334,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled molars of those with decayed, filled, or missing teeth","DMFT","# DMFT any molars of those with DMFT","any molars","permanent teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","mean","upper_CI",2.2156,96768
11292,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","lower_CI",1.7236,3233
11292,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","poverty status (3 levels)","< 100% FPL","2011 - 2016","mean","upper_CI",2.0764,96766
11298,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","lower_CI",1.7432,3235
11298,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","poverty status (2 levels)","< 200% FPL","2011 - 2016","mean","upper_CI",2.0568,96764
11316,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","lower_CI",NA,3237
11316,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","poverty status (2 levels)","= 200% FPL","2011 - 2016","mean","upper_CI",NA,96762
11333,"t13","t13","ages 6-11","6-11",6,"mean number of decayed, missing, or filled first molars of those with decayed, filled, or missing teeth","DMFT","# DMFT first molars of those with DMFT","first molars","permanent teeth","poverty status (3 levels)","100% -- 199% FPL","2011 - 2016","mean","lower_CI",1.704,3239
