"hc_id","year","hc_type","HealthCenterName","HealthCenterState"
"'091140",2015,"fqhc","SAN MATEO COUNTY HEALTH SERVICES AGENCY","CA"
"'091160",2015,"fqhc","SALUD PARA LA GENTE, INC.","CA"
"'0911800",2015,"fqhc","SHINGLETOWN MEDICAL CENTER","CA"
"'0911810",2015,"fqhc","SANTA CLARA VALLEY HEALTH AND HOSPITAL SYSTEM","CA"
"'0911950",2015,"fqhc","AVENAL COMMUNITY HEALTH CENTER","CA"
"'0912090",2015,"fqhc","INDIAN HEALTH CENTER OF SANTA CLARA VALLEY","CA"
"'0912120",2015,"fqhc","MOLOKAI OHANA HEALTH CARE, INC","HI"
"'091220",2015,"fqhc","TRI-CITY HEALTH CENTER","CA"
"'091230",2015,"fqhc","LA CLINICA DE LA RAZA INC.","CA"
"'091250",2015,"fqhc","SAN BERNARDINO COUNTY PUBLIC HEALTH DEPT","CA"
"'091290",2015,"fqhc","HO'OLA LAHUI HAWAI'I","HI"
"'091300",2015,"fqhc","CANYONLANDS COMMUNITY HEALTH CARE","AZ"
"'091520",2015,"fqhc","MOUNTAIN HEALTH & COMMUNITY SERVICES, INC.","CA"
"'091540",2015,"fqhc","OPEN DOOR COMMUNITY HEALTH CENTERS","CA"
"'091570",2015,"fqhc","NEVADA HEALTH CENTERS, INC.","NV"
"'091600",2015,"fqhc","OMNI FAMILY HEALTH","CA"
"'091620",2015,"fqhc","EL PROYECTO DEL BARRIO, INC.","CA"
"'091650",2015,"fqhc","LONG VALLEY HEALTH CENTER, INC.","CA"
"'091670",2015,"fqhc","VISTA COMMUNITY CLINIC","CA"
"'091700",2015,"fqhc","REDWOODS RURAL HEALTH CENTER, INC.","CA"
"'091750",2015,"fqhc","MOUNTAIN VALLEYS HEALTH CENTERS, INC","CA"
"'091800",2015,"fqhc","SAN BENITO HEALTH FOUNDATION","CA"
"'091850",2015,"fqhc","CHILDREN'S HOSP. & RESEARCH CTR. OF OAKLAND","CA"
"'091880",2015,"fqhc","THE BAY CLINIC, INC.","HI"
"'091920",2015,"fqhc","POHNPEI COMMUNITY HEALTH CENTER","FM"
"'091940",2015,"fqhc","MENDOCINO COMMUNITY HEALTH CLINIC, INC.","CA"
"'091960",2015,"fqhc","NORTHEASTERN RURAL HEALTH CLINICS, INC.","CA"
"'0919630",2015,"fqhc","LIVINGSTON COMMUNITY HEALTH","CA"
"'0920440",2015,"fqhc","HILL COUNTRY COMMUNITY CLINIC, INC","CA"
"'092060",2015,"fqhc","WAIKIKI HEALTH","HI"
"'092080",2015,"fqhc","ALLIANCE MEDICAL CENTER, INC.","CA"
"'0921240",2015,"fqhc","KARUK TRIBE OF CALIFORNIA","CA"
"'0921340",2015,"fqhc","EISNER PEDIATRIC & FAMILY MEDICAL CENTER","CA"
"'0921350",2015,"fqhc","COUNTY OF SOLANO","CA"
"'0921430",2015,"fqhc","LOS ANGELES CHRISTIAN HEALTH CENTERS","CA"
"'092160",2015,"fqhc","HAMAKUA HEALTH CENTER","HI"
"'0921760",2015,"fqhc","WESTERN SIERRA MEDICAL CLINIC","CA"
"'092240",2015,"fqhc","SHASTA COMMUNITY HEALTH CENTER","CA"
"'092280",2015,"fqhc","COMMUNITY HEALTH ALLIANCE","NV"
"'092290",2015,"fqhc","WAIMANALO HEALTH CENTER","HI"
"'0922930",2015,"fqhc","WINTERS HEALTHCARE FOUNDATION","CA"
"'0923660",2015,"fqhc","EL DORADO COUNTY COMMUNITY HEALTH CENTER","CA"
"'092420",2015,"fqhc","COMMUNITY HEALTH CLINIC OLE","CA"
"'092440",2015,"fqhc","T.H.E. CLINIC, INC.","CA"
"'0924640",2015,"fqhc","WEST HAWAII COMMUNITY HEALTH CENTER, INC","HI"
"'092500",2015,"fqhc","IMPERIAL BEACH COMMUNITY CLINIC","CA"
"'0925350",2015,"fqhc","SAN JOSE FOOTHILLS FAMILY COMMUNITY CLINIC","CA"
"'0925360",2015,"fqhc","JWCH INSTITUTE, INC.","CA"
"'0925370",2015,"fqhc","KO'OLAULOA COMMUNITY HEALTH AND WELLNESS CENTER, INC.","HI"
"'0925380",2015,"fqhc","SONOMA VALLEY COMMUNITY HEALTH CENTER","CA"
"'0925390",2015,"fqhc","WA'AB CHC/YAP STATE DEPT OF HEALTH SERVICES","FM"
"'092650",2015,"fqhc","AJO COMMUNITY HEALTH CENTER","AZ"
"'092870",2015,"fqhc","CHIRICAHUA COMMUNITY HEALTH CENTERS","AZ"
"'092880",2015,"fqhc","LIFELONG MEDICAL CARE","CA"
"'0928870",2015,"fqhc","CHINATOWN SERVICE CENTER","CA"
"'0928880",2015,"fqhc","COMMUNICARE HEALTH CENTERS, INC.","CA"
"'092890",2015,"fqhc","NORTH COUNTRY HEALTHCARE, INC.","AZ"
"'0929830",2015,"fqhc","MISSION CITY COMMUNITY NETWORK, INC.","CA"
"'0930080",2015,"fqhc","WESTSIDE FAMILY HEALTH CENTER","CA"
"'093030",2015,"fqhc","ADELANTE HEALTHCARE, INC.","AZ"
"'093070",2015,"fqhc","MOUNTAIN PARK HEALTH CENTER","AZ"
"'093080",2015,"fqhc","UNIVERSITY OF CALIFORNIA, IRVINE","CA"
"'093110",2015,"fqhc","ALTA MED HEALTH SERVICES CORPORATION","CA"
"'093120",2015,"fqhc","FAMILY HEALTH CENTERS OF SAN DIEGO, INC.","CA"
"'0931570",2015,"fqhc","LANA'I COMMUNITY HEALTH CENTER","HI"
"'093160",2015,"fqhc","ARROYO VISTA FAMILY HEALTH FOUNDATION","CA"
"'093190",2015,"fqhc","TIBURCIO VASQUEZ HEALTH CENTER, INC.","CA"
"'093210",2015,"fqhc","CAMARENA HEALTH","CA"
"'093410",2015,"fqhc","KOKUA KALIHI VALLEY COMPREHENSIVE FAMILY SERVICES","HI"
"'093530",2015,"fqhc","GUAM DEPARTMENT OF PUBLIC HEALTH","GU"
"'093540",2015,"fqhc","NEIGHBORHOOD HEALTHCARE","CA"
"'093570",2015,"fqhc","MINISTRY OF HEALTH AND ENVIRONMENT","MH"
"'093590",2015,"fqhc","UNITED COMMUNITY HEALTH CENTER, INC.","AZ"
"'093640",2015,"fqhc","FAMILY HEALTHCARE NETWORK","CA"
"'093650",2015,"fqhc","CLINICAS DEL CAMINO REAL, INC.","CA"
"'093660",2015,"fqhc","COMMUNITY HEALTH SYSTEMS, INC.","CA"
"'094890",2015,"fqhc","VENICE FAMILY CLINIC","CA"
"'095320",2015,"fqhc","VALLEY COMMUNITY HEALTHCARE","CA"
"'095340",2015,"fqhc","TULARE COMMUNITY HEALTH CLINIC","CA"
"'095380",2015,"fqhc","MARIN COMMUNITY CLINIC","CA"
"'095400",2015,"fqhc","COASTAL HEALTH ALLIANCE","CA"
"'095440",2015,"fqhc","LA MAESTRA FAMILY CLINIC, INC.","CA"
"'096010",2015,"fqhc","KALIHI-PALAMA HEALTH CENTER","HI"
"'096030",2015,"fqhc","REDWOOD COAST MEDICAL SERVICES","CA"
"'096040",2015,"fqhc","COMMUNITY CLINIC OF MAUI, INC","HI"
"'097180",2015,"fqhc","PEACH TREE HEALTHCARE","CA"
"'097210",2015,"fqhc","SOUTHERN TRINITY HEALTH SERVICES","CA"
"'097880",2015,"fqhc","PETALUMA HEALTH CENTER, INC.","CA"
"'098150",2015,"fqhc","SOUTH COUNTY COMMUNITY HEALTH CENTER, INC.","CA"
"'098480",2015,"fqhc","VENTURA COUNTY HEALTH SERVICES AGENCY","CA"
"'098550",2015,"fqhc","HANA COMMUNITY HEALTH CENTER, INC.","HI"
"'098620",2015,"fqhc","INLAND BEHAVIORAL & HEALTH SERVICES, INC.","CA"
"'098790",2015,"fqhc","SANTA ROSA COMMUNITY HEALTH CENTERS","CA"
"'098820",2015,"fqhc","CHILDREN'S CLINIC SERVING CHILDREN & THEIR FAMILIES","CA"
"'099000",2015,"fqhc","EAST VALLEY COMMUNITY HEALTH CENTER INC","CA"
"'099010",2015,"fqhc","BORREGO COMMUNITY HEALTH FOUNDATION","CA"
"'099040",2015,"fqhc","AMERICAN SAMOA GOVERNMENT DEPT OF HEALTH","AS"
"'099410",2015,"fqhc","CLINICA MONSENOR OSCAR A. ROMERO","CA"
"'099420",2015,"fqhc","YAVAPAI COUNTY COMMUNITY HEALTH SERVICES","AZ"
"'099480",2015,"fqhc","WATTS HEALTHCARE CORPORATION","CA"
"'09E00001",2015,"fqhc","WESLEY COMMUNITY CENTER INC","AZ"
"'09E00002",2015,"fqhc","NATIVE AMERICAN COMMUNITY HEALTH CENTER, INC.","AZ"
"'09E00003",2015,"fqhc","WELLSPACE HEALTH","CA"
"'09E00004",2015,"fqhc","NORTHEAST COMMUNITY CLINIC, INC","CA"
"'09E00005",2015,"fqhc","FAMILY HEALTH CARE CENTERS OF GREATER LOS ANGELES, INC.","CA"
"'09E00006",2015,"fqhc","HURTT FAMILY HEALTH CLINIC","CA"
"'09E00007",2015,"fqhc","AXIS COMMUNITY HEALTH","CA"
"'09E00008",2015,"fqhc","ALL FOR HEALTH, HEALTH FOR ALL","CA"
"'09E00064",2015,"fqhc","ST. VINCENT DE PAUL VILLAGE, INC","CA"
"'09E00065",2015,"fqhc","COMPREHENSIVE COMMUNITY HEALTH CENTERS, INC","CA"
"'09E00066",2015,"fqhc","CENTRAL CITY COMMUNITY HEALTH CENTER, INC.","CA"
"'09E00067",2015,"fqhc","UNIVERSITY MUSLIM MEDICAL ASSOCIATION, INC.","CA"
"'09E00102",2015,"fqhc","ANDERSON VALLEY HEALTH CENTER, INC","CA"
"'09E00105",2015,"fqhc","MARIN CITY HEALTH & WELLNESS CENTER","CA"
"'09E00107",2015,"fqhc","BARTZ-ALTADONNA COMMUNITY HEALTH CENTER","CA"
"'09E00123",2015,"fqhc","ALL-INCLUSIVE COMMUNITY HEALTH CENTER","CA"
"'09E00231",2015,"fqhc","FIRSTMED HEALTH AND WELLNESS CENTER","NV"
"'09E00280",2015,"fqhc","KEDREN COMMUNITY HEALTH CENTER, INC.","CA"
"'09E00345",2015,"fqhc","NORTHERN NEVADA HIV OUTPATIENT PROGRAM, EDUCATION AND SERVICES","NV"
"'09E00352",2015,"fqhc","OPERATION SAMAHAN","CA"
"'09E00422",2015,"fqhc","ACHIEVABLE FOUNDATION THE","CA"
"'09E00427",2015,"fqhc","THE LOS ANGELES FREE CLINIC","CA"
"'09E00436",2015,"fqhc","TUBA CITY REGIONAL HEALTH CARE CORPORATION","AZ"
"'09E00448",2015,"fqhc","VALLE DEL SOL, INC.","AZ"
"'09E00476",2015,"fqhc","MCCLOUD HEALTHCARE CLINIC, INC","CA"
"'09E00477",2015,"fqhc","ELICA HEALTH CENTERS","CA"
"'09E00478",2015,"fqhc","SANTA CRUZ COMMUNITY HEALTH CENTERS","CA"
"'09E00498",2015,"fqhc","SAMUEL DIXON FAMILY HEALTH CENTERS, INC","CA"
"'09E00520",2015,"fqhc","CAMINO HEALTH CENTER","CA"
"'09E00521",2015,"fqhc","FRIENDS OF FAMILY HEALTH CENTER","CA"
"'09E00524",2015,"fqhc","SHARE OUR SELVES","CA"
"'09E00525",2015,"fqhc","URBAN COMMUNITY ACTION PROJECTS","CA"
"'09E00526",2015,"fqhc","WILMINGTON COMMUNITY CLINIC","CA"
"'09E01014",2015,"fqhc","SMMHC, INC.","AZ"
"'09E01046",2015,"fqhc","COPPERTOWER FAMILY MEDICAL CENTER INC","CA"
"'09E01050",2015,"fqhc","ANTELOPE VALLEY COMMUNITY CLINIC","CA"
"'09E01051",2015,"fqhc","HERALD CHRISTIAN HEALTH CENTER","CA"
"'09E01052",2015,"fqhc","APLA HEALTH & WELLNESS","CA"
"'09E01056",2015,"fqhc","ST. JUDE NEIGHBORHOOD HEALTH CENTERS","CA"
"'09E01065",2015,"fqhc","GREENVILLE RANCHERIA","CA"
"'09E01068",2015,"fqhc","RITTER CENTER","CA"
"'09E01073",2015,"fqhc","BIENVENIDOS COMMUNITY HEALTH CENTER","CA"
"'09E01078",2015,"fqhc","NEIGHBORHOOD OUTREACH ACCESS TO HEALTH","AZ"
"'09E01079",2015,"fqhc","KOREAN HEALTH, EDUCATION, INFORMATION AND RESEARCH CENTER","CA"
"'09E01080",2015,"fqhc","POMONA COMMUNITY HEALTH CENTER","CA"
"'09E01087",2015,"fqhc","LOS ANGELES LGBT CENTER","CA"
"'09E01091",2015,"fqhc","ASIAN AMERICANS FOR COMMUNITY INVOLVEMENT OF SANTA CLARA, INC, THE","CA"
"'09E01092",2015,"fqhc","NHAN HOA COMPREHENSIVE HEALTH CARE CLINIC, INC.","CA"
"'09E01093",2015,"fqhc","BENEVOLENCE INDUSTRIES INCORPORATED","CA"
"'09E01096",2015,"fqhc","HI-DESERT MEMORIAL HEALTH CARE DISTRICT","CA"
"'09E01102",2015,"fqhc","SANTA BARBARA NEIGHBORHOOD CLINICS","CA"
"'09E01103",2015,"fqhc","SERVE THE PEOPLE, INC.","CA"
"'09E01104",2015,"fqhc","TOIYABE INDIAN HEALTH PROJECT, INC.","CA"
"'09E01131",2015,"fqhc","KOSRAE DEPARTMENT OF HEALTH SERVICES","FM"
"'09E01133",2015,"fqhc","CIRCLE THE CITY","AZ"
"'09E01141",2015,"fqhc","SOUTHERN CALIFORNIA MEDICAL CENTER, INC.","CA"
"'09E01142",2015,"fqhc","VIETNAMESE COMMUNITY OF ORANGE COUNTY","CA"
"'09E01144",2015,"fqhc","TRI-STATE COMMUNITY HEALTHCARE CENTER","CA"
"'09E01151",2015,"fqhc","HARBOR COMMUNITY CLINIC","CA"
"'09E01152",2015,"fqhc","ST ANTHONY MEDICAL CENTERS","CA"
"'09E01154",2015,"fqhc","COMMONWEALTH HEALTHCARE CORPO RATION","MP"
"'09E01155",2015,"fqhc","CENTER FOR AIDS RESEARCH, EDUCATION & SERVICES INC","CA"
"'09E01159",2015,"fqhc","UNICARE COMMUNITY HEALTH CENTER","CA"
"'09E01169",2015,"fqhc","HOPE CHRISTIAN HEALTH CENTER CORP","NV"
"'09E01174",2015,"fqhc","ASIAN AND PACIFIC ISLANDER WELLNESS CENTER, INC.","CA"
"'09E01180",2015,"fqhc","LATINO KIDS HEALTH","CA"
"'09E01183",2015,"fqhc","COMPLETE CARE COMMUNITY HEALTH CENTER, INC.","CA"
"'09E01184",2015,"fqhc","RIVERSIDE COUNTY HEALTH SYSTEM","CA"
"'09E01185",2015,"fqhc","SAC HEALTH SYSTEM","CA"
"'09E01187",2015,"fqhc","SEARCHLIGHT HEALTHCARE CHARITIES","NV"
"'09E01189",2015,"fqhc","DAVIS STREET COMMUNITY CENTER INC","CA"
"'09E01190",2015,"fqhc","SAN DIEGO AMERICAN INDIAN HEALTH CENTER INC","CA"
"'09E01191",2015,"fqhc","COMMUNITY MEDICAL WELLNESS CENTERS USA","CA"
"'09E01195",2015,"fqhc","CENTER FOR FAMILY HEALTH & EDUCATION, INC.","CA"
"'09E01200",2015,"fqhc","AMERICAN INDIAN HEALTH & SERVICES","CA"
"'09E01201",2015,"fqhc","HARMONY HEALTH MEDICAL CLINIC AND  FAMILY RESOURCE CENTER","CA"
"'09E01204",2015,"fqhc","SAN FERNANDO COMMUNITY HOSPITAL","CA"
"'09E01207",2015,"fqhc","DESERT AIDS PROJECT INC.","CA"
"'09E01208",2015,"fqhc","ROADS FOUNDATION INC","CA"
"'09E01209",2015,"fqhc","SIERRA FAMILY MEDICAL CLINIC INC","CA"
"'09E01211",2015,"fqhc","AAA COMPREHENSIVE HEALTHCARE, INC","CA"
"'09E01214",2015,"fqhc","CENTRAL NEIGHBORHOOD HEALTH FOUNDATION","CA"
"'09E01219",2015,"fqhc","BEHAVIORAL HEALTH SERVICES INC","CA"
"'100020",2015,"fqhc","ANCHORAGE NEIGHBORHOOD HEALTH CENTER","AK"
"'100070",2015,"fqhc","NORTON SOUND HEALTH CORPORATION","AK"
"'100150",2015,"fqhc","SISKIYOU COMMUNITY HEALTH CENTER, INC.","OR"
"'100160",2015,"fqhc","TERRY REILLY HEALTH SERVICES","ID"
"'100180",2015,"fqhc","HEALTH WEST, INC.","ID"
"'100360",2015,"fqhc","NEW HEALTH PROGRAMS ASSOCIATION","WA"
"'100450",2015,"fqhc","COMMUNITY HEALTH CARE","WA"
"'100460",2015,"fqhc","COLUMBIA BASIN HEALTH ASSOCIATION","WA"
"'100570",2015,"fqhc","COLUMBIA VALLEY COMMUNITY HEALTH","WA"
"'100640",2015,"fqhc","NEIGHBORCARE HEALTH","WA"
"'100690",2015,"fqhc","METROPOLITAN DEVELOPMENT COUNCIL","WA"
"'100700",2015,"fqhc","WHITE BIRD CLINIC","OR"
"'100760",2015,"fqhc","NORTHWEST HUMAN SERVICES, INC","OR"
"'100790",2015,"fqhc","LA CLINICA DEL VALLE FAMILY HEALTH","OR"
"'100800",2015,"fqhc","MANILLAQ ASSOCIATION","AK"
"'101000",2015,"fqhc","MOSES LAKE COMMUNITY HEALTH CENTER","WA"
"'101020",2015,"fqhc","SEA-MAR COMMUNITY HEALTH CENTER","WA"
"'101030",2015,"fqhc","YAKIMA VALLEY FARMWORKERS CLINIC","WA"
"'101050",2015,"fqhc","YUKON KUSKOKWIM HEALTH CORPORATION","AK"
"'1010810",2015,"fqhc","COMMUNITY HEALTH CENTERS OF BENTON AND LINN COUNTIES","OR"
"'1010860",2015,"fqhc","WATERFALL CLINIC, INC","OR"
"'101120",2015,"fqhc","MULTNOMAH COUNTY","OR"
"'1011760",2015,"fqhc","LEWIS COUNTY COMMUNITY HEALTH SERVICES, INC. D/B/A VALLEY VIEW HEALTH CENTER","WA"
"'1011770",2015,"fqhc","ALASKA ISLAND COMMUNITY SERVICES","AK"
"'1011870",2015,"fqhc","YAKUTAT TLINGIT TRIBE","AK"
"'1011880",2015,"fqhc","COMMUNITY COUNCIL OF IDAHO, INC.","ID"
"'101230",2015,"fqhc","VIRGINIA GARCIA MEMORIAL HEALTH CENTER","OR"
"'101250",2015,"fqhc","TANANA CHIEFS CONFERENCE","AK"
"'101270",2015,"fqhc","SOUTHEAST ALASKA REGIONAL HEALTH CONSORT","AK"
"'1012860",2015,"fqhc","NATIVE VILLAGE OF EYAK","AK"
"'1012890",2015,"fqhc","MAT-SU HEALTH SERVICES, INC.","AK"
"'101300",2015,"fqhc","HEALTHPOINT","WA"
"'101310",2015,"fqhc","CLACKAMAS COUNTY COMMUNITY HEALTH DIVISION","OR"
"'101340",2015,"fqhc","YAKIMA NEIGHBORHOOD HEALTH SERVICES","WA"
"'1014200",2015,"fqhc","LINCOLN COUNTY HEALTH AND HUMAN SERVICES","OR"
"'101470",2015,"fqhc","BETHEL FAMILY CLINIC","AK"
"'1014910",2015,"fqhc","COMMUNITY HEALTH OF CENTRAL WASHINGTON","WA"
"'101520",2015,"fqhc","TRI-CITIES COMMUNITY HEALTH","WA"
"'101530",2015,"fqhc","BENEWAH MEDICAL CENTER","ID"
"'101540",2015,"fqhc","PENINSULA COMMUNITY HEALTH SERVICES","WA"
"'101610",2015,"fqhc","GLENNS FERRY HEALTH CENTER, INC.","ID"
"'101630",2015,"fqhc","VALLEY FAMILY HEALTH CARE, INC.","ID"
"'101650",2015,"fqhc","FAMILY HEALTH SERVICES CORPORATION","ID"
"'1016960",2015,"fqhc","INTERFAITH COMMUNITY HEALTH CENTER","WA"
"'1017080",2015,"fqhc","MUNICIPALITY OF SKAGWAY","AK"
"'1017440",2015,"fqhc","UPPER VALLEY COMMUNITY HEALTH SERVICES, INC.","ID"
"'101770",2015,"fqhc","FAMILY HEALTH CENTERS","WA"
"'101840",2015,"fqhc","ADAMS COUNTY HEALTH CENTER, INC","ID"
"'1018560",2015,"fqhc","LAPINE COMMUNITY HEALTH CENTER","OR"
"'102040",2015,"fqhc","ILIULIUK FAMILY AND HEALTH SERVICES, INC.","AK"
"'102080",2015,"fqhc","ONE COMMUNITY HEALTH LA CLINICA DEL CARINO FAMILY HEALTH","OR"
"'102120",2015,"fqhc","SUNSHINE COMMUNITY HEALTH  CENTER, INC.","AK"
"'102270",2015,"fqhc","INTERIOR COMMUNITY HEALTH CENTER","AK"
"'102280",2015,"fqhc","COMMUNITY HEALTH CENTER OF SNOHOMISH COUNTY","WA"
"'102340",2015,"fqhc","SEATTLE-KING COUNTY PUBLIC HEALTH DEPT","WA"
"'102360",2015,"fqhc","TILLAMOOK COUNTY HEALTH DEPARTMENT","OR"
"'102400",2015,"fqhc","ASHER COMMUNITY HEALTH CENTER","OR"
"'102480",2015,"fqhc","COWLITZ FAMILY HEALTH CENTER","WA"
"'102520",2015,"fqhc","COUNTRY DOCTOR COMMUNITY CLINIC","WA"
"'102530",2015,"fqhc","INTERNATIONAL  COMMUNITY HEALTH SERVICES","WA"
"'102550",2015,"fqhc","SEATTLE INDIAN HEALTH BOARD INC","WA"
"'102570",2015,"fqhc","COMMUNITY HEALTH ASSOCIATION OF SPOKANE","WA"
"'102900",2015,"fqhc","EASTERN ALEUTIAN TRIBES, INC","AK"
"'102910",2015,"fqhc","KLAMATH HEALTH PARTNERSHIP,INC.","OR"
"'102970",2015,"fqhc","ROGUE COMMUNITY HEALTH","OR"
"'103100",2015,"fqhc","UMPQUA COMMUNITY HEALTH CENTER","OR"
"'105600",2015,"fqhc","MOSAIC MEDICAL","OR"
"'106170",2015,"fqhc","ALEUTIAN PRIBILOF ISLAND ASSOCIATIONS","AK"
"'106180",2015,"fqhc","SOUTHCENTRAL FOUNDATION","AK"
"'106200",2015,"fqhc","BRISTOL BAY AREA HEALTH CORPORATION","AK"
"'106210",2015,"fqhc","SELDOVIA VILLAGE TRIBE","AK"
"'106220",2015,"fqhc","COUNCIL OF ATHABASCAN TRIBAL GOVERNMENT","AK"
"'106230",2015,"fqhc","BRISTOL BAY BOROUGH","AK"
"'106280",2015,"fqhc","COASTAL FAMILY HEALTH CENTER","OR"
"'106290",2015,"fqhc","OUTSIDE IN","OR"
"'106300",2015,"fqhc","BOUNDARY REGIONAL COMMUNITY HEALTH CENTER","ID"
"'107170",2015,"fqhc","PENINSULA COMMUNITY HEALTH SERVICES OF ALASKA, INC.","AK"
"'107200",2015,"fqhc","COLUMBIA RIVER COMMUNITY HEALTH SERVICES","OR"
"'107660",2015,"fqhc","CENTRAL CITY CONCERN","OR"
"'107860",2015,"fqhc","CROSS ROAD MEDICAL CENTER","AK"
"'107880",2015,"fqhc","NATIVE AMERICAN REHABILITATION ASSOCIATION OF THE NORTHWEST","OR"
"'107920",2015,"fqhc","LANE COUNTY","OR"
"'107930",2015,"fqhc","KODIAK ISLAND HEALTH CARE FOUNDATION","AK"
"'107940",2015,"fqhc","COLVILLE CONFEDERATED TRIBES","WA"
"'108170",2015,"fqhc","DIRNE HEALTH CENTERS, INC.","ID"
"'10E00062",2015,"fqhc","RINEHART CLINIC","OR"
"'10E00136",2015,"fqhc","BANDON COMMUNITY HEALTH CENTER","OR"
"'10E00170",2015,"fqhc","SEWARD, CITY OF","AK"
"'10E00288",2015,"fqhc","KODIAK AREA NATIVE ASSOCIATION","AK"
"'10E00387",2015,"fqhc","SHOSHONE-BANNOCK TRIBES OF THE FORT HALL RESERVATION OF IDAHO","ID"
"'10E00467",2015,"fqhc","ADAPT, INC","OR"
"'10E00492",2015,"fqhc","THE WALLACE MEDICAL CONCERN","OR"
"'10E00506",2015,"fqhc","NEIGHBORHOOD HEALTH CENTER","OR"
"'10E00507",2015,"fqhc","OREGON HEALTH AND SCIENCE UNIVERSITY","OR"
"'10E00721",2015,"fqhc","FAMILY MEDICINE RESIDENCY OF IDAHO","ID"
"'10E01053",2015,"fqhc","N. A. T. I. V. E. PROJECT, THE","WA"
"'10E01114",2015,"fqhc","FRONT STREET COMMUNITY HEALTH CENTER","AK"
"'10E01153",2015,"fqhc","NORTH OLYMPIC HEALTHCARE NETWORK PC","WA"
"'10E01181",2015,"fqhc","NORTH CUSTER HOSPITAL DIS","ID"
"'10E01196",2015,"fqhc","GIRDWOOD HEALTH CLINIC","AK"
"'10E01202",2015,"fqhc","WINDING WATERS MEDICAL CLINIC","OR"
"'10E01221",2015,"fqhc","MATTAWA COMMUNITY MEDICAL CLINIC","WA"
"'010030",2014,"fqhc","HOLYOKE HEALTH CENTER, INC.","MA"
"'010040",2014,"fqhc","MAINE MIGRANT PROGRAMS, INC.","ME"
"'010060",2014,"fqhc","FAIR HAVEN COMMUNITY HEALTH CLINIC, INC.","CT"
"'010070",2014,"fqhc","CORNELL SCOTT HILL HEALTH CORPORATION","CT"
"'010120",2014,"fqhc","CITY OF SPRINGFIELD, MASSACHUSETTS","MA"
"'010130",2014,"fqhc","CITY OF MANCHESTER NEW HAMPSHIRE","NH"
"'010150",2014,"fqhc","COMMUNITY HEALTH CENTERS OF BURLINGTON, INC.","VT"
"'010160",2014,"fqhc","NORTH END COMMUNITY HLTH COMMITTEE, INC.","MA"
"'010170",2014,"fqhc","HARBOR HEALTH SERVICES","MA"
"'010180",2014,"fqhc","COMMUNITY HEALTHLINK, INC.","MA"
"'010220",2014,"fqhc","GENERATIONS FAMILY HEALTH CENTER, INC.","CT"
"'010330",2014,"fqhc","HILLTOWN COMMUNITY HEALTH CENTER, INC.","MA"
"'010340",2014,"fqhc","BUCKSPORT REGIONAL HEALTH CENTER","ME"
"'010380",2014,"fqhc","REGIONAL MEDICAL CENTER AT LUBEC, INC.","ME"
"'010450",2014,"fqhc","ISLANDS COMMUNITY MEDICAL SERVICES, INC","ME"
"'010460",2014,"fqhc","HEALTHREACH COMMUNITY HEALTH CENTERS","ME"
"'010480",2014,"fqhc","NORTHWEST COMMUNITY HEALTH CARE","RI"
"'010530",2014,"fqhc","FISH RIVER RURAL HEALTH","ME"
"'010570",2014,"fqhc","EASTPORT HEALTH CARE, INC.","ME"
"'010580",2014,"fqhc","THE PROVIDENCE COMMUNITY HLTH CENTERS, INC.","RI"
"'010600",2014,"fqhc","FENWAY COMMUNITY HEALTH CENTER, INC.","MA"
"'010620",2014,"fqhc","PORTLAND MAINE, CITY OF","ME"
"'010640",2014,"fqhc","NORTHERN COUNTIES HEALTH CARE, INC.","VT"
"'010700",2014,"fqhc","BROCKTON NEIGHBORHOOD HEALTH CENTER, INC.","MA"
"'010710",2014,"fqhc","SOUTH COVE COMMUNITY HEALTH CTR, INC.","MA"
"'010720",2014,"fqhc","EAST BOSTON NEIGHBORHOOD HEALTH CENTER","MA"
"'010760",2014,"fqhc","MANCHESTER COMMUNITY HEALTH CENTER","NH"
"'010800",2014,"fqhc","FAMILY HEALTH CENTER OF WORCESTER, INC.","MA"
"'010810",2014,"fqhc","SOUTHWEST COMMUNITY HEALTH CENTER","CT"
"'010830",2014,"fqhc","EDWARD M. KENNEDY COMMUNITY HEALTH CENTER, INC.","MA"
"'010840",2014,"fqhc","CARING HEALTH CENTER","MA"
"'010850",2014,"fqhc","COOS COUNTY FAMILY HEALTH SERVICES, INC.","NH"
"'010860",2014,"fqhc","NORTH SHORE COMMUNITY HEALTH, INC.","MA"
"'010980",2014,"fqhc","AMMONOOSUC COMMUNITY HEALTH SRVS, INC.","NH"
"'011190",2014,"fqhc","OUTER CAPE HEALTH SERVICES, INC.","MA"
"'011210",2014,"fqhc","BOSTON HEALTH CARE FOR THE HOMELESS, INC.","MA"
"'0112200",2014,"fqhc","INDIAN STREAM HEALTH CENTER","NH"
"'0112210",2014,"fqhc","COMPREHENSIVE COMMUNITY ACTION, INC","RI"
"'0112220",2014,"fqhc","LITTLE RIVERS HEALTH CARE, INC","VT"
"'0112230",2014,"fqhc","COMMUNITY HEALTH CENTERS OF THE RUTLAND REGION, INC","VT"
"'011230",2014,"fqhc","SACOPEE VALLEY HEALTH CENTER","ME"
"'011260",2014,"fqhc","COMMUNITY HEALTH SERVICES, INC","CT"
"'011270",2014,"fqhc","OPTIMUS HEALTH CARE, INC.","CT"
