"fips","year","quarter","establishments","wages","date_approx"
"29139",2019,4,1,0,"2019-11-15"
"29141",2019,4,1,0,"2019-11-15"
"29143",2019,4,3,317376,"2019-11-15"
"29145",2019,4,15,2107975,"2019-11-15"
"29147",2019,4,7,687913,"2019-11-15"
"29149",2019,4,2,0,"2019-11-15"
"29151",2019,4,3,0,"2019-11-15"
"29153",2019,4,2,0,"2019-11-15"
"29155",2019,4,2,0,"2019-11-15"
"29157",2019,4,7,499305,"2019-11-15"
"29159",2019,4,11,997821,"2019-11-15"
"29161",2019,4,15,2551372,"2019-11-15"
"29163",2019,4,3,0,"2019-11-15"
"29165",2019,4,38,4163803,"2019-11-15"
"29167",2019,4,6,564637,"2019-11-15"
"29169",2019,4,2,0,"2019-11-15"
"29171",2019,4,1,0,"2019-11-15"
"29175",2019,4,7,896901,"2019-11-15"
"29177",2019,4,4,0,"2019-11-15"
"29183",2019,4,139,19223164,"2019-11-15"
"29185",2019,4,1,0,"2019-11-15"
"29186",2019,4,2,0,"2019-11-15"
"29187",2019,4,14,1682665,"2019-11-15"
"29189",2019,4,505,70853385,"2019-11-15"
"29195",2019,4,6,473895,"2019-11-15"
"29197",2019,4,1,0,"2019-11-15"
"29199",2019,4,1,0,"2019-11-15"
"29201",2019,4,9,420836,"2019-11-15"
"29205",2019,4,1,0,"2019-11-15"
"29207",2019,4,3,0,"2019-11-15"
"29209",2019,4,3,0,"2019-11-15"
"29211",2019,4,1,0,"2019-11-15"
"29213",2019,4,12,1502294,"2019-11-15"
"29215",2019,4,1,0,"2019-11-15"
"29217",2019,4,5,361852,"2019-11-15"
"29219",2019,4,7,640429,"2019-11-15"
"29221",2019,4,2,0,"2019-11-15"
"29225",2019,4,9,430607,"2019-11-15"
"29229",2019,4,3,0,"2019-11-15"
"29510",2019,4,49,5169968,"2019-11-15"
"29999",2019,4,20,1182529,"2019-11-15"
"30000",2019,4,479,47995273,"2019-11-15"
"30001",2019,4,3,0,"2019-11-15"
"30005",2019,4,1,0,"2019-11-15"
"30007",2019,4,2,0,"2019-11-15"
"30009",2019,4,1,0,"2019-11-15"
"30013",2019,4,40,3666589,"2019-11-15"
"30015",2019,4,1,0,"2019-11-15"
"30017",2019,4,6,660307,"2019-11-15"
"30019",2019,4,1,0,"2019-11-15"
"30021",2019,4,4,438352,"2019-11-15"
"30023",2019,4,5,230698,"2019-11-15"
"30025",2019,4,1,0,"2019-11-15"
"30027",2019,4,7,557421,"2019-11-15"
"30029",2019,4,59,7079313,"2019-11-15"
"30031",2019,4,69,5958325,"2019-11-15"
"30033",2019,4,1,0,"2019-11-15"
"30035",2019,4,2,0,"2019-11-15"
"30039",2019,4,1,0,"2019-11-15"
"30041",2019,4,3,334724,"2019-11-15"
"30043",2019,4,3,238496,"2019-11-15"
"30047",2019,4,9,650750,"2019-11-15"
"30049",2019,4,41,4386834,"2019-11-15"
"30051",2019,4,3,0,"2019-11-15"
"30053",2019,4,6,314149,"2019-11-15"
"30057",2019,4,3,0,"2019-11-15"
"30063",2019,4,56,6315541,"2019-11-15"
"30065",2019,4,1,0,"2019-11-15"
"30067",2019,4,6,398282,"2019-11-15"
"30071",2019,4,1,0,"2019-11-15"
"30073",2019,4,1,0,"2019-11-15"
"30077",2019,4,3,0,"2019-11-15"
"30081",2019,4,15,1076406,"2019-11-15"
"30083",2019,4,3,201821,"2019-11-15"
"30085",2019,4,1,0,"2019-11-15"
"30087",2019,4,2,0,"2019-11-15"
"30089",2019,4,3,0,"2019-11-15"
"30091",2019,4,1,0,"2019-11-15"
"30093",2019,4,24,1560064,"2019-11-15"
"30095",2019,4,1,0,"2019-11-15"
"30099",2019,4,2,0,"2019-11-15"
"30105",2019,4,3,221337,"2019-11-15"
"30111",2019,4,81,11593210,"2019-11-15"
"30999",2019,4,3,0,"2019-11-15"
"31000",2019,4,752,82914351,"2019-11-15"
"31001",2019,4,11,2130997,"2019-11-15"
"31003",2019,4,1,0,"2019-11-15"
"31011",2019,4,3,0,"2019-11-15"
"31013",2019,4,5,334329,"2019-11-15"
"31015",2019,4,2,0,"2019-11-15"
"31017",2019,4,1,0,"2019-11-15"
"31019",2019,4,27,2329420,"2019-11-15"
"31021",2019,4,1,0,"2019-11-15"
"31023",2019,4,2,0,"2019-11-15"
"31025",2019,4,5,283992,"2019-11-15"
"31027",2019,4,2,0,"2019-11-15"
"31029",2019,4,1,0,"2019-11-15"
"31031",2019,4,4,324489,"2019-11-15"
"31033",2019,4,3,193420,"2019-11-15"
"31035",2019,4,1,0,"2019-11-15"
"31037",2019,4,2,0,"2019-11-15"
"31039",2019,4,1,0,"2019-11-15"
"31041",2019,4,4,0,"2019-11-15"
"31043",2019,4,5,0,"2019-11-15"
"31045",2019,4,5,585734,"2019-11-15"
"31047",2019,4,11,1192832,"2019-11-15"
"31049",2019,4,1,0,"2019-11-15"
"31051",2019,4,2,0,"2019-11-15"
"31053",2019,4,17,1734035,"2019-11-15"
"31055",2019,4,254,29483166,"2019-11-15"
"31057",2019,4,1,0,"2019-11-15"
"31059",2019,4,1,0,"2019-11-15"
"31061",2019,4,1,0,"2019-11-15"
"31065",2019,4,1,0,"2019-11-15"
"31067",2019,4,8,607258,"2019-11-15"
"31069",2019,4,1,0,"2019-11-15"
"31071",2019,4,1,0,"2019-11-15"
"31079",2019,4,27,3013462,"2019-11-15"
"31081",2019,4,3,278769,"2019-11-15"
"31083",2019,4,1,0,"2019-11-15"
"31089",2019,4,4,361292,"2019-11-15"
"31093",2019,4,2,0,"2019-11-15"
"31095",2019,4,1,0,"2019-11-15"
"31097",2019,4,1,0,"2019-11-15"
"31099",2019,4,2,0,"2019-11-15"
"31101",2019,4,5,317073,"2019-11-15"
"31105",2019,4,1,0,"2019-11-15"
"31107",2019,4,3,0,"2019-11-15"
"31109",2019,4,129,16838970,"2019-11-15"
"31111",2019,4,16,1836644,"2019-11-15"
"31119",2019,4,19,2102768,"2019-11-15"
"31121",2019,4,1,0,"2019-11-15"
"31123",2019,4,1,0,"2019-11-15"
"31125",2019,4,1,0,"2019-11-15"
"31127",2019,4,2,0,"2019-11-15"
"31129",2019,4,1,0,"2019-11-15"
"31131",2019,4,7,433911,"2019-11-15"
"31133",2019,4,1,0,"2019-11-15"
"31135",2019,4,1,0,"2019-11-15"
"31137",2019,4,4,266189,"2019-11-15"
"31139",2019,4,3,0,"2019-11-15"
"31141",2019,4,8,1335847,"2019-11-15"
"31143",2019,4,2,0,"2019-11-15"
"31145",2019,4,6,449181,"2019-11-15"
"31147",2019,4,3,235074,"2019-11-15"
"31149",2019,4,1,0,"2019-11-15"
"31151",2019,4,5,159369,"2019-11-15"
"31153",2019,4,57,6151290,"2019-11-15"
"31155",2019,4,4,317953,"2019-11-15"
"31157",2019,4,20,2092451,"2019-11-15"
"31159",2019,4,6,1189157,"2019-11-15"
"31161",2019,4,1,0,"2019-11-15"
"31167",2019,4,1,0,"2019-11-15"
"31169",2019,4,1,0,"2019-11-15"
"31173",2019,4,1,0,"2019-11-15"
"31175",2019,4,2,0,"2019-11-15"
"31177",2019,4,5,366080,"2019-11-15"
"31179",2019,4,4,0,"2019-11-15"
"31185",2019,4,4,598717,"2019-11-15"
"31999",2019,4,0,0,"2019-11-15"
"32000",2019,4,1241,127332889,"2019-11-15"
"32001",2019,4,6,546214,"2019-11-15"
"32003",2019,4,903,88104126,"2019-11-15"
"32005",2019,4,24,2877326,"2019-11-15"
"32007",2019,4,18,2041655,"2019-11-15"
"32011",2019,4,0,0,"2019-11-15"
"32013",2019,4,5,528139,"2019-11-15"
"32015",2019,4,1,0,"2019-11-15"
"32017",2019,4,1,0,"2019-11-15"
"32019",2019,4,10,803643,"2019-11-15"
"32021",2019,4,1,0,"2019-11-15"
"32023",2019,4,7,764039,"2019-11-15"
"32027",2019,4,1,0,"2019-11-15"
"32029",2019,4,1,0,"2019-11-15"
"32031",2019,4,221,26666724,"2019-11-15"
"32033",2019,4,3,278799,"2019-11-15"
"32510",2019,4,39,4398561,"2019-11-15"
"33000",2019,4,592,97550760,"2019-11-15"
"33001",2019,4,31,3514326,"2019-11-15"
"33003",2019,4,16,1851140,"2019-11-15"
"33005",2019,4,29,4265129,"2019-11-15"
"33007",2019,4,7,0,"2019-11-15"
"33009",2019,4,44,5640586,"2019-11-15"
"33011",2019,4,201,35244636,"2019-11-15"
"33013",2019,4,60,10968901,"2019-11-15"
"33015",2019,4,145,25253573,"2019-11-15"
"33017",2019,4,47,8152374,"2019-11-15"
"33019",2019,4,10,0,"2019-11-15"
"33999",2019,4,2,0,"2019-11-15"
"34000",2019,4,4567,448802919,"2019-11-15"
"34001",2019,4,80,9961648,"2019-11-15"
"34003",2019,4,786,58854022,"2019-11-15"
"34005",2019,4,173,21795943,"2019-11-15"
"34007",2019,4,202,24973700,"2019-11-15"
"34009",2019,4,30,3964279,"2019-11-15"
"34011",2019,4,37,7739899,"2019-11-15"
"34013",2019,4,378,38098472,"2019-11-15"
"34015",2019,4,100,14782682,"2019-11-15"
"34017",2019,4,247,15666428,"2019-11-15"
"34019",2019,4,71,5770800,"2019-11-15"
"34021",2019,4,180,24469903,"2019-11-15"
"34023",2019,4,423,41026586,"2019-11-15"
"34025",2019,4,393,39758835,"2019-11-15"
"34027",2019,4,332,30667120,"2019-11-15"
"34029",2019,4,220,26869018,"2019-11-15"
"34031",2019,4,222,20150708,"2019-11-15"
"34033",2019,4,15,1067932,"2019-11-15"
"34035",2019,4,225,23883403,"2019-11-15"
"34037",2019,4,58,5188529,"2019-11-15"
"34039",2019,4,298,24357151,"2019-11-15"
"34041",2019,4,43,7169022,"2019-11-15"
"34999",2019,4,54,2586839,"2019-11-15"
"35000",2019,4,760,79161572,"2019-11-15"
"35001",2019,4,353,34699254,"2019-11-15"
"35005",2019,4,20,2665636,"2019-11-15"
"35006",2019,4,5,511394,"2019-11-15"
"35007",2019,4,4,431883,"2019-11-15"
"35009",2019,4,16,1545817,"2019-11-15"
"35013",2019,4,60,8232992,"2019-11-15"
"35015",2019,4,11,1222681,"2019-11-15"
"35017",2019,4,5,495481,"2019-11-15"
"35025",2019,4,10,1454648,"2019-11-15"
"35027",2019,4,4,257378,"2019-11-15"
"35028",2019,4,11,1649269,"2019-11-15"
"35029",2019,4,8,444585,"2019-11-15"
"35031",2019,4,14,1556861,"2019-11-15"
"35035",2019,4,12,1498992,"2019-11-15"
"35037",2019,4,1,0,"2019-11-15"
"35039",2019,4,4,473674,"2019-11-15"
"35041",2019,4,4,0,"2019-11-15"
"35043",2019,4,56,4224148,"2019-11-15"
"35045",2019,4,46,5396877,"2019-11-15"
"35047",2019,4,9,923952,"2019-11-15"
"35049",2019,4,72,8083031,"2019-11-15"
"35051",2019,4,1,0,"2019-11-15"
"35053",2019,4,5,173427,"2019-11-15"
"35055",2019,4,11,1282563,"2019-11-15"
"35057",2019,4,1,0,"2019-11-15"
"35061",2019,4,16,1447705,"2019-11-15"
"35999",2019,4,1,0,"2019-11-15"
"36000",2019,4,8322,857186907,"2019-11-15"
"36001",2019,4,117,11459578,"2019-11-15"
"36003",2019,4,6,488847,"2019-11-15"
"36005",2019,4,208,15550764,"2019-11-15"
"36007",2019,4,60,11387855,"2019-11-15"
"36009",2019,4,16,1583851,"2019-11-15"
"36011",2019,4,25,2277732,"2019-11-15"
"36013",2019,4,37,3033409,"2019-11-15"
"36015",2019,4,27,2872532,"2019-11-15"
"36017",2019,4,9,892513,"2019-11-15"
"36019",2019,4,27,3744010,"2019-11-15"
"36021",2019,4,13,1214875,"2019-11-15"
"36023",2019,4,12,1136085,"2019-11-15"
"36025",2019,4,8,480033,"2019-11-15"
"36027",2019,4,114,10575103,"2019-11-15"
"36029",2019,4,324,39762903,"2019-11-15"
"36031",2019,4,8,414145,"2019-11-15"
"36033",2019,4,8,686363,"2019-11-15"
"36035",2019,4,12,1086995,"2019-11-15"
"36037",2019,4,14,1750358,"2019-11-15"
"36039",2019,4,8,1209806,"2019-11-15"
"36043",2019,4,12,1288517,"2019-11-15"
"36045",2019,4,41,4317503,"2019-11-15"
"36047",2019,4,820,68892743,"2019-11-15"
"36049",2019,4,5,397123,"2019-11-15"
"36051",2019,4,18,2119731,"2019-11-15"
"36053",2019,4,15,1816630,"2019-11-15"
"36055",2019,4,291,29138785,"2019-11-15"
"36057",2019,4,17,1909087,"2019-11-15"
"36059",2019,4,979,91635006,"2019-11-15"
"36061",2019,4,1386,183301137,"2019-11-15"
"36063",2019,4,61,5429921,"2019-11-15"
"36065",2019,4,69,7650023,"2019-11-15"
"36067",2019,4,255,48715147,"2019-11-15"
"36069",2019,4,44,4646239,"2019-11-15"
"36071",2019,4,133,13193150,"2019-11-15"
"36073",2019,4,7,695160,"2019-11-15"
"36075",2019,4,20,2649368,"2019-11-15"
"36077",2019,4,16,1972955,"2019-11-15"
"36079",2019,4,32,3967413,"2019-11-15"
"36081",2019,4,948,60538099,"2019-11-15"
"36083",2019,4,40,0,"2019-11-15"
"36085",2019,4,190,18685116,"2019-11-15"
"36087",2019,4,185,14445112,"2019-11-15"
"36089",2019,4,20,2037904,"2019-11-15"
"36091",2019,4,93,15460561,"2019-11-15"
"36093",2019,4,54,4700776,"2019-11-15"
"36095",2019,4,4,1099430,"2019-11-15"
"36097",2019,4,2,0,"2019-11-15"
"36099",2019,4,8,347942,"2019-11-15"
"36101",2019,4,16,2037342,"2019-11-15"
"36103",2019,4,689,71540466,"2019-11-15"
"36105",2019,4,14,1046517,"2019-11-15"
"36107",2019,4,6,235305,"2019-11-15"
"36109",2019,4,35,3759638,"2019-11-15"
"36111",2019,4,57,5486868,"2019-11-15"
"36113",2019,4,29,3120158,"2019-11-15"
"36115",2019,4,7,760322,"2019-11-15"
"36117",2019,4,17,1758672,"2019-11-15"
"36119",2019,4,604,55405782,"2019-11-15"
"36121",2019,4,6,792863,"2019-11-15"
"36123",2019,4,1,0,"2019-11-15"
"36999",2019,4,23,3923748,"2019-11-15"
"37000",2019,4,1,0,"2019-11-15"
"37000",2019,4,3360,503853899,"2019-11-15"
"37001",2019,4,52,6444816,"2019-11-15"
"37003",2019,4,5,651224,"2019-11-15"
"37005",2019,4,2,0,"2019-11-15"
"37007",2019,4,1,0,"2019-11-15"
"37009",2019,4,4,659453,"2019-11-15"
"37011",2019,4,6,519330,"2019-11-15"
"37013",2019,4,13,1535286,"2019-11-15"
"37017",2019,4,3,0,"2019-11-15"
"37019",2019,4,40,7196310,"2019-11-15"
"37021",2019,4,118,18862147,"2019-11-15"
"37023",2019,4,23,3364887,"2019-11-15"
"37025",2019,4,66,8358007,"2019-11-15"
"37027",2019,4,15,1507383,"2019-11-15"
"37031",2019,4,26,3245056,"2019-11-15"
"37035",2019,4,62,8524808,"2019-11-15"
"37037",2019,4,14,1195044,"2019-11-15"
"37039",2019,4,7,659137,"2019-11-15"
"37041",2019,4,5,503985,"2019-11-15"
"37043",2019,4,3,330285,"2019-11-15"
"37045",2019,4,23,4045457,"2019-11-15"
"37047",2019,4,6,0,"2019-11-15"
"37049",2019,4,32,5374966,"2019-11-15"
"37051",2019,4,80,17259113,"2019-11-15"
"37053",2019,4,2,0,"2019-11-15"
"37055",2019,4,12,2132975,"2019-11-15"
"37057",2019,4,19,3381297,"2019-11-15"
"37059",2019,4,12,1098772,"2019-11-15"
"37061",2019,4,9,0,"2019-11-15"
"37063",2019,4,136,18952449,"2019-11-15"
"37065",2019,4,6,299775,"2019-11-15"
"37067",2019,4,117,29778451,"2019-11-15"
"37069",2019,4,7,465791,"2019-11-15"
"37071",2019,4,59,8331846,"2019-11-15"
"37075",2019,4,1,0,"2019-11-15"
"37077",2019,4,1,0,"2019-11-15"
"37077",2019,4,14,1234568,"2019-11-15"
"37079",2019,4,5,641386,"2019-11-15"
"37081",2019,4,204,31250877,"2019-11-15"
"37083",2019,4,8,1470471,"2019-11-15"
"37085",2019,4,15,2722368,"2019-11-15"
"37087",2019,4,16,2942835,"2019-11-15"
"37089",2019,4,44,4450532,"2019-11-15"
"37091",2019,4,3,0,"2019-11-15"
"37093",2019,4,7,1021851,"2019-11-15"
"37095",2019,4,1,0,"2019-11-15"
"37097",2019,4,70,7209182,"2019-11-15"
"37099",2019,4,11,862573,"2019-11-15"
"37101",2019,4,40,6839816,"2019-11-15"
"37103",2019,4,1,0,"2019-11-15"
"37105",2019,4,22,4173475,"2019-11-15"
"37107",2019,4,17,2787074,"2019-11-15"
"37109",2019,4,26,3710616,"2019-11-15"
"37111",2019,4,5,804802,"2019-11-15"
"37113",2019,4,11,966414,"2019-11-15"
"37115",2019,4,2,0,"2019-11-15"
"37117",2019,4,4,302442,"2019-11-15"
"37119",2019,4,550,71124261,"2019-11-15"
"37121",2019,4,4,212787,"2019-11-15"
"37123",2019,4,5,530743,"2019-11-15"
"37125",2019,4,42,7088131,"2019-11-15"
"37127",2019,4,26,4762509,"2019-11-15"
"37129",2019,4,120,15221768,"2019-11-15"
"37131",2019,4,1,0,"2019-11-15"
"37133",2019,4,31,6857798,"2019-11-15"
"37135",2019,4,59,9208170,"2019-11-15"
"37137",2019,4,3,0,"2019-11-15"
"37139",2019,4,10,1216278,"2019-11-15"
"37141",2019,4,13,1894082,"2019-11-15"
"37143",2019,4,2,0,"2019-11-15"
"37145",2019,4,7,426605,"2019-11-15"
"37147",2019,4,53,7337547,"2019-11-15"
"37149",2019,4,5,414111,"2019-11-15"
"37151",2019,4,29,4859115,"2019-11-15"
"37153",2019,4,8,993054,"2019-11-15"
"37155",2019,4,22,3978484,"2019-11-15"
"37157",2019,4,26,3361745,"2019-11-15"
"37159",2019,4,42,6053903,"2019-11-15"
"37161",2019,4,14,1075123,"2019-11-15"
"37163",2019,4,11,1059244,"2019-11-15"
"37165",2019,4,5,659847,"2019-11-15"
"37167",2019,4,11,1579685,"2019-11-15"
"37169",2019,4,5,792772,"2019-11-15"
"37171",2019,4,20,2781595,"2019-11-15"
"37173",2019,4,2,0,"2019-11-15"
"37175",2019,4,8,1227397,"2019-11-15"
"37179",2019,4,62,7132422,"2019-11-15"
"37181",2019,4,14,1228740,"2019-11-15"
"37183",2019,4,524,79082137,"2019-11-15"
"37185",2019,4,3,368709,"2019-11-15"
"37187",2019,4,1,0,"2019-11-15"
"37189",2019,4,22,3822676,"2019-11-15"
"37191",2019,4,24,3981251,"2019-11-15"
"37193",2019,4,14,2249446,"2019-11-15"
"37195",2019,4,15,3338084,"2019-11-15"
"37197",2019,4,4,698292,"2019-11-15"
"37199",2019,4,3,246546,"2019-11-15"
"37999",2019,4,28,0,"2019-11-15"
"38000",2019,4,273,44665610,"2019-11-15"
"38001",2019,4,1,0,"2019-11-15"
"38003",2019,4,2,0,"2019-11-15"
"38009",2019,4,3,0,"2019-11-15"
"38011",2019,4,2,0,"2019-11-15"
"38015",2019,4,51,10688621,"2019-11-15"
"38017",2019,4,80,13452611,"2019-11-15"
"38021",2019,4,2,0,"2019-11-15"
"38027",2019,4,1,0,"2019-11-15"
"38031",2019,4,2,0,"2019-11-15"
"38035",2019,4,24,5421143,"2019-11-15"
"38037",2019,4,1,0,"2019-11-15"
"38041",2019,4,1,0,"2019-11-15"
"38049",2019,4,1,0,"2019-11-15"
"38051",2019,4,1,0,"2019-11-15"
"38053",2019,4,2,0,"2019-11-15"
"38055",2019,4,1,0,"2019-11-15"
"38057",2019,4,3,0,"2019-11-15"
"38059",2019,4,6,470054,"2019-11-15"
"38061",2019,4,1,0,"2019-11-15"
"38065",2019,4,1,0,"2019-11-15"
"38067",2019,4,1,0,"2019-11-15"
"38069",2019,4,1,0,"2019-11-15"
"38071",2019,4,5,860786,"2019-11-15"
"38073",2019,4,3,363712,"2019-11-15"
"38077",2019,4,6,545659,"2019-11-15"
"38079",2019,4,2,0,"2019-11-15"
"38089",2019,4,10,1248293,"2019-11-15"
"38093",2019,4,9,1019892,"2019-11-15"
"38097",2019,4,2,0,"2019-11-15"
"38099",2019,4,3,581793,"2019-11-15"
"38101",2019,4,28,4086722,"2019-11-15"
"38103",2019,4,2,0,"2019-11-15"
"38105",2019,4,14,2132540,"2019-11-15"
"38999",2019,4,1,0,"2019-11-15"
"39000",2019,4,3950,468844981,"2019-11-15"
"39001",2019,4,4,389425,"2019-11-15"
"39003",2019,4,34,3704963,"2019-11-15"
"39005",2019,4,13,1988635,"2019-11-15"
"39007",2019,4,11,0,"2019-11-15"
"39009",2019,4,8,1263719,"2019-11-15"
"39011",2019,4,8,1291526,"2019-11-15"
"39013",2019,4,20,1741957,"2019-11-15"
"39015",2019,4,5,580132,"2019-11-15"
"39017",2019,4,123,16603393,"2019-11-15"
"39019",2019,4,4,447302,"2019-11-15"
"39021",2019,4,5,770351,"2019-11-15"
"39023",2019,4,43,4450125,"2019-11-15"
"39025",2019,4,48,5581281,"2019-11-15"
"39027",2019,4,9,888452,"2019-11-15"
"39029",2019,4,19,1694911,"2019-11-15"
"39031",2019,4,6,627577,"2019-11-15"
"39033",2019,4,11,888961,"2019-11-15"
"39035",2019,4,590,64622528,"2019-11-15"
"39037",2019,4,10,1348705,"2019-11-15"
"39039",2019,4,6,1861654,"2019-11-15"
"39041",2019,4,104,11889293,"2019-11-15"
"39043",2019,4,27,3604337,"2019-11-15"
"39045",2019,4,47,5296053,"2019-11-15"
"39047",2019,4,9,804571,"2019-11-15"
"39049",2019,4,543,68659164,"2019-11-15"
"39051",2019,4,9,938190,"2019-11-15"
"39053",2019,4,7,416269,"2019-11-15"
"39055",2019,4,32,2437944,"2019-11-15"
"39057",2019,4,68,8306830,"2019-11-15"
"39059",2019,4,12,1506885,"2019-11-15"
"39061",2019,4,331,45666913,"2019-11-15"
"39063",2019,4,25,2971107,"2019-11-15"
"39065",2019,4,4,468278,"2019-11-15"
"39067",2019,4,1,0,"2019-11-15"
"39069",2019,4,6,1612842,"2019-11-15"
"39071",2019,4,9,1008272,"2019-11-15"
"39073",2019,4,4,298816,"2019-11-15"
"39075",2019,4,5,1005802,"2019-11-15"
"39077",2019,4,13,1280448,"2019-11-15"
"39079",2019,4,4,0,"2019-11-15"
"39081",2019,4,22,1318722,"2019-11-15"
"39083",2019,4,19,2065027,"2019-11-15"
"39085",2019,4,103,12045998,"2019-11-15"
"39087",2019,4,12,748439,"2019-11-15"
"39089",2019,4,46,6004837,"2019-11-15"
"39091",2019,4,10,837648,"2019-11-15"
"39093",2019,4,98,11025220,"2019-11-15"
"39095",2019,4,147,25491658,"2019-11-15"
"39097",2019,4,9,1362105,"2019-11-15"
"39099",2019,4,91,6834852,"2019-11-15"
"39101",2019,4,25,1806615,"2019-11-15"
"39103",2019,4,59,6535315,"2019-11-15"
"39105",2019,4,3,46064,"2019-11-15"
"39107",2019,4,7,1693137,"2019-11-15"
"39109",2019,4,24,2537905,"2019-11-15"
"39111",2019,4,2,0,"2019-11-15"
"39113",2019,4,172,20995288,"2019-11-15"
"39115",2019,4,1,0,"2019-11-15"
"39117",2019,4,3,160968,"2019-11-15"
"39119",2019,4,35,3518406,"2019-11-15"
"39121",2019,4,1,0,"2019-11-15"
"39123",2019,4,10,729242,"2019-11-15"
"39125",2019,4,4,344725,"2019-11-15"
"39127",2019,4,3,0,"2019-11-15"
"39129",2019,4,15,1583996,"2019-11-15"
"39131",2019,4,7,350111,"2019-11-15"
"39133",2019,4,39,4606638,"2019-11-15"
"39135",2019,4,7,0,"2019-11-15"
"39137",2019,4,6,647759,"2019-11-15"
"39139",2019,4,42,4008318,"2019-11-15"
"39141",2019,4,21,2700974,"2019-11-15"
"39143",2019,4,14,1139549,"2019-11-15"
"39145",2019,4,15,0,"2019-11-15"
"39147",2019,4,15,1906968,"2019-11-15"
"39149",2019,4,8,1315168,"2019-11-15"
"39151",2019,4,132,14155232,"2019-11-15"
"39153",2019,4,193,23795216,"2019-11-15"
"39155",2019,4,66,6464989,"2019-11-15"
"39157",2019,4,27,2965269,"2019-11-15"
"39159",2019,4,12,1905969,"2019-11-15"
"39161",2019,4,11,0,"2019-11-15"
"39165",2019,4,75,9527940,"2019-11-15"
"39167",2019,4,21,2430416,"2019-11-15"
"39169",2019,4,28,2909349,"2019-11-15"
"39171",2019,4,6,1289971,"2019-11-15"
"39173",2019,4,27,4157550,"2019-11-15"
"39175",2019,4,5,216482,"2019-11-15"
"39999",2019,4,15,1207117,"2019-11-15"
"40000",2019,4,1402,142323221,"2019-11-15"
"40001",2019,4,2,0,"2019-11-15"
"40003",2019,4,1,0,"2019-11-15"
"40005",2019,4,2,0,"2019-11-15"
"40007",2019,4,1,0,"2019-11-15"
"40009",2019,4,7,423203,"2019-11-15"
"40011",2019,4,3,138285,"2019-11-15"
"40013",2019,4,11,932104,"2019-11-15"
"40015",2019,4,2,0,"2019-11-15"
"40017",2019,4,50,5369061,"2019-11-15"
"40019",2019,4,26,3035976,"2019-11-15"
"40021",2019,4,9,1004613,"2019-11-15"
"40023",2019,4,3,288863,"2019-11-15"
"40027",2019,4,98,11386445,"2019-11-15"
"40029",2019,4,1,0,"2019-11-15"
"40031",2019,4,31,3020503,"2019-11-15"
"40035",2019,4,2,0,"2019-11-15"
"40037",2019,4,11,1491867,"2019-11-15"
"40039",2019,4,13,1030472,"2019-11-15"
"40041",2019,4,8,1264964,"2019-11-15"
"40047",2019,4,23,2028341,"2019-11-15"
"40049",2019,4,6,0,"2019-11-15"
"40051",2019,4,15,1741107,"2019-11-15"
"40055",2019,4,2,0,"2019-11-15"
"40059",2019,4,1,0,"2019-11-15"
"40061",2019,4,1,0,"2019-11-15"
"40063",2019,4,2,0,"2019-11-15"
"40065",2019,4,6,501750,"2019-11-15"
"40069",2019,4,2,0,"2019-11-15"
"40071",2019,4,14,1583978,"2019-11-15"
"40073",2019,4,5,330494,"2019-11-15"
"40075",2019,4,2,0,"2019-11-15"
"40077",2019,4,1,0,"2019-11-15"
"40079",2019,4,7,393580,"2019-11-15"
"40081",2019,4,5,0,"2019-11-15"
"40083",2019,4,15,2004731,"2019-11-15"
"40087",2019,4,10,930016,"2019-11-15"
"40089",2019,4,4,296883,"2019-11-15"
"40091",2019,4,7,0,"2019-11-15"
"40093",2019,4,1,0,"2019-11-15"
"40095",2019,4,1,0,"2019-11-15"
"40097",2019,4,5,451960,"2019-11-15"
"40099",2019,4,3,0,"2019-11-15"
"40101",2019,4,21,1408529,"2019-11-15"
"40103",2019,4,3,107455,"2019-11-15"
"40109",2019,4,439,42956615,"2019-11-15"
"40111",2019,4,9,879968,"2019-11-15"
"40113",2019,4,5,471576,"2019-11-15"
"40115",2019,4,3,538455,"2019-11-15"
"40117",2019,4,3,0,"2019-11-15"
"40119",2019,4,29,2737985,"2019-11-15"
"40121",2019,4,15,1361877,"2019-11-15"
"40123",2019,4,12,1142661,"2019-11-15"
"40125",2019,4,21,1771890,"2019-11-15"
"40127",2019,4,2,0,"2019-11-15"
"40129",2019,4,1,0,"2019-11-15"
"40131",2019,4,30,3153925,"2019-11-15"
"40133",2019,4,6,450600,"2019-11-15"
"40135",2019,4,10,480274,"2019-11-15"
"40137",2019,4,13,1515606,"2019-11-15"
"40139",2019,4,3,0,"2019-11-15"
"40141",2019,4,1,0,"2019-11-15"
"40143",2019,4,323,35109492,"2019-11-15"
"40145",2019,4,8,0,"2019-11-15"
"40147",2019,4,16,2217466,"2019-11-15"
"40151",2019,4,3,266408,"2019-11-15"
"40153",2019,4,7,913545,"2019-11-15"
"41000",2019,4,1,0,"2019-11-15"
"41000",2019,4,1901,239511182,"2019-11-15"
"41001",2019,4,7,548427,"2019-11-15"
"41003",2019,4,40,5151044,"2019-11-15"
"41005",2019,4,210,25728091,"2019-11-15"
"41007",2019,4,18,2192441,"2019-11-15"
"41009",2019,4,18,1914393,"2019-11-15"
"41011",2019,4,22,3866661,"2019-11-15"
"41013",2019,4,6,501571,"2019-11-15"
