"dataset","NOHSS_topic","indicator_short","indicator_text","indicator_tooltip","geo_name","geo_abr","fips_code","fips_code_1","years","year_min","desired_direction","unit","value","lower_CI","upper_CI","indicator_calculation","base_population","geo_type","measure_value","measure_group","indicator","X6","geo_level","geo_abr_1","service","id"
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2010","2010","higher","percent",43.44454115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3714
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2011","2011","higher","percent",44.02297543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3715
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2012","2012","higher","percent",44.84497679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3716
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2013","2013","higher","percent",45.1619717,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3717
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2014","2014","higher","percent",47.55175553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3718
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2015","2015","higher","percent",46.19722518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3719
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2016","2016","higher","percent",51.56160341,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3720
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2017","2017","higher","percent",53.216777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3721
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2018","2018","higher","percent",53.31957506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3722
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wyoming","WY",NA,NA,"2019","2019","higher","percent",53.9049362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3723
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2010","2010","higher","percent",25.78976193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3724
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2011","2011","higher","percent",27.82316745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3725
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2012","2012","higher","percent",28.31476196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3726
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2013","2013","higher","percent",27.94580162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3727
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2014","2014","higher","percent",28.71713573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3728
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2015","2015","higher","percent",29.70465033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3729
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2016","2016","higher","percent",32.09559936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3730
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2017","2017","higher","percent",42.84801145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3731
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2018","2018","higher","percent",43.93834487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3732
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Wisconsin","WI",NA,NA,"2019","2019","higher","percent",44.54214688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3733
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2010","2010","higher","percent",50.00334826,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3734
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2011","2011","higher","percent",49.21440855,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3735
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2012","2012","higher","percent",51.51746123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3736
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2013","2013","higher","percent",52.14927846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3737
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2014","2014","higher","percent",51.23383325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3738
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2015","2015","higher","percent",52.56203511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3739
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2016","2016","higher","percent",56.18537336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3740
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2017","2017","higher","percent",52.51293946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3741
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2018","2018","higher","percent",52.94393557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3742
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","West Virginia","WV",NA,NA,"2019","2019","higher","percent",52.98891546,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3743
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2010","2010","higher","percent",55.40616462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3744
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2011","2011","higher","percent",56.79395302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3745
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2012","2012","higher","percent",58.11812028,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3746
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2013","2013","higher","percent",59.20301287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3747
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2014","2014","higher","percent",59.96334616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3748
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2015","2015","higher","percent",61.0362015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3749
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2016","2016","higher","percent",61.13253208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3750
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2017","2017","higher","percent",61.17493866,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3751
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2018","2018","higher","percent",61.49040805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3752
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Washington","WA",NA,NA,"2019","2019","higher","percent",61.89827958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3753
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2010","2010","higher","percent",49.85599383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3754
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2011","2011","higher","percent",50.54600986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3755
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2012","2012","higher","percent",51.53655543,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3756
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2013","2013","higher","percent",51.62202599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3757
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2014","2014","higher","percent",52.31245049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3758
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2015","2015","higher","percent",52.87010578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3759
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2016","2016","higher","percent",53.20304493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3760
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2017","2017","higher","percent",55.7521107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3761
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2018","2018","higher","percent",55.76241121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3762
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Virginia","VA",NA,NA,"2019","2019","higher","percent",54.38046365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3763
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2010","2010","higher","percent",58.78366728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3764
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2011","2011","higher","percent",59.39574352,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3765
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2012","2012","higher","percent",60.08582954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3766
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2013","2013","higher","percent",59.88163837,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3767
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2014","2014","higher","percent",62.29569825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3768
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2015","2015","higher","percent",58.83477107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3769
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2016","2016","higher","percent",58.18671982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3770
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2017","2017","higher","percent",59.62312428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3771
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2018","2018","higher","percent",61.12847508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3772
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Vermont","VT",NA,NA,"2019","2019","higher","percent",61.65385206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3773
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2010","2010","higher","percent",49.33245514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3774
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2011","2011","higher","percent",49.22819669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3775
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2012","2012","higher","percent",51.42972676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3776
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2013","2013","higher","percent",52.78891839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3777
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2014","2014","higher","percent",48.37061886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3778
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2015","2015","higher","percent",54.47650716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3779
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2016","2016","higher","percent",53.74161462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3780
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2017","2017","higher","percent",51.52986555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3781
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2018","2018","higher","percent",54.59090583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3782
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Utah","UT",NA,NA,"2019","2019","higher","percent",55.65486685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3783
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2010","2010","higher","percent",46.39068568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3784
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2011","2011","higher","percent",47.12438272,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3785
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2012","2012","higher","percent",48.08875576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3786
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2013","2013","higher","percent",48.31114641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3787
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2014","2014","higher","percent",49.24488445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3788
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2015","2015","higher","percent",49.69546869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3789
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2016","2016","higher","percent",50.40720134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3790
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2017","2017","higher","percent",51.668811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3791
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2018","2018","higher","percent",51.70683521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3792
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","United States","USA",NA,NA,"2019","2019","higher","percent",52.33293007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3793
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Texas","TX",NA,NA,"2010","2010","higher","percent",66.49510684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3794
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Texas","TX",NA,NA,"2011","2011","higher","percent",68.94723015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3795
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Texas","TX",NA,NA,"2012","2012","higher","percent",66.42516943,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3796
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Texas","TX",NA,NA,"2013","2013","higher","percent",64.19703805,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3797
"CMS 416","access to care","Medicaid/CHIP any dental","percent of children ages 1-20 enrolled in Medicaid or CHIP who received an annual dental visit","children ages 1-20 enrolled in Medicaid or CHIP received a dental visit","Texas","TX",NA,NA,"2014","2014","higher","percent",62.85074835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3798
