provider_specialty_id,provider_id,specialty
40823,1649447095,General Dentistry
40824,1649449109,General Dentistry
40825,1649473968,General Dentistry
40826,1649493503,General Dentistry
40827,1649530569,General Dentistry
40828,1649552183,General Dentistry
40829,1649574203,General Dentistry
40830,1649591918,General Dentistry
40831,1649684655,General Dentistry
40832,1649685637,General Dentistry
40833,1649704719,Pediatric Dentistry
40834,1649704867,General Dentistry
40835,1376535518,Oral and Maxillofacial Surgery
40836,1376561712,Oral and Maxillofacial Surgery
40837,1376567115,Pediatric Dentistry
40838,1376633792,General Dentistry
40839,1376672121,Pediatric Dentistry
40840,1376681916,General Dentistry
40841,1376701268,Endodontics
40842,1376705731,General Dentistry
40843,1376743377,Pediatric Dentistry
40844,1376809798,General Dentistry
40845,1376947127,General Dentistry
40846,1386119055,General Dentistry
40847,1386130417,General Dentistry
40848,1386164762,General Dentistry
40849,1386174589,General Dentistry
40850,1386178499,General Dentistry
40851,1386629293,General Dentistry
40852,1107274,Oral and Maxillofacial Surgery
40853,1386699379,Oral and Maxillofacial Surgery
40854,1386715738,Pediatric Dentistry
40855,1386756054,Pediatric Dentistry
40856,1386829133,General Dentistry
40857,1386865137,General Dentistry
40858,1386909422,General Dentistry
40859,1386931517,General Dentistry
40860,1386999605,General Dentistry
40861,1396072161,General Dentistry
40862,1396122248,General Dentistry
40863,1396145645,General Dentistry
40864,1396814133,General Dentistry
40865,1396873634,General Dentistry
40866,1396886727,General Dentistry
40867,1396897237,General Dentistry
40868,1407062672,General Dentistry
40869,1407206840,General Dentistry
40870,1407246168,General Dentistry
40871,1407321029,General Dentistry
40872,1407839244,General Dentistry
40873,1407956485,General Dentistry
40874,1407957392,General Dentistry
40875,1407967144,General Dentistry
40876,1407973274,General Dentistry
40877,1407990252,General Dentistry
40878,1417077959,General Dentistry
40879,1417090390,Pediatric Dentistry
40880,1417090556,General Dentistry
40881,1417098088,General Dentistry
40882,1417120411,General Dentistry
40883,1417161936,General Dentistry
40884,1417195116,General Dentistry
40885,1417214396,Pediatric Dentistry
40886,1417236613,General Dentistry
40887,1417349994,General Dentistry
40888,1427135623,General Dentistry
40889,1427154640,General Dentistry
40890,1427191220,Pediatric Dentistry
40891,1427268325,General Dentistry
40892,1427268671,General Dentistry
40893,1427280213,General Dentistry
40894,1427342328,General Dentistry
40895,1427420843,General Dentistry
40896,1427461961,General Dentistry
40897,1437135928,General Dentistry
40898,1437147741,General Dentistry
40899,1437177995,General Dentistry
40900,1437303450,General Dentistry
40901,1437361136,General Dentistry
40902,1437381779,General Dentistry
40903,1107294,General Dentistry
40904,1437390481,General Dentistry
40905,1437507837,General Dentistry
40906,1437561487,General Dentistry
40907,1107291,Endodontics
40908,1437593985,General Dentistry
40909,1437596285,General Dentistry
40910,1447212931,Pediatric Dentistry
40911,1447261342,General Dentistry
40912,1447323993,Pediatric Dentistry
40913,1447378195,General Dentistry
40914,1447391503,General Dentistry
40915,1447393871,General Dentistry
40916,1447422316,Pediatric Dentistry
40917,1447507256,General Dentistry
40918,1107292,General Dentistry
40919,1447676358,General Dentistry
40920,1447707260,General Dentistry
40921,1447773924,General Dentistry
40922,1457340895,Pediatric Dentistry
40923,1457411183,General Dentistry
40924,1457414567,General Dentistry
40925,1457499006,General Dentistry
40926,1457514184,Pediatric Dentistry
40927,1730182726,General Dentistry
40928,1730198938,General Dentistry
40929,1730201906,General Dentistry
40930,1730207762,General Dentistry
40931,1730217639,General Dentistry
40932,1730263732,General Dentistry
40933,1730301052,General Dentistry
40934,1740249390,General Dentistry
40935,1740271915,Oral and Maxillofacial Surgery
40936,1740292929,General Dentistry
40937,1740298371,General Dentistry
40938,1740313618,Pediatric Dentistry
40939,1740328376,General Dentistry
40940,1740328731,General Dentistry
40941,1740338979,General Dentistry
40942,1740380294,General Dentistry
40943,1740388073,Oral and Maxillofacial Surgery
40944,1740530393,Oral and Maxillofacial Surgery
40945,1740550649,General Dentistry
40946,1740619691,General Dentistry
40947,1740835883,General Dentistry
40948,1750372264,General Dentistry
40949,1750384962,General Dentistry
40950,1750402640,General Dentistry
40951,1750430005,General Dentistry
40952,1750502852,General Dentistry
40953,1750522181,General Dentistry
40954,1750535613,General Dentistry
40955,1750552998,General Dentistry
40956,1750594578,Pediatric Dentistry
40957,1750630646,Pediatric Dentistry
40958,1750691440,General Dentistry
40959,1750692190,General Dentistry
40960,1750716742,General Dentistry
40961,1760415616,Endodontics
40962,1760452890,Endodontics
40963,1760471254,General Dentistry
40964,1760632533,General Dentistry
40965,1760634836,General Dentistry
40966,1760638894,General Dentistry
40967,1760662621,Oral and Maxillofacial Surgery
40968,1760823892,General Dentistry
40969,1770066243,General Dentistry
40970,1770071334,General Dentistry
40971,1770541971,General Dentistry
40972,1770573933,General Dentistry
40973,1770590580,Pediatric Dentistry
40974,1770634248,General Dentistry
40975,1770634446,General Dentistry
40976,1770707390,General Dentistry
40977,1770843120,General Dentistry
40978,1770869877,General Dentistry
40979,1770923526,General Dentistry
40980,1107295,General Dentistry
40981,1780038752,General Dentistry
40982,1780090464,General Dentistry
40983,1780659730,Pediatric Dentistry
40984,1780719963,General Dentistry
40985,1780756288,General Dentistry
40986,1780759647,General Dentistry
40987,1780768457,General Dentistry
40988,1780779660,General Dentistry
40989,1780781385,General Dentistry
40990,1780812057,General Dentistry
40991,1780831024,General Dentistry
40992,1780831289,Pediatric Dentistry
40993,1780847590,General Dentistry
40994,1780861831,General Dentistry
40995,1780885293,General Dentistry
40996,1780910745,General Dentistry
40997,1780925222,General Dentistry
40998,1780956235,General Dentistry
40999,1780972315,General Dentistry
41000,1780988576,General Dentistry
41001,1790037372,Endodontics
41002,1790076594,Pediatric Dentistry
41003,1790079697,General Dentistry
41004,1790156131,General Dentistry
41005,1790166650,General Dentistry
41006,1790760700,Oral and Maxillofacial Surgery
41007,1790799765,General Dentistry
41008,1790856623,General Dentistry
41009,1790857191,General Dentistry
41010,1790857613,General Dentistry
41011,1790898922,General Dentistry
41012,1790901650,General Dentistry
41013,1790931822,General Dentistry
41014,1790940518,General Dentistry
41015,1107297,General Dentistry
41016,1801012356,General Dentistry
41017,1801017181,General Dentistry
41018,1801033329,General Dentistry
41019,1801159637,Oral and Maxillofacial Surgery
41020,1107299,General Dentistry
41021,1801878038,Pediatric Dentistry
41022,1801929047,Endodontics
41023,1801962030,Oral and Maxillofacial Surgery
41024,1801969464,General Dentistry
41025,1801993530,General Dentistry
41026,1811126261,General Dentistry
41027,1811161151,General Dentistry
41028,1811227614,General Dentistry
41029,1811259260,General Dentistry
41030,1811445380,General Dentistry
41031,1811919145,General Dentistry
41032,1821003682,General Dentistry
41033,1821149980,General Dentistry
41034,1821175324,General Dentistry
41035,1821221367,General Dentistry
41036,1821231267,Pediatric Dentistry
41037,1821251141,General Dentistry
41038,1821294836,General Dentistry
41039,1821648486,General Dentistry
41040,1831213917,General Dentistry
41041,1831216233,General Dentistry
41042,1831217348,General Dentistry
41043,1831267541,General Dentistry
41044,1831310127,General Dentistry
41045,1831341247,General Dentistry
41046,1831368174,General Dentistry
41047,1831423722,General Dentistry
41048,1205914421,Pediatric Dentistry
41049,1205974771,General Dentistry
41050,1215112313,General Dentistry
41051,1215198858,General Dentistry
41052,1215220173,Pediatric Dentistry
41053,1215275425,General Dentistry
41054,1215379995,General Dentistry
41055,1215385331,General Dentistry
41056,1215386529,General Dentistry
41057,1215969779,General Dentistry
41058,1215977731,General Dentistry
41059,1225074149,General Dentistry
41060,1225110315,General Dentistry
41061,1225122203,General Dentistry
41062,1225163686,Pediatric Dentistry
41063,1225170681,Pediatric Dentistry
41064,1225194640,General Dentistry
41065,1225263551,General Dentistry
41066,1225285091,General Dentistry
41067,1225299225,Oral and Maxillofacial Surgery
41068,1225343767,General Dentistry
41069,1225452279,General Dentistry
41070,1225478282,General Dentistry
41071,1225546401,General Dentistry
41072,1235254269,General Dentistry
41073,1235307257,General Dentistry
41074,1235315888,General Dentistry
41075,1235332073,Oral and Maxillofacial Surgery
41076,1235358953,Pediatric Dentistry
41077,1235369125,General Dentistry
41078,1235481672,General Dentistry
41079,1235540345,General Dentistry
41080,1235572033,Endodontics
41081,1235782095,General Dentistry
41082,1107296,Oral and Maxillofacial Surgery
41083,1245217447,Endodontics
41084,1245224088,Pediatric Dentistry
41085,1245365543,General Dentistry
41086,1245398346,General Dentistry
41087,1245416890,General Dentistry
41088,1245420256,General Dentistry
41089,1245438373,General Dentistry
41090,1245453489,General Dentistry
41091,1245456318,General Dentistry
41092,1245524073,Pediatric Dentistry
41093,1245527886,General Dentistry
41094,1245590959,Pediatric Dentistry
41095,1245595826,General Dentistry
41096,1245662253,General Dentistry
41097,1255329397,General Dentistry
41098,1255455143,General Dentistry
41099,1255498861,General Dentistry
41100,1255528493,Pediatric Dentistry
41101,1255535886,General Dentistry
41102,1255544748,Oral and Maxillofacial Surgery
41103,1255589610,Oral and Maxillofacial Surgery
41104,1255600839,General Dentistry
41105,1255790424,Pediatric Dentistry
41106,1265556658,Pediatric Dentistry
41107,1265583330,General Dentistry
41108,1265634133,General Dentistry
41109,1265696322,General Dentistry
41110,1265751937,General Dentistry
41111,1265804595,General Dentistry
41112,1265880306,General Dentistry
41113,1265883573,Pediatric Dentistry
41114,1275516809,General Dentistry
41115,1275558124,General Dentistry
41116,1275605651,General Dentistry
41117,1275608671,General Dentistry
41118,1275670937,Oral and Maxillofacial Surgery
41119,1275678559,General Dentistry
41120,1275788333,General Dentistry
41121,1275828287,Pediatric Dentistry
41122,1275847618,General Dentistry
41123,1285019299,General Dentistry
41124,1285652339,Oral and Maxillofacial Surgery
41125,1285798306,General Dentistry
41126,1285860189,General Dentistry
41127,1285911222,Pediatric Dentistry
41128,1285946848,General Dentistry
41129,1295029007,General Dentistry
41130,1295042398,Pediatric Dentistry
41131,1295175420,General Dentistry
41132,1295714004,Oral and Maxillofacial Surgery
41133,1295775831,General Dentistry
41134,1295800977,General Dentistry
41135,1295803369,General Dentistry
41136,1295811487,General Dentistry
41137,1295818219,General Dentistry
41138,1295826733,General Dentistry
41139,1295873818,General Dentistry
41140,1295881597,Pediatric Dentistry
41141,1295901478,General Dentistry
41142,1295927531,Pediatric Dentistry
41143,1295952695,Pediatric Dentistry
41144,1295993301,General Dentistry
41145,1306069240,General Dentistry
41146,1107300,General Dentistry
41147,1831458967,General Dentistry
41148,1831527464,General Dentistry
41149,1841201076,General Dentistry
41150,1841320942,General Dentistry
41151,1841371630,Oral and Maxillofacial Surgery
41152,1841452596,General Dentistry
41153,1841485927,General Dentistry
41154,1841488707,General Dentistry
41155,1841549797,General Dentistry
41156,1841669603,General Dentistry
41157,1841683059,General Dentistry
41158,1851389233,General Dentistry
41159,1851418826,General Dentistry
41160,1851451660,General Dentistry
41161,1851479000,Pediatric Dentistry
41162,1851619373,General Dentistry
41163,1851633416,General Dentistry
41164,1861446106,General Dentistry
41165,1861541336,General Dentistry
41166,1861644163,Endodontics
41167,1861747453,General Dentistry
41168,1861874018,General Dentistry
41169,1861875353,General Dentistry
41170,1861935769,General Dentistry
41171,1871060418,General Dentistry
41172,1871554501,General Dentistry
41173,1871583401,General Dentistry
41174,1871625954,Pediatric Dentistry
41175,1871648410,General Dentistry
41176,1871727594,Pediatric Dentistry
41177,1871745307,General Dentistry
41178,1871777391,General Dentistry
41179,1871806521,General Dentistry
41180,1871883140,Pediatric Dentistry
41181,1871887521,Pediatric Dentistry
41182,1871997767,General Dentistry
41183,1881691251,General Dentistry
41184,1881711851,General Dentistry
41185,1881752806,General Dentistry
41186,1881766913,General Dentistry
41187,1881773257,General Dentistry
41188,1881795672,General Dentistry
41189,1881859148,Pediatric Dentistry
41190,1881979813,General Dentistry
41191,1891127866,General Dentistry
41192,1891137410,General Dentistry
41193,1891177101,Pediatric Dentistry
41194,1891702544,General Dentistry
41195,1891815338,General Dentistry
41196,1891858080,General Dentistry
41197,1891869863,General Dentistry
41198,1891905790,General Dentistry
41199,1891965125,General Dentistry
41200,1891991725,Pediatric Dentistry
41201,1902008865,General Dentistry
41202,1902053309,Oral and Maxillofacial Surgery
41203,1902056807,General Dentistry
41204,1902175599,General Dentistry
41205,1902232614,Endodontics
41206,1107284,General Dentistry
41207,1902355456,General Dentistry
41208,1902880008,General Dentistry
41209,1902880552,General Dentistry
41210,1902881105,Pediatric Dentistry
41211,1902898430,General Dentistry
41212,1902903818,General Dentistry
41213,1902919921,General Dentistry
41214,1902960958,Oral and Maxillofacial Surgery
41215,1912111741,Pediatric Dentistry
41216,1912135674,General Dentistry
41217,1912215856,General Dentistry
41218,1912341074,Oral and Maxillofacial Surgery
41219,1912358979,General Dentistry
41220,1912364449,General Dentistry
41221,1912387333,General Dentistry
41222,1912474982,General Dentistry
41223,1922019330,Oral and Maxillofacial Surgery
41224,1922030329,Pediatric Dentistry
41225,1922067099,General Dentistry
41226,1922099225,Pediatric Dentistry
41227,1922107598,General Dentistry
41228,1922145531,General Dentistry
41229,1922173335,General Dentistry
41230,1922189174,General Dentistry
41231,1922214261,General Dentistry
41232,1922218577,General Dentistry
41233,1124232111,General Dentistry
41234,1124395652,General Dentistry
41235,1124479647,General Dentistry
41236,1124680087,General Dentistry
41237,1134210156,General Dentistry
41238,1134214810,General Dentistry
41239,1134271711,Oral and Maxillofacial Surgery
41240,1134289200,General Dentistry
41241,1134416290,Oral and Maxillofacial Surgery
41242,1107279,Pediatric Dentistry
41243,1134520620,General Dentistry
41244,1134550296,General Dentistry
41245,1134565328,General Dentistry
41246,1134630866,General Dentistry
41247,1144209750,Pediatric Dentistry
41248,1144210816,General Dentistry
41249,1144211046,General Dentistry
41250,1144301821,General Dentistry
41251,1144368267,Pediatric Dentistry
41252,1144387218,General Dentistry
41253,1144412032,General Dentistry
41254,1144552373,General Dentistry
41255,1144567900,General Dentistry
41256,1144610916,General Dentistry
41257,1144747163,General Dentistry
41258,1154303634,General Dentistry
41259,1154417715,General Dentistry
41260,1154433365,General Dentistry
41261,1154458784,General Dentistry
41262,1154499598,General Dentistry
41263,1154531358,General Dentistry
41264,1154548543,Pediatric Dentistry
41265,1154584233,General Dentistry
41266,1154635787,General Dentistry
41267,1154673341,General Dentistry
41268,1154686228,Endodontics
41269,1154720910,General Dentistry
41270,1164402384,General Dentistry
41271,1164405767,Pediatric Dentistry
41272,1107278,Oral and Maxillofacial Surgery
41273,1164541892,Endodontics
41274,1164643086,General Dentistry
41275,1164648010,General Dentistry
41276,1164652434,General Dentistry
41277,1164666905,General Dentistry
41278,1164683546,Oral and Maxillofacial Surgery
41279,1164688313,General Dentistry
41280,1164693909,General Dentistry
41281,1164717674,Endodontics
41282,1164727145,General Dentistry
41283,1164734752,General Dentistry
41284,1164770491,General Dentistry
41285,1164822219,General Dentistry
41286,1164881439,General Dentistry
41287,1164909644,General Dentistry
41288,1164941605,General Dentistry
41289,1174052047,General Dentistry
41290,1174188692,General Dentistry
41291,1174535736,General Dentistry
41292,1174560866,General Dentistry
41293,1174603559,General Dentistry
41294,1174622773,General Dentistry
41295,1174641419,Pediatric Dentistry
41296,1174678718,General Dentistry
41297,1174680227,General Dentistry
41298,1174693329,Orthodontics and Dentofacial Orthopedics
41299,1174721393,Endodontics
41300,1174737936,General Dentistry
41301,1174739627,General Dentistry
41302,1174784623,General Dentistry
41303,1174798268,Endodontics
41304,1174811855,General Dentistry
41305,1174814537,Pediatric Dentistry
41306,1174848667,General Dentistry
41307,1107283,Pediatric Dentistry
41308,1184077786,General Dentistry
41309,1184079188,Pediatric Dentistry
41310,1184149221,General Dentistry
41311,1184172280,General Dentistry
41312,1184287260,General Dentistry
41313,1184612319,General Dentistry
41314,1184614562,Pediatric Dentistry
41315,1184691263,Pediatric Dentistry
41316,1184705394,General Dentistry
41317,1184766933,General Dentistry
41318,1184794562,Pediatric Dentistry
41319,1184828378,General Dentistry
41320,1184837452,Pediatric Dentistry
41321,1184842304,General Dentistry
41322,1184868184,Pediatric Dentistry
41323,1184914988,General Dentistry
41324,1184936494,Pediatric Dentistry
41325,1194210344,General Dentistry
41326,1194799064,General Dentistry
41327,1194806984,Oral and Maxillofacial Surgery
41328,1194880633,Pediatric Dentistry
41329,1194915025,Pediatric Dentistry
41330,1194916189,Pediatric Dentistry
41331,1205036464,Pediatric Dentistry
41332,1205082245,General Dentistry
41333,1205123346,General Dentistry
41334,1205132966,General Dentistry
41335,1205167186,General Dentistry
41336,1205368610,General Dentistry
41337,1205800729,Pediatric Dentistry
41338,1205818325,Oral and Maxillofacial Surgery
41339,1659362812,General Dentistry
41340,1659388254,General Dentistry
41341,1659437762,General Dentistry
41342,1659460467,Endodontics
41343,1107287,General Dentistry
41344,1659539690,General Dentistry
41345,1659551067,General Dentistry
41346,1659565596,General Dentistry
41347,1659601656,General Dentistry
41348,1659627123,General Dentistry
41349,1659638237,Pediatric Dentistry
41350,1659643021,Pediatric Dentistry
41351,1659650273,General Dentistry
41352,1659667236,General Dentistry
41353,1659752590,Pediatric Dentistry
41354,1659812345,General Dentistry
41355,1669460069,General Dentistry
41356,1669558854,General Dentistry
41357,1669577847,General Dentistry
41358,1669603270,General Dentistry
41359,1669626107,General Dentistry
41360,1669677852,Pediatric Dentistry
41361,1669735775,General Dentistry
41362,1669761334,General Dentistry
41363,1107280,General Dentistry
41364,1669948105,General Dentistry
41365,1679094866,General Dentistry
41366,1679623136,General Dentistry
41367,1679626881,Oral and Maxillofacial Surgery
41368,1679628184,General Dentistry
41369,1679702765,Pediatric Dentistry
41370,1679730709,Oral and Maxillofacial Surgery
41371,1679732366,Pediatric Dentistry
41372,1679738892,General Dentistry
41373,1679766794,Oral and Maxillofacial Surgery
41374,1679838437,General Dentistry
41375,1679980130,General Dentistry
41376,1679980254,General Dentistry
41377,1689011157,General Dentistry
41378,1689015919,General Dentistry
41379,1689110934,General Dentistry
41380,1689663346,Oral and Maxillofacial Surgery
41381,1689711251,General Dentistry
41382,1689718751,Endodontics
41383,1689808834,General Dentistry
41384,1689834723,General Dentistry
41385,1689834806,General Dentistry
41386,1689895815,Endodontics
41387,1689908766,General Dentistry
41388,1689922080,General Dentistry
41389,1689952087,General Dentistry
41390,1689976805,General Dentistry
41391,1689994659,Pediatric Dentistry
41392,1699004275,General Dentistry
41393,1699086389,General Dentistry
41394,1699180943,Pediatric Dentistry
41395,1699252718,General Dentistry
41396,1699276279,General Dentistry
41397,1699811901,Oral and Maxillofacial Surgery
41398,1699853960,General Dentistry
41399,1699901157,General Dentistry
41400,1699949156,General Dentistry
41401,1700010709,Endodontics
41402,1700015542,General Dentistry
41403,1700017589,General Dentistry
41404,1700070968,General Dentistry
41405,1700099082,Pediatric Dentistry
41406,1700205010,General Dentistry
41407,1700267523,General Dentistry
41408,1700301322,General Dentistry
41409,1700864840,Endodontics
41410,1700893856,General Dentistry
41411,1700904752,General Dentistry
41412,1700911856,General Dentistry
41413,1700931748,General Dentistry
41414,1710004304,General Dentistry
41415,1710017231,General Dentistry
41416,1710035878,Endodontics
41417,1710041272,General Dentistry
41418,1710135272,General Dentistry
41419,1710150156,General Dentistry
41420,1710187935,Pediatric Dentistry
41421,1710280607,Endodontics
41422,1710393129,General Dentistry
41423,1710466727,General Dentistry
41424,1720136252,General Dentistry
41425,1720154495,Oral and Maxillofacial Surgery
41426,1720311178,General Dentistry
41427,1720343387,Pediatric Dentistry
41428,1720363781,General Dentistry
41429,1720366099,Pediatric Dentistry
41430,1720373947,Pediatric Dentistry
41431,1720391030,General Dentistry
41432,1720394794,Pediatric Dentistry
41433,1720412042,General Dentistry
41434,1720597347,General Dentistry
41435,1730121468,General Dentistry
41436,1730177189,General Dentistry
41437,1730177890,General Dentistry
41438,1003046749,General Dentistry
41439,1003098740,General Dentistry
41440,1003833518,General Dentistry
41441,1003897927,Endodontics
41442,1003948704,General Dentistry
41443,1003952706,General Dentistry
41444,1013034891,General Dentistry
41445,1013181767,Pediatric Dentistry
41446,1013298074,General Dentistry
41447,1013425834,General Dentistry
41448,1306106091,Pediatric Dentistry
41449,1306155411,General Dentistry
41450,1306256763,Pediatric Dentistry
41451,1306288824,General Dentistry
41452,1306294566,General Dentistry
41453,1306343306,General Dentistry
41454,1306825484,General Dentistry
41455,1306870282,General Dentistry
41456,1306970561,General Dentistry
41457,1316015134,Pediatric Dentistry
41458,1316024318,General Dentistry
41459,1316043383,General Dentistry
41460,1316095755,General Dentistry
41461,1316116320,General Dentistry
41462,1316156771,General Dentistry
41463,1316201536,General Dentistry
41464,1316226202,General Dentistry
41465,1316229313,Pediatric Dentistry
41466,1107288,General Dentistry
41467,1316353071,Pediatric Dentistry
41468,1316397722,General Dentistry
41469,1316399413,General Dentistry
41470,1316404775,General Dentistry
41471,1316938228,General Dentistry
41472,1326007873,General Dentistry
41473,1326013376,General Dentistry
41474,1326102856,General Dentistry
41475,1326110099,General Dentistry
41476,1326115551,Oral and Maxillofacial Surgery
41477,1326120569,General Dentistry
41478,1326254244,General Dentistry
41479,1326260506,General Dentistry
41480,1326262692,General Dentistry
41481,1326376237,General Dentistry
41482,1326406265,General Dentistry
41483,1336149715,General Dentistry
41484,1336158559,General Dentistry
41485,1336248178,General Dentistry
41486,1336356237,General Dentistry
41487,1336359504,Endodontics
41488,1336368125,General Dentistry
41489,1336373075,General Dentistry
41490,1336405976,Oral and Maxillofacial Surgery
41491,1336463322,General Dentistry
41492,1336794155,General Dentistry
41493,1346245198,Oral and Maxillofacial Surgery
41494,1346251337,General Dentistry
41495,1346287638,General Dentistry
41496,1346335825,Pediatric Dentistry
41497,1346388840,General Dentistry
41498,1346399649,General Dentistry
41499,1346427820,General Dentistry
41500,1346450152,General Dentistry
41501,1346470101,General Dentistry
41502,1346487592,General Dentistry
41503,1346533627,Oral and Maxillofacial Surgery
41504,1346579570,General Dentistry
41505,1356369441,General Dentistry
41506,1356427389,Pediatric Dentistry
41507,1356455976,General Dentistry
41508,1356487003,General Dentistry
41509,1356508493,Oral and Maxillofacial Surgery
41510,1356585335,General Dentistry
41511,1356599815,General Dentistry
41512,1356677728,General Dentistry
41513,1356775613,General Dentistry
41514,1356817803,General Dentistry
41515,1356835128,General Dentistry
41516,1356877849,General Dentistry
41517,1366427494,General Dentistry
41518,1366507063,General Dentistry
41519,1366568792,General Dentistry
41520,1366579963,General Dentistry
41521,1366580078,General Dentistry
41522,1366679706,Orthodontics and Dentofacial Orthopedics
41523,1366681199,General Dentistry
41524,1366692147,General Dentistry
41525,1366739252,General Dentistry
41526,1366857617,General Dentistry
41527,1366858151,Endodontics
41528,1366880593,General Dentistry
41529,1107282,General Dentistry
41530,1366923336,General Dentistry
41531,1376523811,General Dentistry
41532,1922246289,General Dentistry
41533,1922261908,Endodontics
41534,1922263391,General Dentistry
41535,1922356070,General Dentistry
41536,1922521715,General Dentistry
41537,1922535657,Pediatric Dentistry
41538,1932137627,General Dentistry
41539,1932170685,General Dentistry
41540,1932237385,Pediatric Dentistry
41541,1932247558,General Dentistry
41542,1932265055,Pediatric Dentistry
41543,1932277373,General Dentistry
41544,1932309432,Pediatric Dentistry
41545,1932310075,General Dentistry
41546,1932329612,General Dentistry
41547,1932388600,General Dentistry
41548,1932410297,General Dentistry
41549,1932495736,General Dentistry
41550,1932667367,General Dentistry
41551,1942210802,General Dentistry
41552,1942348172,General Dentistry
41553,1942370846,General Dentistry
41554,1942404819,Pediatric Dentistry
41555,1942407812,Oral and Maxillofacial Surgery
41556,1942424676,General Dentistry
41557,1942433842,General Dentistry
41558,1942434782,General Dentistry
41559,1942461181,Pediatric Dentistry
41560,1942468590,General Dentistry
41561,1942557103,Orthodontics and Dentofacial Orthopedics
41562,1942584974,General Dentistry
41563,1942748140,General Dentistry
41564,1952341356,General Dentistry
41565,1952445348,General Dentistry
41566,1952464182,General Dentistry
41567,1952497067,General Dentistry
41568,1952717332,Pediatric Dentistry
41569,1952896383,General Dentistry
41570,1962409946,General Dentistry
41571,1962476812,General Dentistry
41572,1962519090,General Dentistry
41573,1962572131,Oral and Maxillofacial Surgery
41574,1962587063,General Dentistry
41575,1962659136,General Dentistry
41576,1962892612,General Dentistry
41577,1962924860,General Dentistry
41578,1962988790,General Dentistry
41579,1972520492,General Dentistry
41580,1972611549,General Dentistry
41581,1972662492,General Dentistry
41582,1972787380,General Dentistry
41583,1972897312,General Dentistry
41584,1972948198,Oral and Maxillofacial Surgery
41585,1982014965,General Dentistry
41586,1107289,General Dentistry
41587,1982038139,General Dentistry
41588,1982041240,Pediatric Dentistry
41589,1982609624,Pediatric Dentistry
41590,1982668299,General Dentistry
41591,1982670287,Pediatric Dentistry
41592,1982708426,General Dentistry
41593,1982740759,Pediatric Dentistry
41594,1982742391,Pediatric Dentistry
41595,1982743068,General Dentistry
41596,1982759486,General Dentistry
41597,1982778684,General Dentistry
41598,1982806691,Endodontics
41599,1982849824,General Dentistry
41600,1982956991,General Dentistry
41601,1982979506,Pediatric Dentistry
41602,1992087365,General Dentistry
41603,1992105050,General Dentistry
41604,1992121487,General Dentistry
41605,1992142806,Oral and Maxillofacial Surgery
41606,1992293880,Pediatric Dentistry
41607,1992298228,General Dentistry
41608,1992733059,Oral and Maxillofacial Surgery
41609,1992793087,General Dentistry
41610,1992793178,General Dentistry
41611,1107290,Oral and Maxillofacial Surgery
41612,1992823942,General Dentistry
41613,1992851018,General Dentistry
41614,1992883185,General Dentistry
41615,1992952154,Oral and Maxillofacial Surgery
41616,1992998660,General Dentistry
41617,1295090611,General Dentistry
41618,1326334897,General Dentistry
41619,1427428374,General Dentistry
41620,1467476184,General Dentistry
41621,1225111529,General Dentistry
41622,1053371732,General Dentistry
41623,1700925690,Pediatric Dentistry
41624,1861783953,Pediatric Dentistry
41625,1992162234,General Dentistry
41626,1107529,General Dentistry
41627,1982134086,General Dentistry
41628,1205056702,General Dentistry
41629,1558807081,General Dentistry
41630,1932636107,General Dentistry
41631,1316144595,General Dentistry
41632,1366881740,General Dentistry
41633,1107326,General Dentistry
41634,1659419273,General Dentistry
41635,1225489735,General Dentistry
41636,1114168978,General Dentistry
41637,1760832158,General Dentistry
41638,1477902468,General Dentistry
41639,1326241480,Pediatric Dentistry
41640,1609925304,General Dentistry
41641,1235582750,General Dentistry
41642,1750801577,General Dentistry
41643,1467834606,General Dentistry
41644,1205212164,General Dentistry
41645,1922447606,General Dentistry
41646,1255789590,General Dentistry
41647,1235222977,General Dentistry
41648,1346460144,General Dentistry
41649,1245607225,General Dentistry
41650,1528257896,General Dentistry
41651,1376771618,Pediatric Dentistry
41652,1821185539,General Dentistry
41653,1760436711,General Dentistry
41654,1700042165,General Dentistry
41655,1487633210,General Dentistry
41656,1306295878,General Dentistry
41657,1427255843,General Dentistry
41658,1306928643,General Dentistry
41659,1720430390,General Dentistry
41660,1699795096,General Dentistry
41661,1107355,General Dentistry
41662,1689789539,General Dentistry
41663,1023131737,General Dentistry
41664,1114045515,General Dentistry
41665,1114045515,Pediatric Dentistry
41666,1629393707,General Dentistry
41667,1538540901,General Dentistry
41668,1922104413,General Dentistry
41669,1538698600,General Dentistry
41670,1003279100,General Dentistry
41671,1619241692,General Dentistry
41672,1528260171,General Dentistry
41673,1558713669,General Dentistry
41674,1689824039,Endodontics
41675,1376550673,General Dentistry
41676,1598027088,General Dentistry
41677,1760798771,General Dentistry
41678,1447289632,Endodontics
41679,1649384058,General Dentistry
41680,1386791291,General Dentistry
41681,1447378666,General Dentistry
41682,1487757563,Oral and Maxillofacial Surgery
41683,1043438286,Endodontics
41684,1629526272,General Dentistry
41685,1023214921,General Dentistry
41686,1215341334,General Dentistry
41687,1902095508,General Dentistry
41688,1396846234,General Dentistry
41689,1609084292,Endodontics
41690,1437365822,General Dentistry
41691,1780006965,Pediatric Dentistry
41692,1336642636,General Dentistry
41693,1194877050,General Dentistry
41694,1053433052,General Dentistry
41695,1107350,General Dentistry
